id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
23," I was certainly surprised.  Why Mr Tsipras did not talk about the 7 17 contract and the conclusion of the independent transparency authority.  Because this finding is for both periods is from 2017 to.  In 2021, because this conclusion was given on 04/10/2021.  All these.  Tragically. "," Μου έκανε βέβαια εντύπωση  Γιατί για την 7 17 σύμβαση και το πόρισμα της ανεξάρτητης αρχής διαφάνειας δεν μίλησε ο κύριος Τσίπρας  Γιατί το πόρισμα αυτό αφορά και τις 2 περιόδους είναι από το 2017 μέχρι  Το 2021, διότι το πόρισμα αυτό δόθηκε στις 04/10/2021  Όλα αυτά τα  Τραγικά",transparency,other,politics,-0.2,0.1,0.0,0.2,0.1,0.2,0.0,0.0,"[['mr tsipras', 'person', '0.9'], ['independent transparency authority', 'organization', '0.8'], ['2017', 'date', '0.6'], ['2021', 'date', '0.6'], ['04/10/2021', 'date', '0.7']]","[['mr tsipras', 'person', '1.0'], ['independent transparency authority', 'organization', '1.0'], ['2017', 'date', '1.0'], ['2021', 'date', '1.0'], ['04/10/2021', 'date', '1.0.']]"
24," They show that these 2 parties and their leaderships, because I don't like to make a universal incrimination, have no limits, they are capable of saying the same and the opposite, of doing what they denounce just to sit in the chairs of power.  So that's why we are asking for a strong mandate because in a coalition government where there is a strong PASOK whose views and programme are a guideline, we would not have eavesdropping either.  No cover-up either. "," Δείχνουν ότι τα 2 αυτά κόμματα και οι ηγεσίες τους, διότι δεν μου αρέσει να κάνω καθολική ενοχοποίηση, δεν έχουν κανένα όριο, είναι ικανοί να πουν το ίδιο και το αντίθετο να κάνουν αυτά που καταγγέλλουν μόνο και μόνο για να κάθονται στις καρέκλες της εξουσίας  Γι αυτό λοιπόν ζητάμε ισχυρή εντολή γιατί σε μια κυβέρνηση συνεργασίας όπου υπάρχει ένα ισχυρό ΠΑΣΟΚ που οι απόψεις του και το πρόγραμμά του είναι κατευθυντήρια γραμμή, δεν θα είχαμε ούτε υποκλοπές  Ούτε συγκάλυψη",political parties,other,political parties,-0.4,0.7,0.1,0.2,0.1,0.4,0.2,0.0,"[['pasok', 'organization', '1.0'], ['government', 'organization', '0.7']]","[['pasok', 'political party', '0.8'], ['coalition government', 'group of people', '0.5'], ['leaderships', 'group of people', '0.6']]"
25," No mock referendum either.  Nor would we have thousands of direct awards for the oligarchs.  We wouldn't have an undue democracy, we wouldn't have attacks on the judiciary. "," Ούτε ψευτοδημοψήφισμα κοροϊδίας  Ούτε διαγωνισμούς στημένος για τους ολιγάρχες δεν θα είχαμε χιλιάδες απευθείας αναθέσεις  Δεν θα είχαμε αναξιοκρατία, δεν είχαμε επιθέσεις στη δικαιοσύνη",democracy,judicial independence,democracy,-0.7,0.2,0.1,0.2,0.2,0.1,0.0,0.0,"[['no', 'o', ''], ['thousands', 'number', ''], ['oligarchs', 'organization', ''], ['democracy', 'organization', ''], ['judiciary', 'organization.']]","[['judiciary', 'organization', '0.7'], ['oligarchs', 'group of people', '0.6'], ['democracy', 'organization', '0.5.']]"
26," Mainly drama.  Mr. Dragon has made a great struggle to teach the Greek people.  What happened in the wiretapping scandal and we saw very well the contempt and targeting of those who were beaten by the polack in the past.  Now Mr Georgiades was beating them.  So that is why I call on you in this next great struggle of the national elections, to raise high the flag of the democratic party.  Algiers of national dignity GAL.  Facing toxicity and division. "," Κυρίως δράμα  Ο κύριος δράκος έχουν κάνει μεγάλο αγώνα να μάθει ο ελληνικός λαός  Τι συνέβη στο σκάνδαλο των υποκλοπών και είδαμε πολύ καλά την περιφρόνηση και την στοχοποίηση όσων χτύπαγε ο πολάκης αυτούς στο παρελθόν  Τώρα τους χτύπαγε ο κύριος Γεωργιάδης  Γι αυτό λοιπόν σας καλώ τον επόμενο αυτό μεγάλο αγώνα των εθνικών εκλογών, να σηκώσουμε ψηλά τη σημαία της δημοκρατικής παράταξης σημαία θα  Άλγη της εθνικής αξιοπρέπειας GAL  Απέναντι στην τοξικότητα και τον διχασμό",other,wiretapping,politics,0.0,0.5,0.2,0.4,0.7,0.6,0.0,0.1,"[['mr. dragon', 'person', '0.8'], ['greek', 'nationality', '0.8'], ['wiretapping scandal', 'event', '0.6'], ['polack', 'person', '0.4'], ['mr. georgiades', 'person', '0.8'], ['democratic party', 'organization', '0.8'], ['algiers', 'location', '0.6'], ['gal', 'organization', '0.4']]","[['mr. dragon', 'person', '0.9'], ['greek people', 'group of people', '0.9'], ['polack', 'political party', '0.5'], ['mr georgiades', 'person', '0.7'], ['democratic party', 'political party', '0.9'], ['algiers', 'location', '0.7'], ['national dignity gal', 'organization', '0.6'], ['national elections', 'date', '0.8']]"
27, Which we saw even today.  On the issue of the Evros fence.  They say. , Που είδαμε ακόμη και σήμερα  Για το θέμα του φράχτη στον Έβρο  Λένε,other,other,evros fence,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,"[['evros', 'location', '100%']]",[]
28," The gentlemen of the new democracy, Mr Mitsotakis that a project of their own.  I want to remind the Greek people of something that the channels have not been saying for the last few days PASOK started this project and the New Democracy voted against it when it started.  Mr Tsipras is against this project, but four and a half years as prime minister he did not touch it, if he was so ideologically against it he should have torn down the Evros fence.  So let's say, we actually.  Obviously for us there are borders.  Both at sea and on the Evros. "," Οι κύριοι της νέας δημοκρατίας, ο κύριος Μητσοτάκης ότι ένα δικό τους έργο  Θέλω να θυμίσω στον ελληνικό λαό κάτι που δεν λένε τα κανάλια τις τελευταίες μέρες το ΠΑΣΟΚ ξεκίνησε το έργο αυτό και το καταψήφισε η νέα Δημοκρατία όταν ξεκίνησε  Ο κύριος Τσίπρας είναι ενάντια στο έργο αυτό, αλλά τεσσεράμισι χρόνια πρωθυπουργός δεν το άγγιξε αν ήταν τόσο ενάντια ιδεολογικά έπρεπε να γκρεμίσει τον φράχτη του Έβρου  Ας πούμε λοιπόν, εμείς στην πραγματικότητα  Προφανέστατα για μας υπάρχουν σύνορα  Και στη θάλασσα και στον Έβρο",other,borders,border control,0.0,0.1,0.2,0.2,0.2,0.4,0.0,0.0,"[['gentlemen', 'person', '0.6'], ['new democracy', 'organization', '0.6'], ['mr mitsotakis', 'person', '0.6'], ['greek', 'norp', '0.8'], ['pasok', 'organization', '0.6'], ['new democracy', 'organization', '0.6'], ['mr tsipras', 'person', '0.6'], ['four and a half years', 'date', '0.4'], ['evros', 'location', '0.8']]","[['mr mitsotakis', 'person', '0.9'], ['pasok', 'political party', '0.8'], ['new democracy', 'political party', '0.8'], ['mr tsipras', 'person', '0.8'], ['evros', 'location', '0.6'], ['greece', 'country', '0.5']]"
29," It is obvious to us that our borders must be guarded borders, where the Greek people know that there is security.  It is not a country where whoever wants to enter, whoever wants to leave, but on the other hand, this project cannot be an alibi for the entire European right and for Mitsotakis.  And I want to explain myself.  We socialists, we took the initiative in the European Parliament before the pandemic to revise Dublin.  What this means. "," Προφανές για μας είναι ότι τα σύνορά μας πρέπει να είναι σύνορα που φρουρούνται, που ο ελληνικός λαός γνωρίζει ότι υπάρχει ασφάλεια  Δεν είναι μια χώρα όποιος θέλει μπαίνει όποιος θέλει βγαίνει, αλλά από την άλλη δεν μπορεί το έργο αυτό να είναι άλλοθι για όλη την ευρωπαϊκή δεξιά και για τον Μητσοτάκη  Και θέλω να εξηγηθώ  Εμείς σοσιαλιστές, πήραμε πρωτοβουλία στο Ευρωπαϊκό Κοινοβούλιο πριν την πανδημία για την αναθεώρηση του Δουβλίνου  Τι σημαίνει αυτό",refugees / migrants,borders,border security,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.0,"[['greek', 'norp', '0.56'], ['european', 'norp', '0.78'], ['mitsotakis', 'person', '0.66'], ['socialists', 'norp', '0.68'], ['european parliament', 'org', '0.77'], ['dublin', 'org', '0.63']]","[['greek people', 'group of people', '0.8'], ['mitsotakis', 'person', '0.6'], ['socialists', 'group of people', '0.7'], ['european parliament', 'organization', '0.9'], ['dublin', 'organization', '0.5']]"
30," Anyone who enters the European Union.  He doesn't apply for asylum in the first country as it is today with Dublin, so the burden falls on Greece, Italy, Spain, Malta.  But with the revision we propose. "," Όποιος μπει στην Ευρωπαϊκή Ένωση  Δεν κάνει αίτηση ασύλου στην πρώτη χώρα όπως είναι σήμερα με το Δουβλίνο, άρα το βάρος πέφτει στην Ελλάδα, στην Ιταλία, στην Ισπανία, στη Μάλτα  Αλλά με την αναθεώρηση που προτείνουμε",refugees / migrants,borders,asylum seekers,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['european union', 'org', '0.97'], ['dublin', 'loc', '0.76'], ['greece', 'loc', '0.96'], ['italy', 'loc', '0.92'], ['spain', 'loc', '0.88'], ['malta', 'loc', '0.78']]","[['european union', 'organization', '0.80'], ['dublin', 'location', '0.70'], ['greece', 'location', '0.90'], ['italy', 'location', '0.90'], ['spain', 'location', '0.90'], ['malta', 'location', '0.80']]"
31," The application for asylum is made throughout the European Union.  So when someone gets this asylum rather than refugee status, there is no need for relocation, that is, Greece has to beg and plead for new relocation programmes, so that it is not a warehouse of souls, but there is a permanent relocation programme that distributes these people.  According to population, unemployment and other social criteria in the countries of the European Union.  So what we say. "," Η αίτηση ασύλου γίνεται στο σύνολο της Ευρωπαϊκής Ένωσης  Άρα όταν κάποιος πάρει το άσυλο αυτό παρά λοιπόν το καθεστώς του πρόσφυγα δεν χρειάζεται να γίνει μετεγκατάσταση, δηλαδή η Ελλάδα να παρακαλάει και να ζητιανεύει για νέα προγράμματα μετεγκατάστασης, για να μην είναι αποθήκη ψυχών, αλλά υπάρχει μόνιμο πρόγραμμα μετεγκατάστασης που κάνει κατανομή των ανθρώπων αυτών  Σύμφωνα με τον πληθυσμό, την ανεργία και άλλα κοινωνικά κριτήρια στις χώρες της Ευρωπαϊκής Ένωσης  Εμείς λοιπόν τι λέμε",refugees / migrants,borders,asylum/refugee status,0.0,0.1,0.0,0.2,0.2,0.2,0.0,0.0,"[['european union', 'org', '0.9'], ['greece', 'gpe', '0.7'], ['european union', 'org', '0.8']]","[['european union', 'organization', '0.9'], ['greece', 'location', '0.9'], ['souls', 'group of people', '0.5'], ['european union', 'location', '0.9']]"
32," And to have borders that are secure borders.  But also the revision of Dublin, because Mr Mitsotakis is only saying the first part, because those who are preventing the revision of Dublin, the fair distribution and solidarity in Europe are his own right-wing political family, those who are patting him on the back for the Evros project are the same people who condemn the peoples of the South to bear the burden of the refugee problem, giving money, of course, but solidarity cannot be bought with money or solidarity.  Secured by institutions.  This is the Europe of the people, not the Europe of the powerful and of conservation.  Fully Tsipras on this issue. "," Και να έχουμε σύνορα τα οποία είναι σύνορα με ασφάλεια  Αλλά και αναθεώρηση του Δουβλίνου γιατί ο κύριος Μητσοτάκης λέει μόνο το πρώτο κομμάτι, διότι αυτοί που εμποδίζουν την αναθεώρηση του Δουβλίνου τη δίκαιη κατανομή και την αλληλεγγύη στην Ευρώπη είναι η δική του δεξιά πολιτική οικογένεια, αυτή που του χτυπούν την πλάτη για το έργο του Έβρου είναι οι ίδιοι που καταδικάζουν τους λαούς του Νότου να σηκώνουν το φορτίο του προσφυγικού, δίνοντας βέβαια χρήματα, αλλά η αλληλεγγύη δεν εξαγοράζεται με χρήματα ή αλληλεγγύη  Κατοχυρώνεται με θεσμούς  Αυτή είναι η Ευρώπη των λαών και όχι η Ευρώπη των ισχυρών και της συντήρησης  Πλήρως Τσίπρα σε αυτό το θέμα",refugees / migrants,borders,secure borders,0.0,0.7,0.2,0.1,0.5,0.2,0.0,0.0,"[['mr mitsotakis', 'person', '0.8'], ['dublin', 'location', '0.9'], ['europe', 'location', '1.0'], ['south', 'location', '0.7'], ['evros', 'location', '0.8'], ['tsipras', 'person', '1.0']]","[['mr mitsotakis', 'person', '0.8'], ['dublin', 'political party', '0.6'], ['europe', 'location', '0.7'], ['south', 'location', '0.6'], ['evros', 'location', '0.5'], ['tsipras', 'person', '0.5']]"
33," He has not learned his lesson since 2015.  He managed to give the keys to the refugee migration issue in the hands of Erdogan.  And Erdogan blackmailing all of Europe.  This is what we want.  We do not understand the difference between humanitarianism and geopolitical blackmail.  When Lukashenko has the same strategy in Belarus it is reprehensible, but Erdogan has it in Turkey. "," Δεν πήρε το μάθημά του από το 2015  Ο κατάφερε να δώσει τα κλειδιά του προσφυγικού μεταναστευτικού στα χέρια του Ερντογάν  Και να εκβιάζει ο Ερντογάν όλη την Ευρώπη  Αυτό θέλουμε εμείς  Δεν καταλαβαίνουμε τη διαφορά του ανθρωπισμού από το γεωπολιτικό εκβιασμό  Όταν την ίδια στρατηγική την έχει ο Λουκασένκο στη Λευκορωσία είναι καταδικαστέα, αλλά την έχει ο Ερντογάν στην Τουρκία",refugees / migrants,other,turkey,-0.8,0.89,0.5,0.6,0.6,0.5,0.3,0.1,"[['2015', 'date', ''], ['erdogan', 'person', ''], ['europe', 'location', ''], ['humanitarianism', 'organization', ''], ['geopolitical blackmail', 'organization', ''], ['lukashenko', 'person', ''], ['belarus', 'location', ''], ['turkey', 'location.']]","[['2015', 'date', '1.0'], ['erdogan', 'person', '0.75'], ['europe', 'location', '1.0'], ['belarus', 'country', '1.0'], ['turkey', 'country', '1.0']]"
34, We don't say a word.  This is all very strange.  But you know. , Δεν λέμε κουβέντα  Πολύ παράξενα όλα αυτά  Αλλά ξέρετε,other,other,unknown,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,[],[]
35," The truth no matter how much you hide it.  At some point, the issue is brought up not to be brought up at the expense of the public interest at too slow a pace.  So, we have a clear view on geopolitical issues.  All these issues must be dealt with in absolute solidarity and not with brutal divisions, especially during the elections, so that the Greek people see other problems, but not the solution of the real problems that a country in a critical geopolitical region has to face.  Friends and friends. "," Η αλήθεια όσο και να την κρύψεις  Κάποια στιγμή αναδεικνύεται το θέμα να μην αναδεικνύεται εις βάρος του δημοσίου συμφέροντος με πάρα πολύ αργούς ρυθμούς  Εμείς λοιπόν, στα θέματα της γεωπολιτικής έχουμε μια ξεκάθαρη άποψη  Όλα αυτά τα θέματα πρέπει να αντιμετωπιστούν με απόλυτη αλληλεγγύη και όχι με κτηνους διχασμούς, ιδιαίτερα προεκλογικά για να βλέπει ο ελληνικός λαός άλλα προβλήματα, αλλά όχι της λύσης των πραγματικών προβλημάτων που έχει να αντιμετωπίσει μια χώρα σε κρίσιμη γεωπολιτική περιοχή  Φίλες και φίλοι",elections,other,geopolitics,0.0,0.2,0.1,0.1,0.2,0.2,0.0,0.1,"[['greek', 'nationality', '1.0'], ['geopolitical', 'other', '1.0']]","[['greek', 'country', '1.0'], ['geopolitical', 'organization', '0.5'], ['greek people', 'group of people', '1.0']]"
36," The big issue for us in the national elections is the big change.  It is a big bet for me personally and for all of you who have kept the democratic party standing during the difficult years.  The Greek people to feel that we can serve a new change.  A new era.  With a new perspective and with real hope and not with populism and elitism.  So that is why we have as a priority our social democratic programme, which touches all generations, all social classes, but above all the middle class and the weakest Greeks, as has been PASOK's priority since its foundation.  Then with the underprivileged. "," Το μεγάλο ζήτημα για εμάς τις εθνικές εκλογές είναι η μεγάλη αλλαγή  Είναι ένα μεγάλο στοίχημα και για μένα προσωπικά αλλά και για όλους εσάς που κρατήσαμε όρθια τη δημοκρατική παράταξη στα δύσκολα χρόνια  Ο ελληνικός λαός να νιώσει ότι μπορούμε να υπηρετήσουμε μια νέα αλλαγή  Μια νέα εποχή  Με νέα προοπτική και με πραγματική ελπίδα και όχι με λαϊκισμούς και ελιτισμούς  Γι αυτό λοιπόν έχουμε προτεραιότητα το σοσιαλδημοκρατικό μας πρόγραμμα, το οποίο ακουμπάει όλες τις γενιές, όλες τις κοινωνικές τάξεις, αλλά πάνω από όλα τη μεσαία τάξη και τους πιο αδύναμους Έλληνες, όπως είναι και στο σ ς του ΠΑΣΟΚ από τα χρόνια της ίδρυσής του  Τότε με τους μη προνομιούχους",elections,middle class,national elections,0.25,0.2,0.2,0.1,0.0,0.2,0.25,0.0,"[['the democratic party', 'organization', '0.6472'], ['greek', 'nationality', '0.7977'], ['pasok', 'organization', '0.9978']]","[['greek people', 'group of people', '0.9'], ['democratic party', 'political party', '0.95'], ['pasok', 'political party', '0.8'], ['greek', 'country', '0.9'], ['priority', 'date', '0.8']]"
37, So what do we say.  First of all we consider.  That there should be an adjustment of the Recovery Fund.  The European Union gave 32 billion to Greece. , Τι λέμε λοιπόν  Καταρχάς θεωρούμε  Ότι πρέπει να υπάρχει μια αναπροσαρμογή του Ταμείου Ανάκαμψης  Η Ευρωπαϊκή Ένωση έδωσε 32 δισεκατομμύρια στην Ελλάδα,economy,other,recovery fund,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,"[['european union', 'organization', '0.96'], ['recovery fund', 'organization', '0.82'], ['greece', 'location', '0.96']]","[['european union', 'organization', '0.8'], ['greece', 'country', '0.7']]"
38, Mr Mitsotakis uses them only for a few and for purely clientelistic terms.  We therefore say.  First.  The national health care system and you know it all too well.  The Serra people this hospital is the work of PASOK and the downfall.  The current one is the work of SYRIZA and the New Democracy.  Gallery so we say. , Ο κύριος Μητσοτάκης τα χρησιμοποιεί μόνο για λίγους και για καθαρά πελατειακούς όρους  Εμείς λοιπόν λέμε  Πρώτον  Το εθνικό Σύστημα Υγείας και το ξέρετε πάρα πολύ καλά  Οι σερραίοι το νοσοκομείο αυτό είναι έργο του ΠΑΣΟΚ και η κατάντια  Η σημερινή είναι έργο του ΣΥΡΙΖΑ και της Νέας Δημοκρατίας  Gallery λέμε λοιπόν,health,other,greek politics,-0.5,0.8,0.2,0.5,0.8,0.4,0.0,0.1,"[['mr mitsotakis', 'person', '0.75'], ['pasok', 'organization', '0.5'], ['syriza', 'organization', '0.5'], ['new democracy', 'organization', '0.5']]","[['mr mitsotakis', 'person', '0.9'], ['serra people', 'group of people', '0.7'], ['pasok', 'political party', '0.8'], ['syriza', 'political party', '0.8'], ['new democracy', 'political party', '0.8'], ['gallery', 'location', '0.6']]"
39," From the 2% of the Recovery Fund.  Which is a tiny percentage of the lowest rates in all of Europe.  We adjust the 8-10% so that we have a strong primary health care network nationwide.  The second issue of the national health system is human resources.  We need strong financial incentives for health workers thousands of Greek children are leaving over the years doctors, health workers to countries in the European Union, because salaries are too low in the national health system.  So we are not just clapping, we are not just giving wishes, we want strong financial incentives for doctors and health workers to stay in Greece and join the national health system.  Third point. "," Από το 2% του Ταμείου Ανάκαμψης  Που είναι ένα ελάχιστο ποσοστό από τα λιγότερα ποσοστά σε όλη την Ευρώπη  Εμείς να προσαρμόσουμε το 8-10% ώστε να έχουμε πανελλαδικά ένα ισχυρό δίκτυο πρωτοβάθμιας υγείας  Δεύτερο ζήτημα του εθνικού συστήματος υγείας είναι το ανθρώπινο δυναμικό  Χρειαζόμαστε ισχυρά οικονομικά κίνητρα του για τους υγειονομικούς χιλιάδες ελληνόπουλα φεύγουν όλα αυτά τα χρόνια γιατροί, υγειονομικοί προς χώρες της Ευρωπαϊκής Ένωσης, διότι οι μισθοί είναι πολύ χαμηλοί στο εθνικό σύστημα υγείας  Εμείς λοιπόν, δεν κάνουμε μόνο παλαμάκια, δεν δίνουμε μόνο ευχές, θέλουμε με ισχυρά οικονομικά κίνητρα να μείνουν οι γιατροί και υγειονομικοί στην Ελλάδα και να ενταχθούν στο εθνικό σύστημα υγείας  Τρίτο σημείο",health,other,national health system,0.0,0.3,0.0,0.05,0.0,0.1,0.0,0.0,"[['recovery fund', 'organization', '100%'], ['europe', 'location', '100%'], ['greek', 'nationality', '100%'], ['european union', 'organization', '100%'], ['greece', 'location', '100%']]","[['greece', 'location', '1.0'], ['europe', 'location', '1.0'], ['national health system', 'organization', '1.0'], ['recovery fund', 'organization', '1.0'], ['european union', 'organization', '1.0'], ['health workers', 'group of people', '1.0'], ['doctors', 'person', '1.0'], ['greek children', 'group of people', '1.0']]"
40," There is a shortage of specialists, hundreds of surgeries are constantly postponed.  We are therefore giving incentives to reopen these specialties, so that all these positions are filled throughout the national health system nationwide.  It's a huge injustice.  The Greek people pay the third highest private health expenditure in Europe after Bulgaria and Lithuania.  Because dear friends. "," Υπάρχει έλλειψη ειδικοτήτων, εκατοντάδες χειρουργεία παίρνουν συνεχείς αναβολές  Εμείς λοιπόν δίνουμε κίνητρα να ξανά υπάρξει άνοιγμα αυτών των ειδικοτήτων, ώστε όλες οι θέσεις αυτές να καλυφθούν σε όλο το εθνικό σύστημα υγείας πανελλαδικά  Είναι μια τεράστια αδικία  Ο ελληνικός λαός να πληρώνει τις τρίτες μεγαλύτερες ιδιωτικές δαπάνες στην Ευρώπη για υγεία μετά τη Βουλγαρία και τη Λιθουανία  Γιατί αγαπητοί φίλες και φίλοι",health,medical workforce,shortage,-0.4,0.3,0.0,0.1,0.2,0.3,0.0,0.0,"[['greece', 'country', '1.0'], ['bulgaria', 'country', '1.0'], ['lithuania', 'country', '1.0']]","[['greek people', 'group of people', '1.0'], ['bulgaria', 'country', '1.0'], ['lithuania', 'country', '1.0']]"
41, What is the biggest problem in Greek life today.  It is the cost of living.  And I want to be honest.  It is not easy to accelerate wage growth.  Half as many as grow. , Ποιο είναι το μεγαλύτερο πρόβλημα της ζωής σήμερα στον Έλληνα  Είναι το κόστος ζωής  Και θέλω να μαι ειλικρινής  Δεν είναι εύκολο να επιταχύνουμε την αύξηση των μισθών  Οι μισοί όσο και να αυξηθούν,employment,cost of living,greek life,-0.25,0.1,0.0,0.2,0.1,0.2,0.0,0.0,"[['greek life', 'event/organization', '0.6'], ['greek', 'nationality/ethnicity', '0.5']]","[['greek life', 'group of people', '0.6'], ['greek', 'location', '0.6'], ['half', 'group of people', '0.8']]"
42," Such is the cost of living that it is prohibitive.  We will fight for a sustainable growth that will increase wages that will have well-paid jobs.  But the big bet is to bring down the cost of living and elements of the cost of living are health, education and housing.  So the second point is strong public education, a lever of social mobility for the children of the Greek people, strong primary education, competitive public universities, research and technology.  The third point is social housing.  Our plan is very simple in all the major urban centres of the country. "," Είναι τέτοιο το κόστος ζωής που είναι απαγορευτικό  Εμείς θα αγωνιστούμε για μια ανάπτυξη βιώσιμη ανάπτυξη που θα αυξηθούν οι μισθοί που θα έχουμε καλοπληρωμένες θέσεις εργασίας  Αλλά το μεγάλο στοίχημα είναι να πέσει το κόστος ζωής και στοιχεία του κόστους ζωής είναι η υγεία, είναι η παιδεία και η κατοικία  Γι αυτό το δεύτερο σημείο είναι ισχυρή δημόσια παιδεία, μοχλός κοινωνικής κινητικότητας για τα παιδιά του ελληνικού λαού, θα ισχυρή πρωτοβάθμια εκπαίδευση, ανταγωνιστικά δημόσια πανεπιστήμια, έρευνα και τεχνολογία  Το τρίτο σημείο είναι η κοινωνική κατοικία  Το σχέδιο μας είναι πάρα πολύ απλό σε όλα τα μεγάλα αστικά κέντρα της χώρας",housing,cost of living,cost of living,-0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,"[['greek', 'nationality', '1.0']]","[['greek people', 'group of people', '1.0'], ['public education', 'organization', '1.0'], ['primary education', 'organization', '0.8'], ['public universities', 'organization', '1.0'], ['research', 'organization', '0.6'], ['technology', 'organization', '0.5'], ['social housing', 'organization', '1.0'], ['urban centres', 'location', '1.0'], ['greece', 'country', '1.0']]"
43," Municipalities to register closed houses.  To find the owners and I mean by a ministry of social housing as there is in Portugal.  Provide tax incentives and through the Recovery Fund, incentives to rebuild, so that these people can bring these closed homes into the social housing pool.  Second, to reconstruct. "," Οι δήμοι να καταγράψουν τα κλειστά σπίτια  Να βρούμε τους ιδιοκτήτες και εννοώ από ένα υπουργείο κοινωνικής κατοικίας όπως υπάρχει στην Πορτογαλία  Να δώσουμε φορολογικά κίνητρα και μέσα από το Ταμείο Ανάκαμψης κίνητρα ανακατασκευής, ώστε αυτοί οι άνθρωποι να εντάξουν τα κλειστά σπίτια αυτά στη δεξαμενή κοινωνικής κατοικίας  Δεύτερον, να ανακατασκευάσουμε",housing,affordable housing,closed houses,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,"[['portugal', 'ministry of social housing', 'recovery fund.']]","[['municipalities', 'organization', '1.0'], ['portugal', 'country', '1.0'], ['recovery fund', 'organization', '1.0']]"
44," Residential housing and thirdly, to build new housing.  Of course with change and with an increase in city plans nationwide so that the cost of land will fall.  In this way we aim to include in the pool of social housing 150. 000 homes to be given on the basis of social criteria.  What is now the difference from the new democracy.  What New Democracy says. "," Κατοικίες και τρίτον, να κατασκευάσουμε νέες κατοικίες  Βέβαια με αλλαγή και με αύξηση των σχεδίων πόλεως πανελλαδικά ώστε να πέσει και το κόστος γης  Με αυτόν τον τρόπο έχουμε στόχο να εντάξουμε στην στη δεξαμενή κοινωνικών κατοικιών 150 000 κατοικίες που θα δίνονται με κοινωνικά κριτήρια  Ποια είναι τώρα η διαφορά από τη νέα δημοκρατία  Νέα Δημοκρατία τι λέει",housing,affordable housing,housing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['residential housing', 'location', '0.5'], ['city', 'location', '0.6'], ['150.000', 'number', '0.7'], ['new democracy', 'organization', '1.0']]","[['new democracy', 'political party', '1.0']]"
45," Take low-interest loans to buy a home.  We don't want to build new property.  We want to provide hundreds of thousands of low-rent homes so that through competition rents will fall overall and not just 10 15. 000 attempts, but all the middle class and the weak.  Because a big issue in urban centres is what your children and grandchildren face.  When students go they can't find housing at a decent cost.  As a result, their computer applications are no longer made on the basis of the hope of ambition, the need to create, but on the basis of the pocket, the father and the mother. "," Πάρτε χαμηλότοκα δάνεια για να αγοράσετε κατοικία  Εμείς δεν θέλουμε να φτιάξουμε νέα ιδιοκτησία  Εμείς θέλουμε να δώσουμε εκατοντάδες χιλιάδες σπίτια με χαμηλό ενοίκιο ώστε μέσω του ανταγωνισμού να πέσουν συνολικά τα ενοίκια και να μην είναι μόνο 10 15 000 επιχειρεί, αλλά όλη η μεσαία τάξη και η αδύναμη  Διότι ένα μεγάλο ζήτημα στα αστικά κέντρα είναι αυτό που αντιμετωπίζουν τα παιδιά και τα εγγόνια σας  Όταν πάνε φοιτητές δεν μπορούν να βρουν κατοικία με κόστος αξιοπρεπές  Με αποτέλεσμα πλέον τα μηχανογραφικά τους να μη γίνονται βάσει της ελπίδας της φιλοδοξίας, της ανάγκης δημιουργίας, αλλά βάσει της τσέπης, του πατέρα και της μάνας",housing,affordable housing,affordable housing,-0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,[],[]
46," And this is a huge social injustice that PASOK will face.  The fourth point is the liquidity of SMEs.  You know very well that the European Union gave 10 billion loans, low-interest loans to Greece, what do these loans explain?  In Portugal.  The socialist government made a special funding agency.  Gentlemen, what did people think. "," Και αυτό είναι μια τεράστια κοινωνική αδικία που θα αντιμετωπίσει το ΠΑΣΟΚ Gal  Τέταρτο σημείο είναι η ρευστότητα των μικρομεσαίων επιχειρήσεων  Γνωρίζετε πάρα πολύ καλά ότι έδωσε 10 δισεκατομμύρια δάνεια, χαμηλότοκα δάνεια η Ευρωπαϊκή Ένωση στην Ελλάδα, τι εξηγούν αυτά τα δάνεια  Στην Πορτογαλία  Η σοσιαλιστική κυβέρνηση έκαναν ειδικό χρηματοδοτικό φορέα  Κύριοι τι σκέφτηκαν οι άνθρωποι",economy,loans,greek economy,0.0,0.1,0.0,0.0,0.2,0.1,0.0,0.0,"[['pasok', 'org', '0.85'], ['smes', 'org', '0.69'], ['european union', 'org', '0.93'], ['greece', 'gpe', '0.92'], ['portugal', 'gpe', '0.88']]","[['pasok', 'political party', '1.0'], ['european union', 'organization', '1.0'], ['greece', 'country', '1.0'], ['portugal', 'location', '1.0'], ['socialist government', 'group of people', '1.0']]"
