id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
45," Inside.  In the urban fabric of the.  Alexandroupolis, while it was loaded with NATO war material.  Otherwise the people of the region.  Experiencing the devaluation of the rail interconnection interconnection interconnection. "," Μέσα  Στον αστικό ιστό της  Αλεξανδρούπολης, ενώ ήταν φορτωμένη με πολεμικό νατοϊκό υλικό  Κατά τα άλλα ο λαός της περιοχής  Βιώνει την απαξίωση της σιδηροδρομικής διασύνδεσης διασύνδεσης",infrastructure,railway,urban fabric/cityscape,-0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['alexandroupolis', 'location', '0.6'], ['nato', 'organization', '0.5']]","[['alexandroupolis', 'location', '0.8'], ['nato', 'organization', '0.6'], ['region', 'location', '0.4'], ['rail interconnection', 'group of people', '0.3']]"
46, For over 10.  Years.  And from the.  2019 longer.  The effective abolition of the.  Mercy of the Great. , Για πάνω από 10  Χρόνια  Και από το  2019 πλέον  Την ουσιαστική κατάργηση της  Ελέω του μεγάλου,other,other,abolition,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,[],"[['great', 'location', '100%'], ['mercy', 'organization', '100%']]"
47," Maintenance costs of the existing network.  And the shortages in.  Staff at the same time, however.  They run with. "," Κόστους συντήρησης του υφιστάμενου δικτύου  Και των ελλείψεων σε  Προσωπικό την ίδια ώρα, ωστόσο  Τρέχουν με",infrastructure,employment,infrastructure maintenance,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,[],[]
48, Speed urban planning that serves the goal of turning the entire region into a.  Freight hub for this in the big to the important one finds unanimity from new democracy.  Syriza and PASOK despite the existing.  Individual differences between them are not accidental. , Ταχύτητα οι αστικοί σχεδιασμοί που υπηρετούν το στόχο της μετατροπής όλης της περιοχής σε  Κόμβο μεταφοράς εμπορευμάτων για αυτό στα μεγάλα στα σημαντικά διαπιστώνει κανείς ομοφωνία από νέα δημοκρατία  Συριζα και ΠΑΣΟΚ παρά βεβαίως τις υπαρκτές  Επιμέρους μεταξύ τους διαφορές δεν είναι τυχαίο,other,other,urban planning,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.0,"[['new democracy', 'political party', '0.8'], ['syriza', 'political party', '0.7'], ['pasok', 'political party', '0.7']]","[['new democracy', 'political party', '0.8'], ['syriza', 'political party', '0.8'], ['pasok', 'political party', '0.8']]"
49, That in the.  Findings submitted by the New Democracy.  And SYRIZA in the Interparty Committee of the.  Parliament for Development.  Thrace. , Ότι στα  Πορίσματα που κατέθεσαν η νέα Δημοκρατία  Και ο ΣΥΡΙΖΑ στη Διακομματική επιτροπή της  Βουλής για την Ανάπτυξη  Της Θράκης,other,other,politics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['new democracy', 'political party', '0.75'], ['syriza', 'political party', '0.75'], ['interparty committee', 'committee', '0.5'], ['parliament', 'legislative body', '0.5'], ['thrace', 'region', '0.5']]","[['new democracy', 'organization', '0.9'], ['syriza', 'political party', '0.9'], ['interparty committee', 'group of people', '0.8'], ['parliament', 'organization', '0.7'], ['thrace', 'location', '0.8']]"
50," They are imprinted and even with.  The very same words these objectives and priorities.  Of big capital.  No, they didn't get the pain for. "," Αποτυπώνονται και μάλιστα με  Τις ίδιες ακριβώς λέξεις αυτοί οι στόχοι και προτεραιότητες  Του μεγάλου κεφαλαίου  Όχι, δεν τους έπιασε ο πόνος για",other,other,unclear - this text does not have a discernible topic,0.0,0.5,0.0,0.4,1.0,0.8,0.0,0.2,[],[]
51," Cheap modern safe transport for the people, so they will continue in the same.  Rate of commercialisation.  The privatisation of the cost-benefit logic of privatisation so we will.  Direct financial instruments to the.  Implementation of their project. "," Φθηνές σύγχρονες ασφαλείς μετακινήσεις του λαού, γι αυτό θα συνεχίσουν στην ίδια  Ρότα της εμπορευματοποίησης  Των ιδιωτικοποιήσεων της λογικής του κόστους οφέλους γι αυτό και θα  Κατευθύνουν τα χρηματοδοτικά εργαλεία στην  Υλοποίηση του πρότζεκτ τους",privatization,hospital privatization,transportation,0.0,0.0,0.0,0.2,0.3,0.7,0.0,0.0,[],[]
52, Or the interconnection of the ports.  Northern Greece.  With ports.  Bulgaria and Bulgaria.  Romanian project that leaves out the drama will.  Secure.  Funding for the upgrade and electrification of the Alexandroupoli line. , Ή στην διασύνδεση δηλαδή των λιμανιών  Της Βόρειας Ελλάδας  Με λιμάνια  Της Βουλγαρίας και της  Ρουμανίας πρότζεκτ που αφήνει απέξω τη δράμα θα  Εξασφαλίσουν  Χρηματοδότηση για την αναβάθμιση και την ηλεκτροκίνηση στη γραμμή Αλεξανδρούπολη,infrastructure,railway,transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['northern greece', 'location', '0.6'], ['bulgaria', 'location', '0.8'], ['bulgaria', 'location', '0.8'], ['romanian', 'location', '0.6'], ['alexandroupoli', 'location', '0.8']]","[['northern greece', 'location', '0.90'], ['bulgaria', 'location', '0.80'], ['romania', 'location', '0.80'], ['alexandroupoli', 'location', '0.60']]"
53," Ormenio, with.  Aim to reduce the.  Container transport costs. "," Ορμένιο, με  Στόχο τη μείωση του  Κόστους μεταφοράς εμπορευματοκιβωτίων",infrastructure,other,container transport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['ormenio', 'location', '0.89'], ['container', 'organization', '0.66']]","[['ormenio', 'location', '0.8'], ['container transport costs', 'organization', '0.7']]"
54, And faster movement.  With double line.  At. , Και την ταχύτερη μετακίνηση  Με διπλή γραμμή  Σε,other,other,movement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
55, This piece alone and only for NATO needs.  It is indeed.  Ironic that.  We heard about. , Αυτό μόνο το κομμάτι και μόνο για τις νατοϊκές ανάγκες  Είναι πράγματι  Ειρωνικό το γεγονός ότι  Ακούγαμε για,other,other,nato,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,"[['nato', 'organization', '1.0']]","[['sorry', 'there are no named entities mentioned in the text. as an ai language model', 'i can not invent information.']]"
56," The large investments in the railway in the region of the amount.  Several billion euros, when.  So much.  Years.  The necessary funds were not made available.  Amount to take security measures.  Needed in the existing network. "," Τις μεγάλες επενδύσεις στο σιδηρόδρομο της περιοχής ύψους  Πολλών δισεκατομμυρίων ευρώ, όταν  Τόσα  Χρόνια  Δεν διατέθηκε το απαραίτητο  Ποσό για να παρθούν τα μέτρα ασφαλείας  Που απαιτούνται στο ήδη υπάρχον δίκτυο",infrastructure,railway,railway investments,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,"[['railway', 'organization', '0.8'], ['region', 'location', '0.7'], ['billion euros', 'money', '0.9'], ['years', 'time', '0.6'], ['existing network', 'organization', '0.7']]","[['railway', 'organization', '0.7'], ['euros', 'currency', '0.7'], ['years', 'date', '0.7']]"
57," In fact, some have.  The audacity to say that in Greece we have to suffer to learn.  Citing examples of shipwrecks.  Like the Samina Express.  For ferry services or the eye.  About the fires and stuff like that.  The shipowners' wrecks have stopped breaking down mid-ocean and cancelling sailings. ", Μάλιστα κάποιοι έχουν  Το θράσος να λένε ότι στην Ελλάδα πρέπει να πάθουμε για να μάθουμε  Φέρνοντας ως παραδείγματα τα ναυάγια  Όπως του εξπρές Σάμινα  Για τις ακτοπλοϊκές συγκοινωνίες ή το μάτι  Για τις πυρκαγιές και λοιπά λες και  Σταμάτησαν τα σαπάκια των εφοπλιστών να βγάζουν βλάβες μεσοπέλαγα και να ακυρώνονται δρομολόγια,other,other,shipwrecks,-0.3,0.4,0.0,0.5,0.3,0.3,0.0,0.2,"[['greece', 'location', '1.0'], ['samina express', 'organization', '0.9']]","[['greece', 'location', '1.0'], ['samina express', 'organization', '0.8'], ['ferry services', 'organization', '0.6'], ['shipowners', 'organization', '0.9']]"
58," Every 3 and a bit.  Leaving the islands of.  Aegean.  Without interconnection, as was the case for many weeks last year with Samothrace.  Just a few days ago on the line Prinos Kavala. "," Κάθε 3 και λίγο  Αφήνοντας τα νησιά του  Αιγαίου  Χωρίς διασύνδεση, όπως συνέβαινε για πολλές εβδομάδες πέρυσι με τη Σαμοθράκη  Μόλις πριν λίγες μέρες στη γραμμή Πρίνος Καβάλα",other,electricity,interconnection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['aegean', 'location', '0.9'], ['samothrace', 'location', '0.8'], ['prinos kavala', 'location', '0.7']]","[['aegean', 'location', '0.8'], ['samothrace', 'location', '0.6'], ['prinos kavala', 'location', '0.7']]"
59," As if we don't pay every summer for the.  Price.  The total lack of fire protection. Friends and friends of the.  Crime in Tempe was still a piece.  In the puzzle.  The sacrifices of our people on the altar of profit, such pieces of the same puzzle are counted by the people and the youth here in the region of Eastern Macedonia and Thrace, with the dozens of deaths during the pandemic period, where hospitals touched the.  Limits of the collapse of primary care.  From a short anecdote.  Which anyway was and before it disappeared completely. "," Λες και δεν πληρώνουμε κάθε καλοκαίρι το  Τίμημα  Της παντελούς έλλειψης αντιπυρικής προστασίας Φίλες και φίλοι το  Έγκλημα στα Τέμπη ήταν ακόμα ένα κομμάτι  Στο παζλ  Των θυσιών του λαού μας στον βωμό του κέρδους, τέτοια κομμάτια του ίδιου παζλ μετράει ο λαός και η νεολαία και εδώ στην περιοχή της Ανατολικής Μακεδονίας και Θράκης, με τους δεκάδες νεκρούς την περίοδο της πανδημίας, όπου τα νοσοκομεία άγγιξαν τα  Όρια της κατάρρευσης η πρωτοβάθμια φροντίδα περίθαλψης  Από σύντομο ανέκδοτο  Που ούτως ή άλλως ήταν και πριν εξαφανίστηκε εντελώς",pandemic,fire protection,fire protection,-0.6,0.5,0.0,0.2,0.8,0.7,0.0,0.0,"[['tempe', 'location', '0.5'], ['eastern macedonia and thrace', 'location', '0.5']]","[['tempe', 'location', '0.9'], ['eastern macedonia and thrace', 'location', '0.9'], ['pandemic period', 'date', '0.9']]"
60, Regional clinics were opening and health centres were sending doctors and nurses to hospitals.  As if they had enough.  And instead of filling in at least some of the gaps. ," Τα περιφερειακά ιατρεία ανοιγόκλειναν και τα κέντρα υγείας έστελναν γιατρούς νοσηλευτές στα νοσοκομεία  Λες και τους περίσσευαν  Και αντί να καλυφθούν έστω κάποια κενά, η",health,public health system,healthcare staffing,-0.5,0.4,0.0,0.15,0.2,0.1,0.0,0.1,"[['regional', 'location', '0.9'], ['clinics', 'organization', '0.7'], ['health centres', 'organization', '0.8'], ['doctors', 'person', '0.6'], ['nurses', 'person', '0.6'], ['hospitals', 'location', '0.8']]","[['regional clinics', 'organization', '0.6'], ['health centres', 'organization', '0.5'], ['doctors', 'person', '0.7'], ['nurses', 'person', '0.7'], ['hospitals', 'organization', '0.4']]"
61, Situation deteriorated in all.  Hospitals and public health structures.  Throughout the region.  Only. , Κατάσταση επιδεινώθηκε σε όλα  Τα νοσοκομεία και τις δημόσιες δομές υγείας  Σε όλη την περιοχή  Μόνο,health,public health system,healthcare,-0.8,0.5,0.0,0.5,0.2,0.0,0.0,0.0,"[['hospitals', 'org', '0.75'], ['region', 'loc', '0.6']]",[]
62," In the last month we have the dramatic appeals of the workers in the hospital of Xanthi, with the huge problems to bring out.  On their way.  Hospital employees and the hospital itself.  The people of Xanthi at the recent Pandemic.  Rally has not passed a week since the workers' protests over the pathology clinic in Drama Hospital, where among other things it does not have.  Oncology and psychiatric clinic and here.  In Komotini.  Where did the notorious donation.  For the construction of a new hospital in yet another.  Proof that private profits and public health.  They are incompatible words, it is confirmed.  The position of the KKE.  Which underlines that the people's need for modern. "," Τον τελευταίο μήνα έχουμε τις δραματικές εκκλήσεις των εργαζομένων στο νοσοκομείο της Ξάνθης, με τα τεράστια προβλήματα να βγάζουν  Στο δρόμο τους  Εργαζόμενους του νοσοκομείου και τον ίδιο  Τον λαό της Ξάνθης στο πρόσφατο Πάνδημο  Συλλαλητήριο δεν έχει περάσει μια εβδομάδα από τις διαμαρτυρίες των εργαζομένων για την παθολογική κλινική στη δράμα στο νοσοκομείο, όπου εκτός των άλλων δεν διαθέτει  Ογκολογική και ψυχιατρική κλινική και εδώ  Στην Κομοτηνή  Που βάλτωσε η περιβόητη δωρεά  Για την ανέγερση νέου νοσοκομείου σε μια ακόμα  Απόδειξη ότι ιδιωτικά κέρδη και δημόσια υγεία  Είναι λέξεις ασυμβίβαστες, επιβεβαιώνεται  Η θέση του ΚΚΕ  Που υπογραμμίζει ότι η ανάγκη του λαού για σύγχρονες",other,other,hospital issues,-0.5,0.3,0.0,0.1,0.5,0.0,0.5,0.0,"[['xanthi', 'location', '0.8'], ['drama hospital', 'organization', '0.6'], ['oncology', 'organization', '0.4'], ['psychiatric clinic', 'organization', '0.3'], ['komotini', 'location', '0.8'], ['kke', 'organization', '0.5']]","[['xanthi', 'location', '1.0'], ['drama hospital', 'organization', '0.5'], ['oncology', 'organization', '0.5'], ['psychiatric clinic', 'organization', '0.5'], ['komotini', 'location', '1.0'], ['kke', 'political party', '1.0']]"
63, Health services.  It cannot be deposited.  To the capitalists and their donations.  The same picture exists. , Υπηρεσίες υγείες  Δεν μπορεί να εναποτίθεται  Στους καπιταλιστές και στις δωρεές τους  Ίδια εικόνα υπάρχει,other,other,health services,-0.5,1.0,1.0,0.3,0.7,0.8,0.0,0.2,"[['health services', 'organization', '0.83'], ['capitalists', 'organization', '0.5']]","[['health services', 'organization', '0.9'], ['capitalists', 'group of people', '0.7'], ['donations', 'group of people', '0.4']]"
64," And with the non-existent flood control.  Protection that every year leads to the destruction of livestock crops.  Capital house installations, and even in the loss of human lives, as with the tragic death of.  Of firefighter 2 years ago.  Years in Apalos, next to Alexandroupolis.  If the floods were endangering the naval vessels.  Missions and the X the.  Hermos the people then the flood protection projects would be both eligible by the European Union and in the priorities of the governments would.  They were the same. "," Και με την ανύπαρκτη αντιπλημμυρική  Προστασία που κάθε χρόνο οδηγεί στην καταστροφή καλλιεργειών ζωικού  Κεφαλαίου εγκαταστάσεων σπιτιών, ακόμα και στην απώλεια ανθρώπινων ζωών, όπως με τον τραγικό θάνατο  Του πυροσβέστη πριν 2  Χρόνια στον Απαλο, δίπλα στην Αλεξανδρούπολη  Αν από τις πλημμύρες κινδύνευαν οι νατοϊκές  Αποστολές και ο Χ ο  Έρμος ο λαός τότε τα αντιπλημμυρικά έργα και επιλέξιμα θα ήταν από την Ευρωπαϊκή Ένωση και στις προτεραιότητες των κυβερνήσεων θα  Βρίσκονταν τα ίδια",infrastructure,floods,flood control,-0.4,0.5,0.0,0.25,0.2,0.7,0.0,0.0,"[['apalos', 'location', '1.0'], ['alexandroupolis', 'location', '1.0'], ['flood', 'general', '1.0'], ['livestock', 'general', '0.8'], ['crops', 'general', '0.8'], ['capital', 'location', '1.0'], ['human lives', 'person', '0.8'], ['firefighter', 'person', '0.8'], ['2 years ago', 'time', '0.8'], ['naval vessels', 'organization', '0.8'], ['european union', 'organization', '0.8'], ['governments', 'organization', '0.8']]","[['alexandroupolis', 'location', '0.7'], ['firefighter', 'person', '0.6'], ['apalos', 'location', '0.5'], ['european union', 'organization', '0.8'], ['governments', 'group of people', '0.6']]"
65," We also have a complete lack of fire protection measures.  With the forestry, fire service throughout.  The area to be understaffed.  Without means and resources, with results and crimes.  Huge dimensions in Dadia in Faso recently here in Rodopi on Papikio Oros. "," Έχουμε και με την παντελή έλλειψη μέτρων αντιπυρικής θωράκισης  Με τα δασαρχεία, την πυροσβεστική υπηρεσία σε όλη  Την περιοχή να είναι υποστελεχωμένα  Χωρίς μέσα και πόρους, με αποτέλεσμα και εγκλήματα  Τεραστίων διαστάσεων στη Δαδιά στη Φάσο πρόσφατα εδώ στη Ροδόπη στο Παπίκιο Όρος",other,fire protection,fire protection,-0.6,0.5,0.0,0.85,0.2,0.5,0.0,0.0,"[['dadia', 'location', '0.6'], ['faso', 'location', '0.6'], ['rodopi', 'location', '0.6'], ['papikio oros', 'location', '0.6']]","[['dadia', 'location', '0.8'], ['faso', 'country', '0.8'], ['rodopi', 'location', '0.8'], ['papikio oros', 'location', '0.8']]"
66, An.  Environmental and cultural at the same time.  Crime.  For which they bear the integral. , Ένα  Περιβαλλοντικό και ταυτόχρονα πολιτιστικό  Έγκλημα  Για το οποίο φέρουν ακέραιες τις,other,other,crime,0.0,0.5,0.0,0.4,0.5,0.5,0.0,0.5,[],[]
67," Responsibilities of governments who, among other things, have over time abandoned it to its fate.  Unclean, without firebreaks, without basic supervision.  A fire that raged for over 3 weeks, breaking all records.  After he had finished and the contracts. With the air assets were expired, we're talking.  For the helicopters of an American company.  To which the government is now preparing to hand over.  The former military.  Airport in Amygdalonas, Kavala to reduce. "," Ευθύνες οι κυβερνήσεις που εκτός των άλλων το έχουν εγκαταλείψει διαχρονικά στη μοίρα του  Ακαθαριστο, χωρίς αντιπυρικές ζώνες, χωρίς στοιχειώδη επίβλεψη  Μια πυρκαγιά που μαινόταν για πάνω από 3 εβδομάδες, σπάζοντας όλα τα ρεκόρ  Αφού είχε τελειώσει και οι συμβάσεις Με τα εναέρια μέσα είχαν λήξει, μιλάμε  Για τα ελικόπτερα αμερικανικής εταιρείας  Στην οποία τώρα η κυβέρνηση ετοιμάζεται να παραδώσει  Το πρώην στρατιωτικό  Αεροδρόμιο στον Αμυγδαλεώνα της Καβάλας για να μειώσει",infrastructure,fire protection,wildfire,-0.5,0.1,0.0,0.2,0.5,0.2,0.0,0.0,"[['amygdalonas', 'location', '1.0'], ['kavala', 'location', '1.0'], ['american company', 'organization', '0.8'], ['government', 'organization', '1.0'], ['military', 'organization', '1.0']]","[['governments', 'organization', '0.75'], ['fire', 'location', '0.9'], ['american company', 'organization', '0.6'], ['government', 'organization', '0.8'], ['military', 'group of people', '0.6'], ['amygdalonas', 'location', '0.8'], ['kavala', 'location', '0.7']]"
68," The cost of maintenance, flotation.  In the American monopoly, that is, in the name and.  That of capitalist development.  Which is.  Welcoming regional governor, various mayors, other local would-be caliphs.    The same with the non-existent control. "," Το κόστος συντήρησης, εκδούλευση  Στο αμερικανικό μονοπώλιο, δηλαδή στο όνομα και  Αυτό της καπιταλιστικής ανάπτυξης  Που την  Καλωσορίζουν περιφερειάρχης, διάφοροι δήμαρχοι, άλλοι τοπικοί επίδοξοι χαλίφηδες    Τα ίδια και με τον ανύπαρκτο έλεγχο",other,other,maintenance,0.0,0.5,0.0,0.4,0.2,0.0,0.0,0.0,"[['american', 'location', '0.9'], ['capitalist development', 'organization', '0.8'], ['regional governor', 'person', '0.7'], ['mayors', 'person', '0.7']]","[['american', 'location', '0.75'], ['regional governor', 'person', '0.8'], ['mayors', 'group of people', '0.7']]"
69, All over the road network.  That in just a few years we count two downed.  Bridges.  The one in the middle of.  Central street of Kavala and the others.  In the elegant Rodopi that from. , Σε όλο το οδικό δίκτυο  Που μέσα σε μόλις λίγα χρόνια μετράμε 2 πεσμένες  Γέφυρες  Η μία μάλιστα μέσα σε  Κεντρικό δρόμο της Καβάλας και οι άλλοι  Στο κομψάτο Ροδόπης που από,infrastructure,other,bridge collapse,-0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,"[['kavala', 'location', '0.7'], ['central street', 'location', '0.6'], ['rodopi', 'location', '0.5']]","[['kavala', 'location', '0.6'], ['rodopi', 'location', '0.5']]"
70," We counted no luck, no casualties and.   Finally.  Although we could continue the list up to.  Tomorrow the same. "," Τύχη δεν μετρήσαμε, δεν θρηνήσαμε θύματα και   Τέλος  Αν και θα μπορούσαμε να συνεχίσουμε τη λίστα μέχρι  Αύριο τα ίδια",other,other,counting,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,[],[]
71," And with the fact.  That the region is in the top positions.  Of so-called industrial accidents in reality employer crimes, quarries, marble quarries, industry.  Phosphate fertilizer, other industries the workplaces, construction, roads for them.  Distributors have been turned into places of employer crime.  And they have taken the lives of dozens.  Our fellow workers in the.  Area compañeras and compañeros such lists like this exist in every region exist in every.  Prefecture of our country. "," Και με το γεγονός  Ότι η περιοχή βρίσκεται στις πρώτες θέσεις  Των λεγόμενων εργατικών ατυχημάτων στην πραγματικότητα εργοδοτικών εγκλημάτων, λατομεία, μαρμαράδικα, η βιομηχανία  Φωσφορικών λιπασμάτων, άλλες βιομηχανίες οι χώροι δουλειάς, τις κατασκευές, οι δρόμοι για τους  Διανομείς έχουν μετατραπεί σε χώρους εργοδοτικών εγκλημάτων  Και έχουν στερήσει τη ζωή σε δεκάδες  Εργαζόμενους συνανθρώπους μας στην  Περιοχή συντρόφισσες και σύντροφοι τέτοιες λίστες σαν αυτή υπάρχουν σε κάθε περιφέρεια υπάρχουν σε κάθε  Νομό της χώρας μας",employment,other,industrial accidents,-0.5,0.8,0.0,0.2,0.1,0.5,0.2,0.0,"[['the region', 'location', '1.0'], ['industrial accidents', 'event', '0.8'], ['employer crimes', 'event', '0.9'], ['quarries', 'industry', '0.6'], ['marble quarries', 'industry', '0.5'], ['industry', 'industry', '0.6'], ['phosphate fertilizer', 'industry', '0.5'], ['workplaces', 'location', '0.5'], ['construction', 'industry', '0.6'], ['roads', 'location', '0.5'], ['distributors', 'organization', '0.4'], ['dozens', 'number', '0.6'], ['fellow workers', 'person', '0.6'], ['compañeras', 'person', '0.4'], ['compañeros', 'person', '0.4'], ['lists', 'artifact', '0.5'], ['region', 'location', '1.0'], ['prefecture', 'location', '0.7'], ['country', 'location', '0.6']]",[]
72," That is why we say that the tragedy in Tempe was.  Just the straw that broke the camel's back, especially.  The new generation.  For the life that.  He wants to live. ", Γι αυτό και λέμε ότι η πολύνεκρη τραγωδία στα Τέμπη ήταν  Απλώς η σταγόνα που ξεχείλισε το ποτήρι της οργής ιδιαίτερα  Της νέας γενιάς  Για τη ζωή που  Θέλει να ζήσει,other,youth,tragedy,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,"[['tempe', 'location', '0.8']]","[['tempe', 'location', '0.9'], ['new generation', 'group of people', '0.7']]"
73, And the.  It prevents this rotten.  System this corrupt.  Authority.  That only counts. , Και την  Εμποδίζει αυτό το σάπιο  Σύστημα αυτή η διεφθαρμένη  Εξουσία  Που μετράει μόνο,corruption,corruption,corruption/authority,-0.7,1.0,0.0,0.7,0.9,1.0,0.0,0.3,[],[]
74, Profits and losses for this and the.  A real dilemma for the people and youth.  In front of and in the.  Upcoming elections are completely. , Κέρδη και ζημιές γι αυτό και το  Πραγματικό δίλημμα για το λαό και τη νεολαία  Μπροστά και στις  Επικείμενες εκλογές είναι εντελώς,elections,election spending,elections,0.0,0.5,0.0,0.2,0.5,0.5,0.0,0.0,[],[]
75, Different from the dilemmas.  That put and the government of the New Republic.  But the other.  Parties.  SYRIZA the PASOK other people have an interest.  Be. , Διαφορετικό από τα διλήμματα  Που θέτουν και η κυβέρνηση της Νέας Δημοκρατίας  Αλλά και τα άλλα  Κόμματα  Ο ΣΥΡΙΖΑ το ΠΑΣΟΚ άλλη ο λαός έχει συμφέρον  Να είναι,political parties,other,greek politics,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,"[['new republic', 'organization', '0.60'], ['syriza', 'organization', '0.75'], ['pasok', 'organization', '0.70']]","[['new republic', 'organization', '0.8'], ['syriza', 'political party', '0.6'], ['pasok', 'political party', '0.6']]"
76," Weak all these bourgeois parties, all these parties that have ruled anyway until today.  Whichever of these parties participate in the next unpopular.  Government whichever.  Colour and if it has.  She blue.  The new democracy, pink.  Of SYRIZA.  Green of PASOK. "," Αδύναμα όλα αυτά τα αστικά κόμματα, όλα αυτά που κυβέρνησαν έτσι κι αλλιώς μέχρι σήμερα  Όποια κόμματα από αυτά και αν συμμετέχουν στην επόμενη αντιλαϊκή  Κυβέρνηση όποιο  Χρώμα και αν έχει  Αυτή γαλάζιο  Της νέας δημοκρατίας, ροζ  Του ΣΥΡΙΖΑ  Πράσινο του ΠΑΣΟΚ",political parties,populism,political parties,-0.5,1.0,1.0,0.6,0.6,0.9,1.0,0.3,"[['bourgeois parties', 'organization', '0.86'], ['government', 'organization', '0.61'], ['colour', 'organization', '0.24'], ['syriza', 'organization', '0.88'], ['pasok', 'organization', '0.85']]","[['bourgeois parties', 'organization', '0.85'], ['syriza', 'political party', '0.9'], ['pasok', 'political party', '0.75']]"
77," Or others all of them.  It is committed to.  So-called liberalisation and privatisation.  Critical sectors.  For human life.  Such as.  Energy, transport, railways tackle the energy, transport, railways.  Them as a field of profitability.  And just running them with.  Cost benefit terms will not. "," Ή άλλους όλοι τους  Είναι δεσμευμένη στη  Λεγόμενη απελευθέρωση και ιδιωτικοποίηση  Κρίσιμων τομέων  Για την ανθρώπινη ζωή  Όπως  Η ενέργεια, οι μεταφορές, οι σιδηρόδρομοι την αντιμετώπισή  Τους ως πεδίο κερδοφορίας  Και μόνο τη λειτουργία τους με  Όρους κόστους οφέλους δεν θα",privatization,other,privatisation,-0.2,0.8,0.1,0.6,0.5,0.8,0.5,0.2,"[['liberalisation', 'org', '0.6'], ['privatisation', 'org', '0.6'], ['energy', 'org', '0.4'], ['transport', 'org', '0.4'], ['railways', 'org', '0.4']]",[]
78, We are tired of saying it even when they belong to the state and are committed to NATO's imperialist war plans.  The European Union.  The United States of America in competition. , Κουραστούμε να το λέμε ακόμα και όταν ανήκουν στο κράτος είναι δεσμευμένοι στα πολεμικά ιμπεριαλιστικά σχέδια του ΝΑΤΟ  Της Ευρωπαϊκής Ένωσης  Των Ηνωμένων Πολιτειών Αμερικής στον ανταγωνισμό,external affairs,other,international relations,-0.4,1.0,1.0,0.6,0.6,0.8,0.0,0.1,"[['european union', 'organization', '100%'], ['united states of america', 'country', '100%'], ['nato', 'organization', '100%']]","[['european union', 'organization', '1.0'], ['united states of america', 'country', '1.0'], ['nato', 'organization', '0.5']]"
79," Them with Russia.  They all agree on Greece's continued participation in the war in Ukraine, even with the.  Sending staff from the.  Armed forces beyond the.  Sending arms to the regime.  Zelenski. "," Τους με τη Ρωσία  Συμφωνούν όλοι στην παραπέρα συμμετοχή της Ελλάδας στον πόλεμο της Ουκρανίας, ακόμα και με την  Αποστολή προσωπικού από τις  Ένοπλες δυνάμεις πέρα από την  Αποστολή οπλισμού στο καθεστώς  Ζελένσκι",external affairs,other,ukraine's involvement,0.0,0.5,0.5,0.3,0.8,0.5,0.0,0.5,"[['russia', 'geopolitical entity', '0.92'], ['greece', 'geopolitical entity', '0.87'], ['ukraine', 'geopolitical entity', '0.96'], ['armed forces', 'organization', '0.67'], ['regime', 'organization', '0.53'], ['zelenski', 'person', '0.79']]","[['russia', 'country', '0.90'], ['greece', 'country', '0.85'], ['ukraine', 'country', '0.85'], ['armed forces', 'organization', '0.75'], ['zelenski', 'person', '0.70']]"
80," It is bound to the interests of the funds of the crows of the banks, from now on a great pogrom is launched against.  In the houses on the property of the people, based on.  The laws and the new democracy.  Both PASOK and SYRIZA. "," Είναι δεσμευμένη στα συμφέροντα των funds των κορακιών των τραπεζών από τώρα δρομολογείται μεγάλο πογκρόμ ενάντια  Στα σπίτια στην περιουσία του λαού, με βάση  Τους νόμους και της νέας δημοκρατίας  Και του ΠΑΣΟΚ και του ΣΥΡΙΖΑ",political parties,bank bailouts,banking industry,-0.5,0.5,0.0,0.8,0.8,0.8,0.0,0.3,"[['pasok', 'org', '0.5'], ['syriza', 'org', '0.5']]","[['pasok', 'political party', '0.8'], ['syriza', 'political party', '0.8']]"
81, The battle.  This has already started and any.  People's family manages to.  Keep her home she manages. , Η μάχη  Αυτή έχει ήδη ξεκινήσει και όποια  Λαϊκή οικογένεια καταφέρνει να  Κρατήσει το σπίτι της το καταφέρνει,other,other,battle,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,"[['the battle', 'organization', '0.7'], ['people', 'person', '0.5']]",[]
