id,text,text_el,topic,topic-other-context,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
26," For example, in health, they continued the disintegration of any notion of public character, they continued the cuts and privatisation, they condemned the people in the pandemic to be unprotected by the narrative of individual responsibility in a state that gave extra money.  To the various crows of the big business groups of private health care.  Here in Serres the people lived and live it with the great shortages in the hospital with the delay of surgeries, because there were no basic specialties with staffing without the necessary training of staff in meth and our units of increased care with this tragic situation.  We have reached today that doctors of other specialties are on call, Why are no permanent staff recruited and the staff remains exhausted from on-call duties even now.  The ambulance and the health centers of the county have serious shortages of staff and we have arrived for example, there are not many reasons when cancer is reaping there are no welfare and support units for the elderly anywhere in a county that is aging and younger people take over the medical care of the elderly.  At the same time, however, major investments are planned in the private health sector. "," Για παράδειγμα, στην υγεία συνέχισαν τη διαλυτική πορεία κάθε έννοιας δημόσιου χαρακτήρα, συνέχισαν τις περικοπές και την ιδιωτικοποίηση, καταδίκασαν μέσα στην πανδημία τον λαό να βρίσκεται απροστάτευτος με το αφήγημα της ατομικής ευθύνης σε ένα κράτος που έδινε επιπλέον χρήμα  Στα διάφορα κοράκια των μεγάλων επιχειρηματικών ομίλων της ιδιωτικής υγείας  Εδώ στις Σέρρες το έζησε και το ζει ο λαός με τις μεγάλες ελλείψεις στο νοσοκομείο με την καθυστέρηση χειρουργείων, γιατί δεν υπήρχαν βασικές ειδικότητες με τη στελέχωση χωρίς την αναγκαία εκπαίδευση προσωπικού σε μεθ και μας μονάδες αυξημένης φροντίδας μ αυτή την τραγική κατάσταση  Φτάσαμε σήμερα να κάνουν εφημερίες σε ειδικότητες γιατροί άλλων ειδικοτήτων, Γιατί δεν γίνονται προσλήψεις μόνιμου προσωπικού να παραμένει το προσωπικό Εξαντλημένο από τις εφημερίες ακόμη και τώρα  Το ΕΚΑΒ και τα κέντρα υγείας του νομού να έχουν σοβαρές ελλείψεις σε προσωπικό και φτάσαμε για παράδειγμα, να μην υπάρχουν πολλοί λόγοι όταν ο καρκίνος θερίζει να μην υπάρχουν πουθενά μονάδες πρόνοιας και υποστήριξης των ηλικιωμένων σε ένα νομό που γερνάει και οι νεότεροι αναλαμβάνουν τη γιατροπορέψει των ηλικιωμένων  Την ίδια ώρα όμως, σχεδιάζονται μεγάλες επενδύσεις στο χώρο της ιδιωτικής υγείας",health,health,privatization of healthcare,healthcare privatization,-0.8,0.9,0.5,0.7,0.6,0.9,0.5,0.1,"[['serres', 'location', '1.0']]","[['serres', 'location', '0.9'], ['public character', 'organization', '0.7'], ['pandemic', 'organization', '0.5'], ['private health care', 'organization', '0.7'], ['hospital', 'organization', '0.8'], ['meth', 'organization', '0.5'], ['cancer', 'organization', '0.6'], ['elderly', 'group of people', '0.7'], ['county', 'location', '0.8'], ['private health sector', 'organization', '0.7']]"
27," From various groups that have seen this dissolution of the public system as an opportunity to make a profit on the people and here in Serres.    Or what to say about education, where parents, teachers, students lived through a tragic event, a crime that preceded the death of the young student in Tempe.  The result of a criminal policy that has identified schools, students, teachers at the mercy of the degradation of the underfunding of various irresponsible responsible agents of the municipalities and ministries of deficiencies, even in basic rules of protection and security.  What could be simpler than not doing work on a burner on a school day and time. "," Από διάφορους ομίλους που έχουν δει σαν ευκαιρία την διάλυση αυτή του δημόσιου συστήματος για να κερδοφορήσουν πάνω στο λαό και εδώ στις Σέρρες    Ή τι να πούμε για την παιδεία, όπου οι γονείς, οι εκπαιδευτικοί, οι μαθητές έζησαν μέσα από ένα τραγικό γεγονός ένα έγκλημα που προηγήθηκε των Τεμπών με το θάνατο του μικρού μαθητή  Το αποτέλεσμα μιας εγκληματικής πολιτικής που έχει ταυτιστεί σχολεία, μαθητές, εκπαιδευτικούς στο έλεος της υποβάθμισης της υποχρηματοδότησης των διαφόρων ανεύθυνο υπεύθυνων παραγόντων Των δήμων και των υπουργείων των ελλείψεων, ακόμα και σε στοιχειώδεις κανόνες προστασίας και ασφάλειας  Τι πιο απλό να μη γίνονταν εργασίες σε καυστήρα σε μέρα και ώρα λειτουργίας του σχολείου",education,education,higher education,education,-0.71,0.95,0.0,0.35,0.2,0.5,0.0,0.0,"[['serres', 'location', '1.0'], ['tempe', 'location', '1.0']]","[['serres', 'location', '1.0'], ['tempe', 'location', '1.0']]"
28,"  The new Republic, the government, as it is sold of the allegedly great reforms and in the agricultural sector, so the farmers of the new zichsta erased term of Amphipolis of Emmanuel Pappas to see their livelihood to be destroyed.  They are still waiting for compensation from the disastrous floods and the non-existent flood protection works that are now starting some of them with a delay.  But they can not meet the great needs, while the cattle farmers were forced to slaughter their herds because they can not afford the cost of production and the beekeepers to abandon their activity altogether and these in a prefecture that has comparative advantages, because it has geothermal energy a fertile plain, while in the past it had a building infrastructure.  Which could give real relief to the rural income, as was for example the sugar factory, but these advantages are constantly destroyed or under the dictates of course of the hot European Union to exercise powerful groups in other countries, as for example happened in sugar, which led to the cessation of techno cultivation in the region.  Whether others are handed over to entrepreneurs such as geothermal energy, instead of being used to meet the social needs of the people, is typical.  That we're in a county that's going through. ","  Η νέα Δημοκρατία, η κυβέρνηση, όπως πλασάρεται των δήθεν μεγάλων μεταρρυθμίσεων και στον αγροτικό τομέα, με αποτέλεσμα οι αγρότες της νέας ζίχνης σβηστά θητείας της Αμφίπολης του Εμμανουήλ Παππά να βλέπουν το βιος τους να καταστρέφεται  Ακόμα περιμένουν τις αποζημιώσεις από τις καταστροφικές πλημμύρες και τα ανύπαρκτα αντιπλημμυρικά έργα που ορισμένα τώρα ξεκινούν κάποια με καθυστέρηση  Αλλά δεν μπορούν να καλύψουν τις μεγάλες ανάγκες, ενώ οι κτηνοτρόφοι αναγκάστηκαν να σφάξουν τα κοπάδια τους γιατί δεν αντέχουν στο κόστος της παραγωγής και οι μελισσοκόμοι να εγκαταλείπουν συνολικά τη δραστηριότητά τους και αυτά σε ένα νομό που έχει συγκριτικά πλεονεκτήματα, γιατί διαθέτει γεωθερμία έναν εύφορο κάμπο, ενώ στο παρελθόν διέθετε και οικοδόμος υποδομές  Που μπορούσαν να δώσουν πραγματική ανακούφιση στο αγροτικό εισόδημα, όπως ήταν για παράδειγμα του εργοστασίου ζάχαρης, όμως αυτά τα πλεονεκτήματα συνεχώς καταστρέφουν ή κάτω από τις επιταγές βέβαια της καυτής Ευρωπαϊκής Ένωσης για να ασκήσει ριχτούν ισχυροί όμιλοι σε άλλες χώρες, όπως για παράδειγμα συνέβη στη ζάχαρη, γεγονός που οδήγησε και στην παύση της τεχνο καλλιέργειας στην περιοχή  Είτε άλλα παραδίδονται σε επιχειρηματίες όπως η γεωθερμία, αντί να αξιοποιηθούν για την κάλυψη κοινωνικών λαϊκών αναγκών, είναι χαρακτηριστικό  Πως βρισκόμαστε σε ένα νομό που περνάει",agricultural policy,other,floods,agricultural sector,-0.8,0.8,0.0,0.76,0.5,0.8,0.1,0.1,"[['new republic', 'organization', '1.0'], ['government', 'organization', '1.0'], ['amphipolis', 'location', '0.9'], ['emmanuel pappas', 'person', '0.9']]","[['new republic', 'organization', '0.5'], ['government', 'group of people', '1.0'], ['amphipolis', 'location', '1.0'], ['emmanuel pappas', 'person', '1.0'], ['cattle farmers', 'group of people', '1.0'], ['beekeepers', 'group of people', '1.0'], ['prefecture', 'location', '0.5'], ['sugar factory', 'organization', '1.0'], ['european union', 'organization', '1.0'], ['entrepreneurs', 'group of people', '0.5'], ['county', 'location', '1.0']]"
29,"  The unknown that the case and its slopes are filled or are about to be filled by wind turbines from photovoltaic parks with significant impact on the environment, especially in the creation of flooding phenomena.  In the northern part of the prefecture, which is part of the Natura, it is a natural barrier to the development of such phenomena.  And yet in this law people are left unprotected from the cold.  They are energy poor, because they cannot with their meager income warm themselves with these energy prices.  It is a challenge to plunder the forests and mountains of our country for profit.  Something the big groups of green energy and at the same time this energy is paid for by the Greek people. ","  Ο άγνωστα που η υπόθεση και οι πλαγιές του γεμίζουν ή ετοιμάζονται να γεμίσουν από αιολικά από φωτοβολταϊκά πάρκα με σημαντικές επιπτώσεις και στο περιβάλλον, ιδιαίτερα στη δημιουργία πλημμυρικών φαινομένων μάλιστα  Στο βόρειο κομμάτι του νομού, που αποτελεί τμήμα νατουρα, συνιστά φυσικό εμπόδιο στην ανάπτυξη τέτοιων φαινομένων  Και όμως σε αυτό το νόμο ο κόσμος μένει απροστάτευτος από το κρύο  Είναι ενεργειακά πάμφτωχους, γιατί δεν μπορεί με το πενιχρό εισόδημα που διαθέτει να ζεσταθεί με αυτές τις τιμές στην ενέργεια  Είναι πρόκληση να λεηλατούνται τα δάση και τα βουνά της πατρίδας μας για να σκάνε στα κέρδη  Κάτι οι μεγάλοι όμιλοι της πράσινης ενέργειας και την ίδια ώρα αυτή η ενέργεια να τη χρυσοπληρώνει ο ελληνικός λαός",environment,other,wind energy,wind turbines,-0.75,0.9,0.5,0.7,0.4,0.75,0.0,0.4,"[['natura', 'organization', '1.0'], ['greek', 'nationality', '1.0']]","[['natura', 'organization', '1.0'], ['greek', 'group of people', '1.0']]"
30," This path of development served by the new democracy, but also by SYRIZA for Paso.  Anyway, the rest of them closed the door to thousands of young men and women of the prefecture of Serres and led them, lead them to economic migration, put them in the same position in which their grandparents found themselves 60 years ago with that great wave of migration.  that our country experienced after the war, this road leads the prefecture of Serres to the largest population decline in this decade and the rapid fall in per capita income.  Both with the new democracy and with SYRIZA.  Our county is languishing in some municipalities. "," Αυτός ο δρόμος ανάπτυξης που υπηρετεί η νέα δημοκρατία, αλλά και ο ΣΥΡΙΖΑ για το Πάσο  Οι υπόλοιποι τέλος πάντων έκλεισαν την πόρτα σε χιλιάδες νέους και νέες του νομού Σερρών και τους οδήγησαν, τους οδηγούν στην οικονομική μετανάστευση, τους έβαλαν στην ίδια θέση στην οποία βρέθηκαν οι παππούδες τους πριν 60 και βάλε χρόνια με εκείνο το μεγάλο κύμα μετανάστευσης  που γνώρισε η χώρα μας μεταπολεμικά αυτός ο δρόμος οδηγεί το νομό Σερρών στη μεγαλύτερη μείωση πληθυσμού σε αυτή τη δεκαετία και στη ραγδαία πτώση του κατά κεφαλήν εισοδήματος  Τόσο με τη νέα δημοκρατία όσο και με τον ΣΥΡΙΖΑ  Ο νομός μας μαραζώνει σε ορισμένους δήμους",employment,employment,youth,population decline,-0.5,0.4,0.1,0.2,0.1,0.2,0.0,0.0,"[['syriza', 'organization', '0.6'], ['paso', 'organization', '0.5'], ['serres', 'location', '0.9']]","[['new democracy', 'political party', '0.95'], ['syriza', 'political party', '0.95'], ['paso', 'organization', '0.80'], ['serres', 'location', '0.90'], ['country', 'country', '0.80'], ['60 years ago', 'date', '0.70'], ['after the war', 'date', '0.70'], ['decade', 'date', '0.60']]"
31," In fact, the population fell by a third in this decade.  Soon the villages will be deserted.  All the villages that are already deserted, but the towns will also be deserted. "," Μάλιστα ο πληθυσμός μειώθηκε κατά το εν τρίτον σε αυτή τη δεκαετία  Σε λίγο θα ερημώσουν τα χωριά  Όλα τα χωριά που ήδη είναι ερημωμένα, αλλά θα ερημώσουν και οι κωμοπόλεις",other,other,other,population decline,-0.9,0.9,0.0,0.2,0.0,0.0,0.0,0.0,[],[]
32," How can a young man, a young woman, live in truth when the cost of production, the taxes on farmers are loops that are tightening around their necks?  How to live for a young worker who arrived to emigrate to Bulgaria and work there for a good wage, when there is unemployment.  Here the tissues are in the trough very low. "," Πώς να ζήσει αλήθεια ένας νέος, μια νέα, όταν το κόστος παραγωγής, η φορολογία στους αγρότες είναι θηλιές που σφίγγουν στο λαιμό τους  Πώς να ζήσει ένας νέος εργάτης που έφτασε να μεταναστεύει στην Βουλγαρία και να δουλεύει εκεί για ένα καλό μεροκάματο, όταν υπάρχει ανεργία  Εδώ οι ιστοί είναι στα τάρταρα πολύ χαμηλή",employment,employment,employment,youth struggle,-0.8,0.4,0.0,0.2,0.0,0.8,0.2,0.0,"[['bulgaria', 'location', '0.7']]","[['bulgaria', 'location', '0.8'], ['unemployment', 'group of people', '0.6']]"
33," How can a young person live in a region when there is no serious infrastructure in culture, in sport, when all this is put in the balance for profit?  Then the capitalist development grows, the obstacles grow, the difficulties for a young man, a young woman to live in this beautiful and otherwise very rich place, the difficulties to have a family, to have the necessary infrastructure to support his family, his social life.  These problems that you are experiencing. "," Πώς να ζήσει ένας νέος σε μια περιοχή όταν δεν υπάρχουν σοβαρές υποδομές στον πολιτισμό, στον αθλητισμό, όταν όλα αυτά μπαίνουν στο ζύγι του κέρδους  Τότε η καπιταλιστική ανάπτυξη μεγαλώνει, τα εμπόδια μεγαλώνει τις δυσκολίες για να μπορεί να ζήσει ένας νέος, μια νέα στον πανέμορφο αυτό και κατά τα άλλα πολύ πλούσιο τόπο δυσκολίες για να κάνει οικογένεια να έχει απαραίτητες υποδομές, για να στηρίξει την οικογενειακή, την κοινωνική του ζωή  Αυτά τα προβλήματα που τα ζείτε",infrastructure,infrastructure,other,infrastructure,-0.8,0.4,0.0,0.1,0.0,0.4,0.2,0.0,[],"[['young person', 'person', '1.0'], ['capitalist development', 'organization', '1.0'], ['young man', 'person', '1.0'], ['young woman', 'person', '1.0']]"
34," Millions of workers are also living them.  Millions of thousands of self-employed farmers and professionals across the country have the stamp, but all of this and the current and previous governments, as well as the stamp has the stamp of accuracy, low pensions plundered by the unstoppable, increases in all commodities.  Friends, compañeras and compañeros. "," Τα ζουν άλλωστε και εκατομμύρια εργαζόμενοι  Εκατομμύρια χιλιάδες αγρότες αυτοαπασχολούμενοι επαγγελματίες σε όλη τη χώρα έχουν τη σφραγίδα, όμως όλα αυτά και της σημερινής και των προηγούμενων κυβερνήσεων, όπως τη σφραγίδα τους έχει και η ακρίβεια, Οι χαμηλές συντάξεις που λεηλατούνται από τις ασταμάτητες, αυξήσεις σε όλα τα εμπορεύματα  Φίλες και φίλοι, συντρόφισσες και σύντροφοι",economy,economy,inflation,pensions,0.0,0.8,0.0,0.3,0.2,0.5,0.0,0.0,[],"[['(millions of) workers', 'group of people', '1.0'], ['(millions of thousands of) self-employed farmers and professionals', 'group of people', '1.0'], ['(current and previous) governments', 'organization', '1.0'], ['(stamp)', 'organization', '0.67'], ['(low) pensions', 'organization', '0.33'], ['(all) commodities', 'organization', '0.33'], ['(friends)', 'group of people', '1.0'], ['(compañeras y compañeros)', 'group of people', '1.0']]"
35," The government of the New Democracy is indeed worse than the previous government of SYRIZA.  Like SYRIZA's, it was worse than the previous government of New Democracy and PASOK, from whom it took over.  And so it goes on and on, one worse than the other, because it is getting worse and worse for the working class, for our people, this rotten system.  All these will.  Gall for. "," Η κυβέρνηση της Νέας Δημοκρατίας είναι όντως χειρότερη από την προηγούμενη κυβέρνηση του ΣΥΡΙΖΑ  Όπως και αυτή του ΣΥΡΙΖΑ, ήταν χειρότερη από την προηγούμενη κυβέρνηση της Νέας Δημοκρατίας και του ΠΑΣΟΚ, από τους οποίους πήρε τη σκυτάλη  Και έτσι πάει λέγοντας η μιά χειρότερη από την άλλη, γιατί όλο και χειρότερο γίνεται για την εργατική τάξη για το λαό μας αυτό το σάπιο σύστημα  Όλες αυτές θα  Gall για",criticism,other,working class,government,-0.5,1.0,0.5,0.5,0.8,0.8,0.0,0.0,"[['new democracy', 'org', '0.85'], ['syriza', 'org', '0.8'], ['pasok', 'org', '0.6']]","[['new democracy', 'organization', '0.8'], ['syriza', 'political party', '0.8'], ['new democracy', 'organization', '0.7'], ['pasok', 'political party', '0.5']]"
36," All these years the governance of the new Republic has had a divine gift.  We would say, you had an opposition like SYRIZA that voted for half of its bills and a PASOK that voted for 70% of these bills of New Democracy.  So it had an opposition that you don't exactly call it an opposition, because you'd be doing it an injustice.  How can one characterize the we'll account after remembering where SYRIZA is in Pallini A letting the new democracy continue to dismantle the public health system and strengthen in 1000 two ways, the private sector.    How can one characterize the attitude towards anti-worker laws, when in the most emblematic law, that of Hadjidakis, SYRIZA voted for the half of the man, thus legitimizing all the anti-worker content of the law?   Also, how can one forget his attitude towards the new framework law on universities, which he may have voted against in Parliament, but his members, his organisations all over Greece, are still leading the way in its implementation, and nominating candidates to these notorious councils that are one of the key elements of the business operation of the university that this reactionary law passed, not to mention its attitude towards the struggles to put obstacles in the way of the New Democracy government's policy.  Did anyone see him anywhere, either here in Serres, but all over Greece, did anyone see PASOK, whose members in the trade union movement here, for example, in the Labour Centre, up to now. "," Όλα αυτά τα χρόνια η διακυβέρνηση της νέας Δημοκρατίας είχε και ένα θείο δώρο  Θα λέγαμε, είχε μια αξιωματική αντιπολίτευση όπως ήταν αυτή του ΣΥΡΙΖΑ που ψήφισε τα μισά νομοσχέδια της και ένα ΠΑΣΟΚ που ψήφισε το 70% αυτών των νομοσχεδίων της Νέας Δημοκρατίας  Είχε δηλαδή μια αντιπολίτευση που δεν τη λες και ακριβώς αντιπολίτευση, γιατί θα την αδικήσεις  Πώς μπορεί να χαρακτηρίσει κάποιος το θα λογαριαστούμε μετά το θυμάστε πού είναι ο ΣΥΡΙΖΑ στην Παλλήνη Α αφήνοντας τη νέα δημοκρατία να συνεχίζει να διαλύει το δημόσιο σύστημα υγείας και να ενισχύει με 1000 δυο τρόπους, τον ιδιωτικό τομέα    Πώς να χαρακτηρίσει κανείς τη στάση απέναντι στους αντεργατικούς νόμους, όταν στον πιο εμβληματικό νόμο αυτόν του χατζιδάκι ψήφισε Τα μισά του ανθρώπου ΣΥΡΙΖΑ, νομιμοποιώντας έτσι όλο αυτό το αντεργατικό περιεχόμενο που είχε ο νόμος   Επίσης, πώς να ξεχάσει κανείς τη στάση του απέναντι στο νέο νόμο πλαίσιο στα πανεπιστήμια που μπορεί, προσέξτε, να τον καταψήφισε μέσα στη Βουλή, όμως τα στελέχη του, οι οργανώσεις του ανά την Ελλάδα, πρωτοστατούν και σήμερα στην εφαρμογή του, θέτοντας και υποψηφιότητες σε αυτά τα περιβόητα συμβούλια που είναι ένα από τα βασικά στοιχεία της επιχειρηματικής λειτουργίας του πανεπιστημίου που ψήφισε αυτός ο αντιδραστικός νόμος Για να μην αναφερθούμε στη στάση του απέναντι στους αγώνες για να μπουν εμπόδια στην πολιτική της κυβέρνησης της Νέας Δημοκρατίας  Τον είδε κανείς πουθενά, είτε εδώ στις Σέρρες, αλλά και σε όλη την Ελλάδα είδε κανείς το ΠΑΣΟΚ που τα στελέχη του στο συνδικαλιστικό κίνημα εδώ, για παράδειγμα, στο Εργατικό κέντρο μέχρι τώρα",other,other,other,greek politics,-0.8,0.8,0.8,0.6,0.7,0.4,0.0,0.1,"[['republic', 'organization', '0.9'], ['syriza', 'organization', '0.9'], ['pasok', 'organization', '0.9'], ['new democracy', 'organization', '0.9'], ['pallini a', 'location', '0.5'], ['hadzidakis', 'person', '0.5'], ['greece', 'location', '0.9'], ['parliament', 'organization', '0.5'], ['university', 'organization', '0.9'], ['labour centre', 'organization', '0.5']]","[['pasok', 'political party', '0.8'], ['syriza', 'political party', '0.8'], ['new democracy', 'political party', '0.8'], ['greece', 'country', '0.8'], ['pallini a', 'location', '0.5'], ['parliament', 'location', '0.5'], ['serres', 'location', '0.5'], ['labour centre', 'organization', '0.5'], ['university', 'organization', '0.5']]"
37," They had not taken a decision and had not supported any mobilization for the crimes in Tempe.  Think about who the Mitsotakis government had as a real opponent against the attack that SYRIZA, KINAL and the Greek solution unleashed on the people for so many years on day 25.  What was the force that exposed the unacceptable government propaganda on individual responsibility.  Which highlighted the huge gaps in the health system.  Who in law here fought a real battle for the health of the people was it not the communists and communists through their unions in the hospital, in their associations elsewhere who stood in the front line with the slogan under the mask we have a voice, it was not Mr.  E Y who broke the terror and quarantine bans with that historic gathering.  At Syntagma, on the first of May will. "," Δεν είχαν πάρει απόφαση και δεν είχαν στηρίξει καμιά κινητοποίηση για τα έγκλημα στα Τέμπη  Σκεφτείτε ποιον είχε πραγματικό αντίπαλο η κυβέρνηση του Μητσοτάκη απέναντι στην επίθεση που εξαπέλυσε τόσα χρόνια στο λαό το ΣΥΡΙΖΑ, το ΚΙΝΑΛ και την ελληνική λύση το μέρα 25  Ποια ήταν η δύναμη που αποκάλυψε την απαράδεκτη κυβερνητική προπαγάνδα περί ατομικής ευθύνης  Που ανέδειξε τα τεράστια κενά στο σύστημα υγείας  Ποιος στο νόμο εδώ έδωσε μάχη πραγματική για την υγεία του λαού δεν ήταν οι κομμουνιστές και οι κομμουνίστριες μέσα από τα σωματεία τους στο νοσοκομείο, στους συλλόγους τους αλλού που στάθηκαν στην πρώτη γραμμή με το σύνθημα κάτω από τη μάσκα έχουμε φωνή, δεν ήταν το κ κ  Ε Υ που έσπαγε την τρομοκρατία και τις απαγορεύσεις της καραντίνας με την ιστορική εκείνη συγκέντρωση  Στο Σύνταγμα, την πρώτη Μάη θα",health,health,other,government response to crimes in tempe,0.0,0.1,0.0,0.2,0.4,0.4,0.0,0.0,"[['mitsotakis government', 'org', '0.8'], ['syriza', 'org', '0.9'], ['kinal', 'org', '0.9'], ['greek solution', 'misc', '0.7'], ['tempe', 'loc', '0.5'], ['communists', 'misc', '0.7'], ['e y', 'per', '0.5'], ['syntagma', 'loc', '0.6'], ['may', 'misc', '0.4']]","[['mitsotakis government', 'organization', '0.8'], ['syriza', 'political party', '1.0'], ['kinal', 'political party', '1.0'], ['greek solution', 'organization', '0.7'], ['tempe', 'location', '1.0'], ['communists', 'group of people', '0.8'], ['e y', 'person', '0.6'], ['syntagma', 'location', '1.0'], ['first of may', 'date', '1.0.']]"
38," Giving November to the Polytechnic, then a Disciplining the laws of repressive intensity, it was not the class forces, the pioneer militants, the communists who declared the first strike in Europe in those black conditions.  And all because Mr. Mr.  During all these years of the New Democracy government, it has done what it promised to the people.  He was at the forefront of the working people's opposition and struggle, he managed with his forces to develop important working people's struggles that today inspire workers of all sectors, such as in LARCO, in the piers of the world, in efood and so he continues everywhere.  The KKE proved and proves what the people will save the people with every KKE possible.  Because when the government of the New Democracy discovered as the only means of protection in the fires, not the fire-fighting means, not the prevention measures, not the.  What about getting firefighters to staff other infrastructure to build, but the 112 people were the people and Mr. E fighting along with the firefighters to build firebreaks, to stop the devastation.  The people were fighting to save themselves, because when the government of the New Democracy was also loosening its hands, let it grow.  In order to attack labour rights with the Hatzidakis law, SYRIZA and the other parties said that strikes are not going to do anything.  The communists were also the pioneer workers who managed to prevent the application of this law, to freeze it in practice by their struggle, saving themselves.  Because when the government, the state and the crows like the crows of New Democracy were preparing to plunder the homes of the people, the MPs who, together with the struggling people, stopped and continue to stop the auctions, the confiscations, the evictions. After all, friends and comrades, no bourgeois government, no government that swears allegiance to big capital, to the European Union, to NATO, is going to save the people.  The Mr. Mr. "," Δίνοντας το Νοέμβρη στο Πολυτεχνείο, τότε α Πειθαρχώντας στους νόμους της έντασης της καταστολής, δεν ήταν οι ταξικές δυνάμεις, οι πρωτοπόροι αγωνιστές, οι κομμουνιστές που κήρυξαν την πρώτη απεργία στην Ευρώπη σε εκείνες τις μαύρες συνθήκες  Και όλα αυτά γιατί το κ κ  Ε  όλα αυτά τα χρόνια της διακυβέρνησης της Νέας Δημοκρατίας έκανε πράξη αυτό που υποσχέθηκε στον λαό  Ήταν στην πρώτη γραμμή της εργατικής λαϊκής αντιπολίτευσης και πάλης κατάφερε με τις δυνάμεις του να αναπτυχθούν σημαντικοί εργατικοί λαϊκοί αγώνες που σήμερα εμπνέουν τους εργαζόμενους όλων των κλάδων, όπως στη ΛΑΡΚΟ, στις προβλήτες της κόσκο, στην efood και έτσι συνχίζει παντού  Το ΚΚΕ απέδειξε και αποδεικνύει τι θα πει ο λαός σώζει το λαό με κάθε ΚΚΕ δυνατό  Γιατί όταν η κυβέρνηση της Νέας Δημοκρατίας ανακάλυψε ως μοναδικό μέσο προστασίας μέσα στις πυρκαγιές, όχι τα μέσα πυρόσβεσης, όχι τα μέτρα πρόληψης, όχι την  Τι το να πάρει προσωπικό ο πυροσβέστες για άλλες υποδομές να φτιάξει, αλλά το 112 ο λαός ήταν και το κ κ Ε  που πάλευε μαζί με τους πυροσβέστες να φτιάξει αντιπυρικές ζώνες, να σταματήσει τον όλεθρο  Ο λαός πάλευε για να σώσει δηλαδή τον εαυτό του, γιατί όταν επίσης η κυβέρνηση της Νέας Δημοκρατίας έλυνε τα χέρια της μεγαλώσει ας  Για να χτυπηθούν τα εργασιακά δικαιώματα με το νόμο Χατζηδάκη και ο ΣΥΡΙΖΑ και τα άλλα κόμματα έλεγαν ότι με τις απεργίες δεν γίνεται και τίποτα  Οι κομμουνιστές ήταν και οι πρωτοπόροι εργάτες που κατάφεραν να εμποδίσουν την εφαρμογή αυτού του νόμου να τον παγώσουν στην πράξη με τον αγώνα τους σώζοντας οι ίδιοι τον εαυτό τους  Γιατί όταν η κυβέρνηση, το κράτος και τα κοράκια σαν τους πατσίδες της Νέας Δημοκρατίας, ετοιμάζονταν να λεηλατήσουν τα σπίτια του κοσμάκη οι βουλευτές που κ κ Έ μαζί με τον αγωνιζόμενο λαό σταματούσαν και συνεχίζουν να σταματούν τους πλειστηριασμούς, τις κατασχέσεις, τις εξώσεις Άλλωστε φίλοι και σύντροφοι καμιά αστική κυβέρνηση από αυτές καμιά κυβέρνηση που ορκίζεται πίστη στο μεγάλο κεφάλαιο στην Ευρωπαϊκή Ένωση, στο ΝΑΤΟ, δεν πρόκειται να σώσει το λαό  Το κ κ",political parties,democracy,workers' rights,working class struggles,0.0,0.9,0.9,0.7,0.7,0.9,0.0,0.0,"[['november', 'date', 'n/a'], ['polytechnic', 'organization', 'n/a'], ['europe', 'location', 'n/a'], ['new democracy', 'organization', 'n/a'], ['larco', 'organization', 'n/a'], ['efood', 'organization', 'n/a'], ['kke', 'organization', 'n/a'], ['112', 'number', 'n/a'], ['mr. e', 'person', 'n/a'], ['hatzidakis', 'law', 'n/a'], ['syriza', 'organization', 'n/a'], ['nato', 'organization', 'n/a']]","[['polytechnic', 'organization', '0.5'], ['europe', 'location', '0.5'], ['new democracy', 'political party', '1.0'], ['larco', 'organization', '1.0'], ['efood', 'organization', '1.0'], ['kke', 'political party', '1.0'], ['hatzidakis', 'person', '1.0'], ['syriza', 'political party', '1.0'], ['nato', 'organization', '1.0']]"
39," E is the guarantee.  Our people can trust it, rely on it to launch a new counter-attack against the real and the unjust.  But instead of over.  The one that remains unchanged when one after another, the various governments change one after the other, that is, the very power of capital. "," Ε είναι η εγγύηση  Ο λαός μας μπορεί να το εμπιστευτεί, να στηριχτεί πάνω του για να σαλπίσει μια νέα αντεπίθεση απέναντι στον πραγματικό  Όμως, αντί πάνω  Αυτόν που μένει απαράλλακτος όταν αλλάζουν η μία πίσω από την άλλη, οι διάφορες κυβερνήσεις, δηλαδή την ίδια την εξουσία του κεφαλαίου",economy,corruption,other,capitalism,0.0,0.15,0.0,0.7,0.5,0.2,0.0,0.0,"[['e', 'unknown', '0.92']]","[['e', 'organization', '0.7']]"
