id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner
34," And after a while Mr. Gerapetritis sends them a new letter and says whenever you come you will not see any of us.  What other country does this.  France, Germany, Spain, Portugal, France, Germany and Spain.  Only Kaczynski's Poland has the tools and the behaviour of the Mitsotakis government, but Greece is a country that fought for democracy and this party is the guarantor of the institutions of transparency and we will stand in the way of any attempt to expose our country internationally by this government.  And they have the nerve to tell us who you're going with. "," Και μετά από λίγο τους στέλνει νέο γράμμα ο κύριος Γεραπετρίτης και λέει όποτε και να ρθειτε δεν θα δείτε κανένα από μας  Ποια άλλη χώρα τα κάνει αυτά  Η Γαλλία, η Γερμανία, η Ισπανία, η Πορτογαλία  Μόνο η Πολωνία του Καζίνσκι έχει τα εργαλεία και τη συμπεριφορά της κυβέρνησης Μητσοτάκη, αλλά η Ελλάδα είναι μια χώρα που έδωσε αγώνες για τη δημοκρατία και αυτή η παράταξη είναι εγγυητής των θεσμών της διαφάνειας και θα μπούμε εμπόδιο σε οποιαδήποτε προσπάθεια η χώρα μας να εκτίθεται διεθνώς απ αυτή την κυβέρνηση  Και έχουν το θράσος να μας πούνε με ποιον θα πάτε",foreign policy,democracy-institutions,,-0.8,0.95,0.0,0.6,0.6,,,0.2,"[['mr. gerapetritis', 'person', '1.0'], ['france', 'location', '0.5'], ['germany', 'location', '0.5'], ['spain', 'location', '0.5'], ['portugal', 'location', '0.5'], [""kaczynski's poland"", 'location', '0.7'], ['mitsotakis government', 'organization', '0.6'], ['greece', 'location', '1.0'], ['democracy', 'concept', '1.0'], ['party', 'organization', '1.0']]"
35," What it is, who we will go with, with our principles, with our values, with our history and with our programme.  His program wants to make Greece a normal European country, a country of perspective for the new generations, a country that will stop the brain-drain of thousands of Greek children from all over Greece going abroad, seeing no hope in the country.  This is the agony of the democratic party and not the agony of power.  Who instrumentalizes everything is ready to sell everything for a chair of power. "," Τι είναι, με ποιον θα πάμε με τις αρχές, με τις αξίες, με την ιστορία μας και με το πρόγραμμά μας  Το πρόγραμμα του συγκεκριμένου θέλει να κάνει την Ελλάδα μια κανονική ευρωπαϊκή χώρα, μια χώρα προοπτικής για τις νέες γενιές, μια χώρα που θα σταματήσει το brain-drain να φύγουν χιλιάδες ελληνόπουλα από όλη την Ελλάδα στο εξωτερικό, μη βλέποντας ελπίδα στη χώρα  Αυτή είναι η αγωνία της δημοκρατικής παράταξης και όχι η αγωνία της εξουσίας  Που εργαλειοποιεί τα πάντα είναι έτοιμοι να πουλήσουν τα πάντα για μια καρέκλα εξουσίας",young people,brain drain,,0.5,0.45,0.1,0.2,0.2,,,0.1,"[['greece', 'location', '1.0'], ['european', 'organization', '1.0'], ['greek', 'nationality', '1.0'], ['democratic party', 'organization', '1.0']]"
36," So that's why here from Kilkis.  We are setting, building a strong programme that will turn Greece around.  This is our fight in the next national elections and the dilemma is clear.  Dear friends.  It is not Tsipras or Mitsotakis. "," Γι αυτό λοιπόν και εδώ από το Κιλκίς  Βάζουμε, οικοδομούμε ένα ισχυρό πρόγραμμα που θα κάνει την Ελλάδα να γυρίσει σελίδα  Αυτός είναι ο αγώνας μας στις επόμενες εθνικές εκλογές και το δίλημμα είναι καθαρό  Αγαπητές φίλες και φίλοι  Δεν είναι Τσίπρας ή Μητσοτάκης",government programme,elections,,0.0,0.0,0.0,0.0,0.0,,,0.0,"[['kilkis', 'location', '1.0'], ['greece', 'location', '1.0'], ['tsipras', 'person', '1.0'], ['mitsotakis', 'person', '1.0']]"
37," The dilemma is.  Or a state prey to the hands of the rulers of the day.  Or a state.  Guarantor of the public interest with a strong mandate from the Greek people.  I guarantee that we will build a state.  A guarantor of the public interest, which will be transparent, meritocratic, respectful of the taxes of the Greek people, utilizing European programs, the Recovery Fund will create modern infrastructure.  The public sector will have evaluation, meritocracy and the private sector and powerful interests will operate by rules. "," Το δίλημμα είναι  Ή ένα κράτος λάφυρο στα χέρια των εκάστοτε κυβερνώντων  Ή ένα κράτος  Εγγυητής του δημοσίου συμφέροντος με ισχυρή εντολή από τον ελληνικό λαό  Εγγυώμαι ότι θα οικοδομήσουμε ένα κράτος  Εγγυητή του δημοσίου συμφέροντος, το οποίο θα είναι διαφάνειας αξιοκρατίας, θα σέβεται τους φόρους του ελληνικού λαού, θα αξιοποιεί τα ευρωπαϊκά προγράμματα, το Ταμείο Ανάκαμψης θα δημιουργεί σύγχρονες υποδομές  Το δημόσιο θα έχει αξιολόγηση, αξιοκρατία και ο ιδιωτικός τομέας και τα ισχυρά συμφέροντα θα λειτουργούν με κανόνες",transparency,recovery fund,,0.55,0.1,0.2,0.1,0.2,,,0.0,"[['greek', 'nationality', '1.0'], ['european', 'nationality', '1.0'], ['recovery fund', 'organization', '1.0']]"
38," There will be justice and not when you are strong always find your right even when you are wrong.  But when you're powerless.  Trying to find your right, but most of the time being lost.  This country does not deserve the Greek people.  This state is not the state we aspire to, the state of the twenty-first century.  And that's the problem.  An expensive state with expensive services but of very poor quality and this was proven in the crime of Tempe.  Why we need to be honest. "," Θα υπάρχει δικαιοσύνη και όχι όταν είσαι ισχυρός να βρίσκεις πάντα το δίκιο σου ακόμη και όταν έχεις άδικο  Αλλά όταν είσαι ανίσχυρος  Να προσπαθείς να βρεις το δίκιο σου, αλλά τις περισσότερες φορές να είσαι χαμένος  Αυτή η χώρα δεν αξίζει στον ελληνικό λαό  Αυτό το κράτος δεν είναι το κράτος που φιλοδοξούμε το κράτος του εικοστού πρώτου αιώνα  Και αυτό είναι το πρόβλημα  Ένα ακριβό κράτος με ακριβές υπηρεσίες αλλά πολύ κακής ποιότητας και αυτό απεδείχθη και στο έγκλημα των Τεμπών  Γιατί πρέπει να είμαστε ειλικρινείς",justice,tempe,,-0.6,0.2,0.5,0.2,0.2,,,0.0,"[['greek people', 'person', '0.6'], ['twenty-first century', 'date', '0.5'], ['tempe', 'location', '0.5']]"
39, How it was found.  Alone.  A stationmaster. , Πώς βρέθηκε  Μόνος  Ένα σταθμάρχης,reference to other parties,other,,0.0,0.0,0.0,0.1,0.5,,,0.0,"[['stationmaster', 'person', '1.0']]"
40, When there should have been others with him.  How a 58 year old man was transferred.  When the age limit is 48. , Ενώ έπρεπε να είναι και άλλοι μαζί του  Πώς έγινε μια μετάταξη ενός ανθρώπου 58 ετών  Όταν το ηλικιακό όριο είναι 48,reference to other parties,other,,-0.6,0.0,0.0,0.2,0.2,,,0.0,[]
41," And then after the holiday they tried to bring in another amendment to try to fix it.  How is it possible to have a privatisation.  In which Mr Tsipras said before he became prime minister that the 300 million was a sell-out.  But to be elected Prime Minister and to be paid only 45 million, but to be a great success and even to endow the Italians with 250 million euros for the barren lines.  And what did the Italians do.  What the Italians did.  They didn't know what tracks their trains were running on. "," Και μετά κατόπιν εορτής προσπαθούν προσπάθησαν να φέρουν άλλη τροπολογία για να το διευθετήσουν  Πώς είναι δυνατόν να γίνεται μια ιδιωτικοποίηση  Στην οποία ο κύριος Τσίπρας έλεγε πριν γίνει πρωθυπουργός ότι τα 300 εκατομμύρια ήταν ξεπούλημα  Αλλά να εκλέγεται πρωθυπουργός και να παίρνει αντίτιμο μόνο 45 εκατομμύρια, αλλά να είναι μεγάλη επιτυχία και μάλιστα να προικοδοτεί τους Ιταλούς με 250 εκατομμύρια ευρώ για τις άγονες γραμμές  Και οι Ιταλοί τι έκαναν  Τι έκαναν οι Ιταλοί  Δεν ήξεραν τα τρένα τους σε τι ράγες κινούνται",reference to other parties,privatisations,,-0.5,0.2,0.0,0.2,0.2,,,0.0,"[['mr tsipras', 'person', '0.9'], ['prime minister', 'position', '0.8'], ['italians', 'location', '0.7'], ['300 million', 'money', '0.6'], ['45 million', 'money', '0.6'], ['250 million euros', 'money', '0.6']]"
42, It is a successful privatisation.  What rules mean.  When you make a mistake.  A privatisation mistake.  That didn't go well.  You don't put your hands up. , Είναι μια επιτυχημένη ιδιωτικοποίηση  Τι σημαίνει κανόνες  Όταν κάνεις ένα λάθος  Μια λάθος ιδιωτικοποίηση  Που δεν πήγε καλά  Δεν σηκώνεις τα χέρια ψηλά,reference to other parties,privatisations,,0.0,0.143,0.0,0.1,0.2,,,0.0,[]
43," You don't say I'll negotiate with the same people again.  With whom with whom Mr Tsipras will renegotiate when he himself signed this purchase and sale, this privatisation.  We say something else clean. ", Ούτε λες ξανά θα διαπραγματευτώ με τους ίδιους  Με ποιους μ’αυτούς που ο κύριος Τσίπρας θα επαναδιαπραγματευτεί όταν ο ίδιος υπέγραψε αυτή την αγοραπωλησία αυτή την ιδιωτικοποίηση  Εμείς λέμε κάτι άλλο καθαρό,economy,privatisations,,-0.5,0.1,0.0,0.1,0.3,,,0.0,"[['mr tsipras', 'person', '0.9']]"
44," When a privatisation goes wrong.  There is a transitional privatization looking for a new strategic investor to get a proper railway network in Greece, because it cannot in the twenty-first century.  To say I'm leaving lignite to go to clean energy, because I have to go green.  Low emission pollutants in energy production and transport, but the most environmentally friendly means of transport, the train, to be devalued by your choices.  So we have to find another strategic investor, this particular company, which didn't have the best name, failed miserably.  Rail regulator did its job.  The gentlemen of SYRIZA appointed their party children.  People who didn't know what a train was.  We are talking about a rail regulator to European standards that will be staffed by an international competition and I want to make a. "," Όταν μια ιδιωτικοποίηση δεν πάει καλά  Γίνεται μεταβατική αποκρατικοποίηση ψάχνοντας νέο στρατηγικό επενδυτή για να αποκτήσουμε ένα κανονικό σιδηροδρομικό δίκτυο στην Ελλάδα, διότι δεν μπορεί στον εικοστό πρώτο αιώνα  Να λες αφήνω το λιγνίτη για να πάω στην καθαρή ενέργεια, γιατί πρέπει να κάνω πράσινη μετάβαση  Χαμηλή εκπομπό εκπομπή ρύπων στην παραγωγή ενέργειας και τις μεταφορές, αλλά το πιο φιλικό μέσο για το περιβάλλον, το τρένο να το απαξιώνεις με τις επιλογές σου  Άρα πρέπει να βρούμε έναν άλλο στρατηγικό επενδυτή, η συγκεκριμένη εταιρεία που δεν είχε το καλύτερο όνομα, απέτυχε παταγωδώς δεύτερο θέμα  Ρυθμιστική αρχή σιδηροδρόμων έκανε τη δουλειά της  Τα κομματικά τους παιδιά διόρισαν οι κύριοι του ΣΥΡΙΖΑ  Ανθρώπους που δεν γνώριζαν τι σημαίνει τρένο  Εμείς μιλάμε για μια ρυθμιστική αρχή σιδηροδρόμων στα ευρωπαϊκά πρότυπα που θα στελεχωθεί με διεθνή διαγωνισμό και θέλω εγώ να κάνω μια",economy,privatisations,,-0.2,0.2,0.0,0.1,0.2,,,0.0,"[['greece', 'location', '1.0'], ['lignite', 'product', '1.0'], ['energy', 'product', '0.8'], ['low emission pollutants', 'product', '0.6'], ['transport', 'product', '0.6'], ['train', 'transport', '1.0'], ['strategic investor', 'organization', '1.0'], ['rail regulator', 'organization', '1.0'], ['syriza', 'organization', '1.0'], ['european', 'location', '1.0']]"
45," Footnote.  We are not tired of elections.  And after the elections, the whole state is torn apart.  And to have people come without any parchment, only their party identity.  Getting fat salaries.  And all they do is favors.  Where else is this happening. "," Υποσημείωση  Δεν κουραστήκαμε να κάνουμε εκλογές  Και μετά τις εκλογές να ξηλώνεται όλο το κράτος  Και να έρχονται άνθρωποι χωρίς καμιά περγαμηνή, παρά μόνο την κομματική τους ταυτότητα  Να παίρνουν παχυλούς μισθούς  Και το μόνο που κάνουν είναι εξυπηρετήσεις  Πού αλλού συμβαίνει αυτό",government programme,democracy-institutions,,-0.8,0.75,0.0,0.8,0.7,,,0.2,"[['none', 'as there are no proper nouns or previously known entities mentioned in the text.']]"
46," But New Democracy and SYRIZA are unrepentant and.  is an international competition to bring the best Greeks from inside and outside Greece to staff the state and not only the state.  Their term of office will be beyond any electoral cycle, so that they don't feel blackmailed by the leadership of the day that once we get out we will tear down. "," Αλλά νέα δημοκρατία και ΣΥΡΙΖΑ είναι αμετανόητοι δε  γίνεται με διεθνή διαγωνισμό για να έρθουν οι καλύτεροι Έλληνες εντός και εκτός της Ελλάδας, να στελεχώσουν το κράτος και μάλιστα όχι μόνο αυτό  Η θητεία τους θα είναι πέρα από κάθε εκλογικό κύκλο, για να μη νιώθουν εκβιαζόμενοι από την εκάστοτε ηγεσία ότι μόλις βγούμε εμείς θα ξηλώσουμε",government programme,understaffing of hospitals,,0.0,0.2,0.0,0.2,0.2,,,0.0,"[['new democracy', 'org', '0.60'], ['syriza', 'org', '0.60'], ['greeks', 'misc', '0.40'], ['greece', 'gpe', '0.70']]"
47, This is the meritocracy that I am committed to building after the next national elections.  For the good of all generations of Greeks.  Friends and friends.  This tragedy.  Put our children and your grandchildren on the street.  Saying so here. , Αυτό είναι το κράτος αξιοκρατίας που δεσμεύομαι να οικοδομήσουμε μετά τις επόμενες εθνικές εκλογές  Για το καλό όλων των γενεών των Ελλήνων  Φίλες και φίλοι  Αυτή η τραγωδία  Έβγαλε τα παιδιά μας και τα εγγόνια σας στο δρόμο  Λέγοντας ως εδώ,reference to other parties,elections,,0.0,0.2,0.0,0.2,0.2,,,0.0,"[['meritocracy', 'org', '0.8'], ['national elections', 'misc', '0.6'], ['greeks', 'misc', '0.7']]"
48," We can't go on and on and on.  It can't go on.  A decline, while we have had a huge adventure as a country.  It is unthinkable. "," Δεν μπορεί να συνεχίζεται το πάμε και όπου βγει  Δεν μπορεί να συνεχίζεται  Μια παρακμή, ενώ περάσαμε μια τεράστια περιπέτεια ως χώρα  Είναι αδιανόητο",economy,other,,-0.5,0.1,0.0,0.2,0.2,,,0.0,[]
49," To have such an experience in the last decade with so many problems with red loans, with huge taxes.  And not to try to change things.  What do these kids want.  Why they will go out is just jobs.  It's only the salaries.  Because those who leave.  They do not think of returning easily.  These are the same kids who are graduating from Greek universities.  That's what some people devalue.  Of these universities, they manage in Germany, in France, in Belgium.  To make worthy Employed Highly paid researchers from these universities. "," Να έχουμε μια τέτοια εμπειρία την τελευταία δεκαετία με τόσα προβλήματα με κόκκινα δάνεια, με τεράστιους φόρους  Και να μην προσπαθούμε να αλλάξουμε τα πράγματα  Τι θέλουν αυτά τα παιδιά  Γιατί θα βγουν έξω είναι μόνο οι θέσεις εργασίας  Είναι μόνο οι μισθοί  Γιατί όσοι φεύγουν  Δεν σκέφτονται να επιστρέψουν εύκολα  Είναι τα ίδια παιδιά που τελειώνουν τα ελληνικά πανεπιστήμια  Αυτά απαξιώνουν κάποιοι  Απ’αυτά τα πανεπιστήμια καταφέρνουν στη Γερμανία, στη Γαλλία, στο Βέλγιο  Να γίνονται άξιοι Εργαζόμενοι υψηλά αμειβόμενοι ερευνητές από αυτά τα πανεπιστήμια",work,brain drain,,-0.2,0.2,0.0,0.2,0.2,,,0.0,"[['greece', 'location', '1.0'], ['germany', 'location', '1.0'], ['france', 'location', '1.0'], ['belgium', 'location', '1.0'], ['greek', 'language', '1.0']]"
50, What is it that goes wrong here.  What goes wrong.  It is the opacity.  It is that. , Τι είναι αυτό που πάει λάθος εδώ  Αυτό που πάει λάθος  Είναι η αδιαφάνεια  Είναι ότι,transparency,transparency,,-0.5,0.0,0.0,0.0,0.2,,,0.0,[]
51," Many opportunities are for the few.  And what is Europe doing about them.  I hear some people say ""But what is Europe doing today?  I met with the President of S5.  And I had a long talk with their delegation. ", Οι πολλές ευκαιρίες είναι για τους λίγους  Και η Ευρώπη τι κάνει για αυτά  Ακούω από κάποιους να λένε Μα τι κάνει η Ευρώπη σήμερα  Συναντήθηκα με τον Πρόεδρο του S5  Και συζήτησα πολύ ώρα με με την αντιπροσωπεία τους,europe,other,,0.0,0.0,0.0,0.1,0.0,,,0.0,"[['europe', 'loc', '0.99'], ['president', 'person', '0.7'], ['s5', 'org', '0.9'], ['delegation', 'org', '0.5']]"
52, What's wrong with our country.  And what good is happening elsewhere that we should emulate.  Not with a logic. , Τι λάθος πάει στη χώρα μας  Και τι καλό συμβαίνει αλλού που πρέπει να το μιμηθούμε  Όχι με μια λογική,reference to other parties,other,,-0.6,0.9,0.0,0.5,0.5,,,0.2,[]
53," Far from our own national interests, but precisely in order to have a patriotic economic programme, we are a country in danger of de-Africanisation.  So let's put them in order.  The first issue is private debt.  We have a serious policy on private debt.  We have a private debt policy that embraces the anxieties of Greeks.  Stubbornness, says Mr Tsipras.  Don't pay I'm coming. "," Μακριά από τα δικά μας εθνικά συμφέροντα, αλλά ακριβώς για να έχουμε ένα πατριωτικό οικονομικό πρόγραμμα, είμαστε μια χώρα που κινδυνεύει από αφελληνισμό  Ας τα βάλουμε λοιπόν στη σειρά  Πρώτο ζήτημα είναι το ιδιωτικό χρέος  Έχουμε σοβαρή πολιτική για το ιδιωτικό χρέος  Έχουμε μια πολιτική για το ιδιωτικό χρέος που αγκαλιάζει τις αγωνίες των Ελλήνων  Σεισάχθεια, λέει ο κύριος Τσίπρας  Μην πληρώνετε έρχομαι",economy,private debt,,0.0,0.5,0.0,0.8,0.5,,,0.2,"[['none', 'as there are no proper nouns or named entities in the given text.']]"
54, And after a few years 2 years he handed over by law the red loans to the crows of the funds and now he is crying crocodile tears to get a vote from the murky waters.  Mr Mitsotakis.  He said it would solve the problem. , Και μετά από μερικά χρόνια 2 χρόνια παρέδωσε με νόμο του τα κόκκινα δάνεια στα κοράκια των funds και τώρα γίνει κροκοδείλια δάκρυα μπας και πάρει καμιά ψήφο από τα θολά νερά  Ο Κύριος Μητσοτάκης  Έλεγε θα λύσει το πρόβλημα,economy,loans,,-0.6,0.8,0.2,0.5,0.7,,,0.0,"[['mitsotakis', 'person', '0.9']]"
55," On his government.  The cycle of the Katseli law, the PASOK law of 2010, which protected the first home, has come full circle.  So we feel the anguish of the Greek people, we feel what we call a second chance of dignity for all Greeks who fought honestly.  And they were not strategic defaulters for many years, but they did not withstand the financial crisis and we must embrace them and give them merit-based terms, with criteria of the time, with transparency. "," Επί της κυβέρνησής του  Έκλεισε ο κύκλος του νόμου Κατσέλη, του νόμου του ΠΑΣΟΚ του 2010, που προστάτευε την πρώτη κατοικία  Νιώθουμε λοιπόν τις αγωνίες του ελληνικού λαού, εμείς τι λέμε δεύτερη ευκαιρία αξιοπρέπειας για όλους τους Έλληνες που αγωνίστηκαν έντιμα  Και δεν ήταν στρατηγικοί κακοπληρωτές για πολλά χρόνια, αλλά δεν άντεξαν την οικονομική κρίση και πρέπει να τους αγκαλιάσουμε και να δώσουμε με αξιοκρατικούς όρους, με κριτήρια της εποχής, με διαφάνεια",economy,pensions,,0.4,0.1,0.0,0.1,0.2,,,0.0,"[['katseli law', 'law', '0.75'], ['pasok law', 'law', '0.5'], ['greek', 'gpe', '1.0']]"
56, A second chance at dignity.  How this translates First of all.  The day before yesterday in Heraklion we analysed our proposal for a new law for the protection of the first home.  Which will take into account how much of the loan.  You've paid you back. , Μια δεύτερη ευκαιρία αξιοπρέπειας  Πώς μεταφράζεται αυτό Καταρχάς  Προχθές στο Ηράκλειο αναλύσαμε την πρότασή μας για ένα νέο νόμο προστασίας της πρώτης κατοικίας  Που θα λαμβάνει υπόψη του το πόσο από το δάνειο  Σου έχεις αποπληρώσει,economy,primary residence,,0.0,0.0,0.0,0.0,0.0,,,0.0,"[['heraklion', 'location', '0.75']]"
57, When you stopped paying the cost of your mortgage and of course the cost of your house.  To get in the way of any case of a Greek at risk of losing his first home while trying to keep it and keep his mortgage alive.  Second. ," Το πότε σταμάτησες να πληρώνεις το κόστος του δανείου σου και βέβαια το κόστος του σπιτιού σου  Για να μπούμε εμπόδιο σε οποιαδήποτε περίπτωση Έλληνα κινδυνεύει να χάσει την πρώτη του κατοικία, ενώ προσπάθησε να την κρατήσει και να κρατήσει ζωντανό το δάνειό του  Δεύτερο",economy,primary residence,,-0.5,0.0,0.0,0.2,0.5,,,0.0,"[['greek', 'location', '0.85'], ['first home', 'misc', '0.7'], ['mortgage', 'misc', '0.65.']]"
58, It's farmland.  Universal precaution on agricultural land.  It is unthinkable that a country with such small clergy. , Είναι η αγροτική γη  Καθολική προφύλαξη στην αγροτική γη  Είναι αδιανόητο μια χώρα με τόσο μικρούς κλήρους,agricultural policy/agriculture,other,,0.0,0.2,0.0,0.4,0.6,,,0.1,"[['universal', 'org', '0.873'], ['agricultural land', 'misc', '0.731']]"
59, To risk losing anyone's farmland long-term arrangements.  120 instalments for EFKA and tax authorities for all.  And as long as it is observed.  The regulation until the end and a reduction in the initial amount of 30%.  For those who. , Να κινδυνεύει να χάσει οποιοσδήποτε την αγροτική γη μακροπρόθεσμες ρυθμίσεις  120 δόσεις για ΕΦΚΑ και εφορία για όλους  Κι όσο τηρείται  Η ρύθμιση μέχρι τέλους να υπάρχει και μια μείωση στο αρχικό ποσό της τάξης του 30%  Για όσους,,other,,0.0,0.0,0.0,0.1,0.5,,,0.0,"[['efka', 'organization', '0.5', ''], ['tax authorities', 'organization', '0.5.']]"
60," Our fellow citizens took a Swiss loan.  Which are now at risk because the interest rate has increased too much due to the exchange rate change.  We propose that 1/3 of the exchange rate change, as translated into the interest rate, should be borne by the banks themselves and 2/3 by the banks and we say this because there was experience of the Swiss yen, but they did nothing to inform and protect the borrowers.  These proposals are proposals, because we want to make a policy that will give breath to the real economy. "," Συμπολίτες μας πήραν ελβετικό δάνειο  Που σήμερα κινδυνεύουν διότι έχει αυξηθεί πάρα πολύ το επιτόκιο λόγω της αλλαγής ισοτιμίας  Προτείνουμε το 1/3 της αλλαγής ισοτιμίας, όπως μεταφράζεται στο επιτόκιο να το σηκώσουν οι ίδιοι και τα 2/3 οι τράπεζες και το λέμε αυτό διότι υπήρχε εμπειρία του ελβετικού γεν, αλλά δεν έκαναν τίποτα για να ενημερώσουν και να προφυλάξουν τους δανειολήπτες  Αυτές οι προτάσεις είναι προτάσεις, γιατί θέλουμε να κάνουμε μια πολιτική που θα δίνει ανάσα στην πραγματική οικονομία",economy,loans,,-0.3,0.2,0.0,0.1,0.2,,,0.0,"[['swiss', 'loan', 'citizens', 'interest rate', 'exchange rate', '1/3', 'banks', 'swiss yen', 'borrowers', 'proposals', 'policy', 'real economy.'], ['swiss', 'organization', '0.9'], ['loan', 'product', '0.6'], ['citizens', 'person', '0.7'], ['interest rate', 'product', '0.8'], ['exchange rate', 'product', '0.8'], ['1/3', 'quantity', '0.6'], ['banks', 'organization', '0.8'], ['swiss yen', 'product', '0.7'], ['borrowers', 'person', '0.6'], ['proposals', 'idea', '0.7'], ['policy', 'idea', '0.7'], ['real economy', 'idea', '0.7']]"
61, Liquidity.  Why banks give liquidity to the market.  Because they have other priorities. , Ρευστότητα  Γιατί οι τράπεζες δίνουν ρευστότητα στην αγορά  Γιατί έχουν άλλες προτεραιότητες,economy,other,,0.0,0.0,0.0,0.2,0.0,,,0.0,[]
62," Greece is the country with the largest difference between deposit and mortgage rates.  Is it possible that a country where we have given billions to support the banks allows the government, instead of threatening to tax the excess profits of the banks, to have the largest difference between the interest rate on deposits and mortgages?  This disregards the efforts made by the Greek people. "," Η Ελλάδα είναι η χώρα με τη μεγαλύτερη διαφορά μεταξύ επιτοκίου καταθέσεων και στεγαστικών δανείων  Είναι δυνατόν μια χώρα που έχουμε δώσει δισεκατομμύρια για να στηρίξουμε τις τράπεζες να επιτρέπει η κυβέρνηση αντί να απειλήσει με φορολόγηση των υπερκερδών των τραπεζών, να έχουμε τη μεγαλύτερη διαφορά μεταξύ επιτοκίου καταθέσεων και στεγαστικών δανείων  Αυτό περιφρονεί τις προσπάθειες που έχει κάνει ο ελληνικός λαός",economy,banks,,-0.8,0.6,0.0,0.2,0.1,,,0.0,"[['greece', 'country', '1.0'], ['greek', 'people', '1.0']]"
63," Is it also possible that the European Union wants to support and say, take 32 billion from the Recovery Fund, 20 billion in subsidies, 11 billion in loans.  And while other governments make a special funding body.  And they are giving the Recovery Fund loans, not by market criteria, because by market criteria those who were borrowing before are borrowing now at a lower interest rate.  I said the figures in Heraklion 68 companies have taken a huge percentage from the Recovery Fund with 1.1 and 1.2 interest rate.  But Europe didn't give them that money.  Gifts for SMEs at risk of closure. "," Είναι επίσης δυνατόν η Ευρωπαϊκή Ένωση να θέλει να στηρίξει και να λέει, πάρτε 32 δισεκατομμύρια από το Ταμείο Ανάκαμψης, 20 δισεκατομμύρια επιδοτήσεις, 11 δισεκατομμύρια δάνεια  Κι ενώ άλλες κυβερνήσεις κάνουν ειδικό χρηματοδοτικό φορέα  Και δίνουν τα δάνεια του Ταμείου Ανάκαμψης, όχι με κριτήρια της αγοράς, διότι με τα κριτήρια της αγοράς αυτοί που δανειζόταν και πριν δανείζονται και τώρα απλά με χαμηλότερο επιτόκιο  Είπα τα στοιχεία στο Ηράκλειο 68 εταιρείες έχουν πάρει τεράστιο ποσοστό από το Ταμείο Ανάκαμψης με 1,1 και 1,2 επιτόκιο  Μα δεν τα δώσε η Ευρώπη για αυτούς τα λεφτά αυτά  Τα δωσε για μικρομεσαίες επιχειρήσεις που κινδυνεύουν να κλείσουν",economy,,,0.0,0.0,0.0,0.0,0.0,,,0.0,"[['european union', 'organization', '1.0'], ['recovery fund', 'program', '1.0'], ['smes', 'organization', '1.0']]"
64," He gave them to incentivise mergers and partnerships on the basis of jobs, on the basis of digital convergence.  Where did that money go?  Because the new democracy, Mr Mitsotakis gave the banks the opportunity to plan the country's development in the coming years.  We did not learn what happened in 2009 these banks.  Their managements were not the ones who were giving loans to people who had no investment strategy.  We should not put another framework for the development of the country.  I'm afraid dear friends. "," Τα έδωσε για να γίνουν κίνητρα συγχωνεύσεων και συνεργασιών με κριτήρια θέσεων εργασίας, με κριτήρια ψηφιακής σύγκλισης  Πού πήγαν αυτά τα λεφτά  Γιατί η νέα δημοκρατία, ο κύριος Μητσοτάκης έδωσε τη δυνατότητα στις τράπεζας να χαράξουν τον αναπτυξιακό σχεδιασμό της χώρας τα επόμενα χρόνια  Δεν μάθαμε τι έγινε το 2009 αυτές οι τράπεζες  Οι διοικήσεις τους δεν ήταν αυτές που έδιναν δάνεια θαλασσοδάνεια σε ανθρώπους που δεν είχαν καμία επενδυτική στρατηγική  Δεν πρέπει να βάλουμε ένα άλλο πλαίσιο ανάπτυξης της χώρας  Φοβάμαι αγαπητές φίλες και φίλοι",economy,banks,,-0.2,0.3,0.0,0.2,0.2,,,0.0,"[['mr mitsotakis', 'person', '0.9'], ['banks', 'organization', '0.9'], ['2009', 'date', '0.7']]"
65, That the Recovery Fund.  It's another missed opportunity.  And it's not just the loans that went to the banks. , Ότι το Ταμείο Ανάκαμψης  Είναι άλλη μια χαμένη ευκαιρία  Και δεν είναι μόνο τα δάνεια που πήγαν στις τράπεζςς,economy,recovery fund,,-0.5,0.5,0.1,0.2,0.1,,,0.0,"[['recovery fund', 'org', '0.85'], ['banks', 'org', '0.7']]"
66, We have to change our strategy and the state has to be the guarantor that there will be a development framework and we have a comprehensive plan that simply makes this money.  Setting the scene for a new development strategy based on tourism cooperation.  Primary sector and manufacturing. , Πρέπει να αλλάξουμε στρατηγική και να είναι το κράτος εγγυητής πως θα υπάρξει ένα αναπτυξιακό πλαίσιο και εμείς έχουμε ένα σχέδιο ολοκληρωμένο που τι κάνει απλά αυτά τα χρήματα  Τα δίνει για μια νέα αναπτυξιακή στρατηγική που βασίζεται στην συνεργασία του τουρισμού  Του πρωτογενούς τομέα και της μεταποίησης,tourism,tourism,,0.2,0.0,0.0,0.0,0.0,,,0.0,[]
