id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner
22," The same triptych of destruction, devaluation of the public sector, breaking up of the public network and privatisation of parts of it is being applied here in Parliament today.  You do it on water, you dare to bring a bill that gives Rae says regulation of the water market.  You have written on your old shoes, even the civil state, even the Council of State.  You insist on privatizing water as if we don't know that where water has been privatized, failure and disaster is a given.  Ask the people of Berlin who were forced to insist on revolution.  Nationalisation of the.  And it's not just the water you make. "," Εφαρμόζεται σήμερα εδώ στο Κοινοβούλιο το ίδιο τρίπτυχο της καταστροφής, απαξίωση του δημοσίου σπάσιμο του δημόσιου δικτύου και ιδιωτικοποίηση των κομματιών του  Το κάνετε στο νερό, τολμάτε να φέρνετε νομοσχέδιο που δίνει λέει στην Ραε τη ρύθμιση της αγοράς του νερού  Έχετε γράψει στα παλαιότερα των υποδημάτων σας, ακόμα και το αστικό κράτος, ακόμα και το Συμβούλιο της Επικρατείας  Επιμένετε το νερό στους ιδιώτες λες και δεν ξέρουμε ότι όπου έχει ιδιωτικοποιηθεί το νερό, η αποτυχία και καταστροφή είναι δεδομένη  Ρωτήστε τους κατοίκους του Βερολίνου που αναγκάστηκαν να επιμείνουν στην επανάσταση  Εθνικοποίηση του  Και δεν είναι μόνο το νερό που κάνετε",,water privatisation,privatization of water,-0.8,0.8,0.9,0.75,0.75,0.8,0.3,0.1,"[['parliament', 'organization', '1.0'], ['rae', 'person', '0.9'], ['council of state', 'organization', '0.7'], ['berlin', 'location', '0.8']]"
23," Aren't you a little ashamed.  Aren't you a little ashamed of caring for children with cancer.  Transfer in this climate to Marianna Vardinoyannis Elpida, the Department of Paediatric Haematology and Oncology, the Bone Marrow Transplant Unit of the General Children's Hospital.  And the oncology department from the Children's General Hospital. "," Δεν ντρέπεστε λιγάκι  Δεν ντρέπεστε λιγάκι με την περίθαλψη των παιδιών με καρκίνο  Μεταφέρετε μέσα σε αυτό το κλίμα στο μαριάννα Βαρδινογιάννη Ελπιδα, το τμήμα παιδιατρικής αιματολογίας ογκολογίας, τη μονάδα μεταμόσχευσης μυελού των οστών από το γενικό Νοσοκομείο Παίδων  Και το ογκολογικό τμήμα από το Γενικό Νοσοκομείο Παίδων",health,,pediatric cancer,-0.4,0.4,0.0,0.4,0.2,0.0,0.0,0.0,"[['marianna vardinoyannis', 'person', '0.9'], ['elpida', 'organization', '0.8'], ['department of paediatric haematology and oncology', 'organization', '0.7'], ['bone marrow transplant unit', 'organization', '0.6'], [""general children's hospital"", 'organization', '0.7'], ['oncology department', 'organization', '0.6'], [""children's general hospital"", 'organization', '0.7.']]"
24," Sunday changes.  What you did with the PPC, what you are doing with the OSE, what you are doing with the water, you are slaughtering everything, butchering everything for your bosses.  On the other hand. ", Αλλαγες κυριακου  Ότι κάνατε με τη ΔΕΗ ότι κάνετε με τον ΟΣΕ ότι κάνετε με το νερό όλα τα σφάζετε όλα τα μαχαιρώνετε όλα για τα αφεντικά σας  Από την άλλη,reference to other parties,privatisations,changes,-0.6,0.8,0.9,0.9,0.8,0.8,0.5,0.4,"[['sunday', 'date', '1.0'], ['ppc', 'organization', '0.7'], ['ose', 'organization', '0.6']]"
25," Officers, we don't have an official opposition and you Syriza people are now sitting there and focusing and you're not a little bit ashamed of which stationmaster is your own.  Nothing new, of course, because you embraced the new democracy, you voted for the third and fourth memorandum, so.  As now in these three and a half years of this parliamentary term. "," Αξιωματικά, δεν έχουμε αξιωματική αντιπολίτευση κάθεσαι τώρα και επικεντρώνεστε εσείς του ΣΥΡΙΖΑ και εσείς δεν ντρέπεστε λιγάκι για το ποιος σταθμάρχης είναι ο δικός σας δικός τους  Τίποτα καινούργιο βέβαια, γιατί αγκαλιασμένη με τη νέα Δημοκρατία, Ψηφίσατε το τρίτο και το τέταρτο μνημόνιο, έτσι  Όπως τώρα αυτά τα 3 τριάμισι χρόνια αυτής της κοινοβουλευτικής περιόδου",,memoranda,politics,-0.5,0.9,0.8,0.6,0.7,0.75,0.0,0.2,"[['officers', 'person', '0.5'], ['syriza', 'organization', '0.9']]"
26," Together with them you gave the Greek to Latchi, the shipyards, the skerries, the train.  We didn't expect anything different.  As you set up that night of the referendum in the new democracy, calling illusions all those things that today the citizens out there have understood that not only are not illusions, but are prerequisites for a viable country.  For divestment of the goals from Greece, abolition of Hercules and the Energy Exchange, renationalization and immediate socialization of the Public Power Corporation, water, trains, health care.  Even now, Mr.Tzanakopoulos, I see you here, you are going to apologise for the privatisation of the trains.  You will apologise even on the basis that you have given in to the Troika.  Say it in practice and at the same time denounce not only the Troika but also the motorway cartels that go hand in hand with Ephes, Alstom and Aktor.  We are Christians to be transparent to the Greek people. "," Μαζί τους δώσατε το ελληνικό στο Λατσί τα ναυπηγεία τις σκουριές, το τρένο  Δεν περιμέναμε κάτι διαφορετικό  Όπως ΑΝΑ στήσατε εκείνο το βράδυ του δημοψηφίσματος στη νέα δημοκρατία, ονομάζοντας αυταπάτες όλα αυτά που σήμερα οι πολίτες εκεί έξω έχουν καταλάβει ότι όχι μόνο δεν είναι αυταπάτες, αλλά είναι προαπαιτούμενα για μια βιώσιμη χώρα  Για εκπαραθύρωση των γκολ από την Ελλάδα, κατάργηση του Ηρακλή και του χρηματιστηρίου Ενέργειας, Επανεθνικοποίηση και άμεση κοινωνικοποίηση της ΔΕΗ, του νερού, των τρένων, της υγείας  Έστω και τώρα, κύριε Τζανακόπουλε σας βλέπω εδώ θα ζητήσετε ένα συγγνώμη για την ιδιωτικοποίηση των τρένων  Θα ζητήσετε ένα συγγνώμη έστω στη βάση ότι υποκύψατε στην τρόικα  Πείτε το έμπρακτα και ταυτόχρονα να καταγγείλετε όχι μόνο την τρόικα αλλά και τα καρτέλ των αυτοκινητοδρόμων που πάνε χέρι χέρι με την εφές, με την Alstom, με την Άκτωρ  Εμείς είμαστε χριστιανοί να διαφανεί απέναντι στον ελληνικό λαό",economy,privatisations,privatization,-0.6,0.4,0.5,0.4,0.6,0.5,0.0,0.1,"[['greek', 'language', '1.0'], ['latchi', 'location', '0.5'], ['shipyards', 'organization', '0.5'], ['skerries', 'location', '0.5'], ['train', 'transportation', '0.5'], ['greece', 'location', '1.0'], ['new democracy', 'organization', '0.5'], ['citizens', 'group', '0.5'], ['viable country', 'concept', '0.5'], ['hercules', 'organization', '0.5'], ['energy exchange', 'organization', '0.5'], ['public power corporation', 'organization', '0.5'], ['greece', 'location', '1.0'], ['troika', 'organization', '0.5'], ['motorway cartels', 'organization', '0.5'], ['ephes', 'organization', '0.5'], ['alstom', 'organization', '0.5'], ['aktor', 'organization', '0.5'], ['greek people', 'group', '0.5']]"
27," We don't talk about rupture because we like the idea because we want conflict with anybody.  We talk about rupture because rupture is a prerequisite for those who are not NO.  Not only are they not illusions, but they are the demand of our time.  Demand of the new generation out there.  Drain the fund, I will say again once again abolish Hercules, abolish the energy exchange, renationalize and direct socialization of water supply, strengthen public health and public education. "," Δεν μιλάμε για ρήξη επειδή μας αρέσει η ιδέα επειδή θέλουμε σύγκρουση με τον οποιοδήποτε  Μιλάμε για ρήξη επειδή ρήξη είναι προαπαιτούμενο για εκείνα που δεν είναι ΟΧΙ  Όχι μόνο δεν είναι αυταπάτες, αλλά που αποτελούν αίτημα της εποχής μας  Απαίτηση της νέας γενιάς εκεί έξω  Εκπαραθύρωσε το fund, θα ξαναπώ άλλη μια φορά κατάργηση του Ηρακλή, κατάργηση του χρηματιστηρίου ενέργειας, επανεθνικοποίηση και άμεση κοινωνικοποίηση δεη νερού ραίνουν ενίσχυση της δημόσιας υγείας της δημόσιας παιδείας",economy,,rupture,0.2,0.68,0.3,0.2,0.2,0.8,0.4,0.0,"[['no', 'org', '0.97'], ['hercules', 'org', '0.6']]"
28," In conclusion, ladies and gentlemen of the government.  Have you understood.  I don't know.  I think you don't understand that people out there, especially young people. "," Κλείνοντας κυρίες και κύριοι της κυβέρνησης  Έχετε καταλάβει  Δεν ξέρω  Νομίζω ότι δεν το έχετε καταλάβει ο κόσμος εκεί έξω, ιδίως οι νέοι άνθρωποι",young people,,government,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,[]
29, They demand accountability.  You think you're cleaning up with the resignation of a minister.  Who will run in the next elections now.  Within a few weeks. , Απαιτούν λογοδοσία  Νομίζετε ότι καθαρίζετε με την παραίτηση ενός υπουργού  Ποιος θα κατέβει στις επόμενες εκλογές τώρα  Μέσα σε μερικές εβδομάδες,government programme,elections,accountability,-0.4,0.2,0.0,0.2,0.2,0.2,0.0,0.0,[]
30," They are sick and tired of people, especially the youth and out and out cover up of interests and scapegoating of the working stewards scapegoating any passers by whoever you can scrounge up to not hold the guilty accountable.  There's been a lot going on in this country all this time.  Where to start with ricomex. "," Έχουν σιχαθεί οι άνθρωποι, ιδίως οι νεολαίοι κι έξω τη συγκάλυψη των συμφερόντων και το κυνήγι εξιλαστήριο θύμα των εργαζομένων σταθμαρχών περαστικών οποιουδήποτε μπορείτε να μπουζουριάσει σετε για να μην λογοδοτήσουν οι ένοχοι  Έχουν μαζευτεί πολλά σ αυτή τη χώρα όλο αυτό τον καιρό  Από πού να ξεκινήσει κανείς την ρικομέξ",reference to other parties,other,corruption,-0.7,0.9,1.0,0.6,0.8,0.8,0.0,0.2,"[['ricomex', 'organization', '1.0']]"
31," The shamina.  The Peloponnese on fire in 2007, Matti, North Evia, Attiki Odos.  The truth is, it's not the fault of the Troika and all that, it was just a bad climate.  The troika came and gave up, the cup overflowed.    Fortunately though I repeat, that's fine out there defending, you'll hit them again.  With your mats and your deltoids, there's no doubt. "," Το σάμινα  Την πυρπολημένη Πελοπόννησο του 2007, το Μάτι, τη Βόρεια Εύβοια, την Αττική Οδό  Η αλήθεια είναι, δεν φταίει η τρόικα και όλα αυτά απλά ήταν στραβό το κλίμα  Ήρθε η τρόικα και παράγινε, ξεχείλισε το ποτήρι    Ευτυχώς όμως το επαναλαμβάνω, αυτό είναι ωραία εκεί έξω αμύνεται, θα τους ξανά χτυπήσετε  Με τα μάτ σας και τους δελτάδες σας, δεν υπάρχει αμφιβολία",reference to other parties,natural disasters,wildfires,-0.2,0.2,0.0,0.4,0.9,0.7,0.0,0.1,"[['shamina', 'unknown', '1.0'], ['peloponnese', 'location', '1.0'], ['matti', 'location', '1.0'], ['north evia', 'location', '1.0'], ['attiki odos', 'location', '1.0'], ['troika', 'organization', '1.0']]"
32," It is in your nature.    As it is your nature to do your best to keep young people from voting.  We have tabled an amendment.  The amendment which will allow young people working as hotel employees in the middle of the summer to vote at their place of work.  Please the Kukué and SYRIZA if you want to support this amendment, you don't think about it because you want young people not to vote, because you know that you will be blackballed as you deserve.  But ladies and gentlemen of the new democracy.  Whenever you hold the election.  From as many young people and as many as you deprive of the right to vote we will be there.  Day 25 other democratic forces, so that the ballot boxes express popular sentiment.  No tolerance for the ongoing oligarchic crime.  Not in season, because abstinence means tolerance.  Of wood not of wood.  So neither protest, nor anger, nor condemnation. "," Είναι στη φύση σας    Όπως είναι στη φύση σας να κάνετε το παν για να μην ψηφίζουν οι νέοι  Εμείς καταθέσαμε μια τροπολογία  Την τροπολογία με την οποία θα μπορούν οι νέοι που δουλεύουν ξενοδοχοϋπάλληλοι στη μέση του καλοκαιριού να ψηφίζουν στον τόπο εργασίας τους  Παρακαλώ το κουκουέ και το ΣΥΡΙΖΑ αν θέλετε στηρίξτε αυτή την τροπολογία, εσείς δεν τη σκέφτεστε γιατί θέλετε οι νέοι και οι νέες να μην ψηφίζουν, γιατί γνωρίζετε ότι θα σας μαυριζουν οπως σας αξιζει  Αλλά κυρίες και κύριοι της νέας δημοκρατίας  Όποτε και να κάνετε τις εκλογές  Από όσους νέους και από όσες να στερήσετε το δικαίωμα του εκλέγειν εμείς θα είμαστε εκεί  Το Μέρα 25 άλλες δημοκρατικές δυνάμεις, ώστε οι κάλπες να εκφράσουν το λαϊκό αίσθημα  Καμία ανοχή στο διαρκές ολιγαρχικό έγκλημα  Όχι στην εποχή, γιατί η αποχή σημαίνει ανοχή  Υμών μη ξύλων  Ούτε διαμαρτυρία λοιπόν, ούτε οργή καταδίκη",young people,elections,voting rights,-0.4,0.7,0.2,0.7,0.75,0.5,0.0,0.2,"[['kukué', 'organization', '1.0'], ['syriza', 'organization', '1.0'], ['new democracy', 'organization', '1.0'], ['day 25', 'date', '1.0']]"
33," Recorded at the polls.  This is our debt to future generations, to democracy, to a sustainable Greece.  Thank you.  Gal.  And I thank you, Mr. President.  "," Που καταγράφεται στις κάλπες  Αυτό είναι το χρέος μας στις επόμενες γενιές, στη δημοκρατία, σε μια βιώσιμη Ελλάδα  Ευχαριστώ  Gal  Και εγώ σε ευχαριστώ κύριε Πρόεδρε",reference to other parties,elections,elections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['greece', 'location', '0.8'], ['gal', 'person', '0.9'], ['president', 'title', '0.7']]"
