id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner
23,"	The workers, the youth know that the KKE has never lied to them.  They know that he will not betray or change the vote and the support they will entrust to him.  This appreciation for our action, positions and attitude must and can become an act of strengthening the KKE everywhere. 	We have repeatedly made it clear that we will not betray this vote of support by giving tolerance or even more so support to any unpopular government, no matter how much it appears in the mask of ""progressiveness"".  	We know that the pressure, the propaganda, as we go towards the day of the elections will be intensified by the parrots of the system and underground, by spreading rumours, by attacking the Party with all kinds of attacks. ","	Οι εργαζόμενοι, η νεολαία γνωρίζουν ότι το ΚΚΕ δεν τους είπε ποτέ ψέματα  Γνωρίζουν ότι δεν θα προδώσει ούτε θα μεταλλάξει την ψήφο και τη στήριξη που θα του εμπιστευτούν  Αυτή η εκτίμηση για τη δράση, τις θέσεις και τη στάση μας πρέπει και μπορεί να γίνει πράξη ενίσχυσης του ΚΚΕ παντού 	Αυτήν την ψήφο ενίσχυσης έχουμε επανειλημμένα ξεκαθαρίσει ότι δε θα την προδώσουμε δίνοντας ανοχή ή πολύ περισσότερο στήριξη σε καμιά αντιλαϊκή κυβέρνηση, όσο κι αν αυτή εμφανίζεται με τη μάσκα της “προοδευτικότητας”  	Γνωρίζουμε ότι η πίεση, η προπαγάνδα, όσο πάμε προς την ημέρα των εκλογών θα δυναμώνει από τα παπαγαλάκια του συστήματος αλλά και υπόγεια, με την διασπορά φημών, με επίθεση στο Κόμμα κάθε είδους επιθέσεις",reference to other parties,elections,kke (greek communist party),0.0,0.25,0.5,0.0,0.1,0.1,0.0,0.0,"[['the workers', 'person', '1.0'], ['kke', 'organization', '1.0']]"
24,"	Here we should remember that the last time SYRIZA addressed the KKE with reference to a ""post-election"" Monday was during the July 2015 referendum when Tsipras and his other allies mocked the Greek people for sincerely asking them to vote NO.  	And the KKE was exposing this maltreatment by Tsipras.  Then in Parliament Mr.  Tsipras had even told us that on Sunday ""we will vote the same ballot paper"".  In order to get the paid answer that the OXI said by the KKE does not have the same content as its own OXI, the deception of the Greek people.  In fact, we replied to him at the time: ""You, Mr.  Tsipras, we don't know where you will be next Monday"". ","	Εδώ να θυμίσουμε ότι την τελευταία φορά που ο ΣΥΡΙΖΑ απευθύνθηκε στο ΚΚΕ με αναφορά σε κάποια «μετεκλογική» Δευτέρα, ήταν στο δημοψήφισμα του Ιουλίου του 2015 που ο Τσίπρας και άλλοι σύμμαχοί του κορόιδευαν τον ελληνικό λαό ότι ειλικρινά του ζητούσαν να ψηφίσει ΟΧΙ  	Και το ΚΚΕ αποκάλυπτε αυτή τη λαθροχειρία που έκανε ο Τσίπρας  Τότε στη Βουλή ο κ  Τσίπρας μας είχε πει μάλιστα ότι την Κυριακή «θα ψηφίσουμε το ίδιο ψηφοδέλτιο»  Για να πάρει την πληρωμένη απάντηση ότι το ΟΧΙ που λέει το ΚΚΕ, δεν έχει το ίδιο περιεχόμενο με το δικό του ΟΧΙ, της εξαπάτησης του ελληνικού λαού  Μάλιστα, του απαντήσαμε τότε: «Εσείς, κ  Τσίπρα, δεν ξέρουμε πού θα είστε την άλλη Δευτέρα»",reference to other parties,elections,syriza's treatment of kke during the july 2015 referendum,-0.6,0.5,0.0,0.1,0.1,0.2,0.0,0.0,"[['syriza', 'organization', '1.0'], ['kke', 'organization', '1.0'], ['july 2015', 'date', '1.0'], ['tsipras', 'person', '1.0'], ['greek', 'nationality', '1.0'], ['greek people', 'group', '1.0'], ['no', 'text', '1.0'], ['parliament', 'organization', '1.0'], ['oxi', 'text', '1.0']]"
25,"	And so it became.  This turned out, in the end, only a few hours after the referendum - that is, on that infamous ""Monday"" - when SYRIZA turned the NO of the people into a huge YES with ND, PASOK, and other willing parties, signing the 3rd worst memorandum, thus solemnly confirming everything that KKE said and warned.  This is for the old to remember and the young to learn.  	Of course, all the scenarios that have been floated have been replayed, but it's now 2023. ","	Και έτσι έγινε  Αυτό αποδείχτηκε, τελικά, λίγες ώρες μόνο μετά το δημοψήφισμα -δηλαδή εκείνη την περιβόητη «Δευτέρα»- που ο ΣΥΡΙΖΑ μετέτρεπε το ΟΧΙ του λαού σε ένα πελώριο ΝΑΙ με τη ΝΔ, το ΠΑΣΟΚ, και άλλους πρόθυμους, υπογράφοντας φαρδιά- πλατιά το 3ο χειρότερο μνημόνιο, επιβεβαιώνοντας έτσι πανηγυρικά όλα όσα έλεγε και προειδοποιούσε το ΚΚΕ  Αυτά για να θυμούνται οι παλιοί και να μαθαίνουν οι νεότεροι  	Βέβαια, όλα τα σενάρια που διακινούνται έχουν ξαναπαιχτεί, αλλά είμαστε πλέον στο 2023",reference to other parties,memoranda,greek politics,-0.5,0.2,0.0,0.0,0.2,0.2,0.0,0.0,"[['syriza', 'organization', 'high'], ['no', 'event', 'medium'], ['monday', 'date', 'low'], ['nd', 'organization', 'medium'], ['pasok', 'organization', 'medium'], ['kke', 'organization', 'medium'], ['3rd worst memorandum', 'event', 'low'], ['2023', 'date', 'low']]"
26,"	SYRIZA is in no way legitimate to ask for our tolerance, ""in order for Mitsotakis to leave, as he says"".  Why:- It is SYRIZA that sowed the disillusionment in 2015-2019, sent people who participated in the struggles and the movement home, who stained values and ideals in the name of the ""first time Left"" and finally it was the one that willingly managed the affairs of capital and led to the vindication of the policy of ND-PASOK and the conservatization of parts of the people. - It was SYRIZA that was the best support of the Mitsotakis government, with the ""we will settle accounts later"", the proposals for ""ministers of common acceptance"" (which are now being reheated with statements by various members of the government), which voted for more than 50% of the amendments, especially the most emblematic ones. - It was SYRIZA that laundered the liberal ND, accusing Mitsotakis of ""leading it astray from its principles and values"" - It is SYRIZA that is reclaiming the unpopular baton from ND, to take it even further, because any next government will be worse.  Because it only makes the system of exploitation, the profit of the few and the hostile state of the people worse. ","	Ο ΣΥΡΙΖΑ σε καμιά περίπτωση δεν νομιμοποιείται να ζητάει έστω την ανοχή μας, “για να φύγει, όπως λέει, ο Μητσοτάκης”  Γιατί:•	Ο ΣΥΡΙΖΑ είναι που έσπειρε την απογοήτευση το 2015-2019, έστειλε κόσμο που συμμετείχε στους αγώνες και στο κίνημα σπίτι του, που λέρωσε αξίες και ιδανικά στο όνομα της «πρώτης φοράς Αριστερά» και τελικά ήταν αυτός που πρόθυμα διαχειρίστηκε τις υποθέσεις του κεφαλαίου και οδήγησε στη δικαίωση της πολιτικής ΝΔ- ΠΑΣΟΚ και στη συντηρητικοποίηση τμημάτων του λαού •	Ο ΣΥΡΙΖΑ ήταν αυτός που αποτέλεσε το καλύτερο στήριγμα της κυβέρνησης Μητσοτάκη, με το «θα λογαριαστούμε μετά», τις προτάσεις για «υπουργούς κοινής αποδοχής» (που ξαναζεσταίνονται τώρα με δηλώσεις διάφορων στελεχών του), που ψήφισε πάνω από το 50% των ν/σ και ειδικά των πιο εμβληματικών •	Ο ΣΥΡΙΖΑ ήταν που ξέπλυνε τη φιλελεύθερη ΝΔ, κατηγορώντας μάλιστα τον Μητσοτάκη ότι “την ξεστρατίζει από τις αρχές και τις αξίες της” •	Ο ΣΥΡΙΖΑ είναι που διεκδικεί ξανά την αντιλαϊκή σκυτάλη από τη ΝΔ, για να την πάει ακόμα παραπέρα, γιατί η όποια επόμενη κυβέρνηση θα είναι χειρότερη  Γιατί μόνο χειρότερο γίνεται το σύστημα της εκμετάλλευσης, του κέρδους των λίγων και του εχθρικού για το λαό κράτους τους",reference to other parties,other,syriza,-0.9,0.8,0.8,0.8,0.7,0.7,0.2,0.1,"[['syriza', 'organization', '1.0'], ['mitsotakis', 'person', '1.0'], ['2015-2019', 'date', '1.0'], ['nd-pasok', 'organization', '1.0']]"
27,"Comrades, It seems that SYRIZA today is under pressure from the fact that a significant part of the public now clearly associates it with the New Democracy.  Not coincidentally, the ""AFGi"" in the response from the visit of A.  Tsipras' speech in Elefsina was titled ""We are not all the same"". ","Συντρόφισσες και σύντροφοι, 	Φαίνεται ότι ο ΣΥΡΙΖΑ σήμερα πιέζεται από το γεγονός ότι πιο ξεκάθαρα πια, ένα σημαντικό κομμάτι κόσμου τον συσχετίζει με την ΝΔ  Όχι τυχαία η “ΑΥΓΗ” στην ανταπόκριση από την επίσκεψη του Α  Τσίπρα στην Ελευσίνα έβαλε ως τίτλο “Δεν είμαστε όλοι το ίδιο”",,coalition government,syriza,-0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.0,"[['syriza', 'organization', '1.0'], ['new democracy', 'organization', '1.0'], ['afgi', 'acronym', '1.0'], ['a. tsipras', 'person', '1.0'], ['elefsina', 'location', '1.0']]"
28,"	They are trying to get away from what their own people are saying by claiming that the KKE supposedly does not care who the next government will be and that it says only strong KKE.  	But they know very well, because we have answered this repeatedly, that we obviously care who the next government will be, precisely because we aspire to be, as always, at the forefront of the people's struggles against the unpopular policies that it will implement. 	But what we are clearly saying is that this should not be the criterion by which the people will go to vote, because whatever the government's shape is, the agenda is predetermined.  - They are the unpopular preconditions of the Recovery Fund.  - It is the EU's guidelines for the ""liberalisation"" of energy, railways, water, other critical sectors of the economy. - It is the dangerous NATO plans.  - It is the attack on people's homes to prop up the banks, at a time when a new capitalist crisis is brewing.  And much more. ","	Προσπαθούν να ξεφύγουν από αυτό που λέει ο δικός τους κόσμος με το να ισχυρίζονται ότι το ΚΚΕ δήθεν δεν το νοιάζει ποια θα είναι η επόμενη κυβέρνηση κι ότι λέει μόνο ισχυρό ΚΚΕ  	Ξέρουν πολύ καλά όμως, γιατί εμείς το έχουμε απαντήσει επανειλημμένα, ότι προφανώς και μας νοιάζει ποια θα είναι η επόμενη κυβέρνηση, ακριβώς γιατί φιλοδοξούμε να βρεθούμε, όπως πάντα, στην πρώτη γραμμή των αγώνων του λαού ενάντια στην αντιλαϊκή πολιτική που αυτή θα υλοποιήσει 	Αυτό που λέμε εμείς καθαρά όμως, είναι ότι δεν πρέπει να είναι αυτό το κριτήριο με το οποίο θα πάει ο λαός να ψηφίσει, αφού, όποιο και να είναι τελικά το κυβερνητικό σχήμα, η ατζέντα είναι προκαθορισμένη  •	Είναι τα αντιλαϊκά προαπαιτούμενα του Ταμείου Ανάκαμψης  •	Είναι οι κατευθύνσεις της ΕΕ για την «απελευθέρωση» της Ενέργειας, των σιδηροδρόμων, του νερού, άλλων κρίσιμων τομέων της οικονομίας •	Είναι οι επικίνδυνοι ΝΑΤΟϊκοί σχεδιασμοί  •	Είναι η επίθεση στις λαϊκές κατοικίες για να στηριχθούν οι τράπεζες, σε μια περίοδο μάλιστα που κυοφορείται μία νέα καπιταλιστική κρίση  Και πολλά ακόμη",economy,recovery fund,greek politics,-0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.1,"[['kke', 'organization', '0.75'], ['recovery fund', 'organization', '0.5'], ['eu', 'organization', '0.5'], ['nato', 'organization', '0.5']]"
29,"	In fact, this is not something that only we say today.  It is an existing current in society, the result of accumulated experience, which is recorded, in mass terms, even in many polls with the well-known ""neither of the two"".  	The aim is for this current to acquire radical characteristics and to come to an alliance with the KKE.  Not to give in to the logic of the ""lesser of two evils"", which has proven to always lead to the greater. ","	Μάλιστα, αυτό, σήμερα, δεν είναι κάτι που το λέμε μόνο εμείς  Είναι υπαρκτό ρεύμα στην κοινωνία, αποτέλεσμα συσσωρευμένης πείρας, που καταγράφεται, με μαζικούς όρους, ακόμα και σε πολλές δημοσκοπήσεις με το γνωστό «κανένας από τους δύο»  	Το ζητούμενο είναι αυτό το ρεύμα να αποκτήσει ριζοσπαστικά χαρακτηριστικά και να καταλήξει σε συμπόρευση με το ΚΚΕ  Να μην υποχωρήσει στη λογική του «μικρότερου κακού», που έχει αποδειχθεί ότι πάντα οδηγεί στο μεγαλύτερο",reference to other parties,democracy-institutions,political alliance,0.15,0.3,0.1,0.1,0.1,0.1,0.2,0.0,"[['kke', 'org', '0.89']]"
30," The example of France, which these days is being shaken by huge popular mobilisations that are giving us all courage, teaches us exactly that.  The other parties are the same ones who called on the French people to vote for Macron, so that Le Pen would not come.  And finally, Macron uses brutal repression in the struggles, as Le Pen would have done. "," Το παράδειγμα της Γαλλίας, που αυτές τις μέρες συνταράσσεται από τεράστιες λαϊκές κινητοποιήσεις οι οποίες δίνουν σε όλους μας κουράγιο, αυτό ακριβώς διδάσκει  Τα υπόλοιπα κόμματα είναι οι ίδιοι που καλούσαν τον γαλλικό λαό να ψηφίσει Μακρόν, για να μην έρθει η Λεπέν  Και τελικά, ο Μακρόν χρησιμοποιεί άγρια καταστολή στους αγώνες, όπως θα έκανε άλλωστε και η Λεπέν",,,french mobilizations,-0.8,1.0,0.1,0.45,0.1,0.6,0.5,0.1,"[['france', 'location', '1.0'], ['macron', 'person', '0.8'], ['le pen', 'person', '0.8']]"
31,"	And when they run out of other ideologies, they pretend to be the protectors of the LGBTQ+ community, sometimes distorting the positions of the KKE, sometimes presenting arguments that smell of ""mothballs"", as Rizospastis pointed out in a commentary.  Some people recalled the KKE's rejection of the civil partnership agreement to rehash the ""discrimination"" against same-sex couples.  They even accuse the KKE of ""conservatism"", while their hypocrisy has no limit. ","	Κι όταν τους τελειώνουν άλλα ιδεολογήματα, παριστάνουν τους προστάτες της ΛΟΑΤΚΙ+ κοινότητας, πότε διαστρεβλώνοντας τις θέσεις του ΚΚΕ, πότε παρουσιάζοντας επιχειρήματα που μυρίζουν «ναφθαλίνη», όπως επεσήμανε σε σχόλιο του ο Ριζοσπάστης  Θυμήθηκαν ορισμένοι την καταψήφιση του συμφώνου συμβίωσης από το ΚΚΕ για να αναμασήσουν τα περί «διακρίσεων» σε βάρος των ομόφυλων ζευγαριών  Κατηγορούν μάλιστα για «συντηρητισμό» το ΚΚΕ, ενώ η υποκρισία τους δεν έχει όριο",reference to other parties,,hypocrisy,-0.8,0.8,0.3,0.9,0.5,0.6,0.0,0.2,"[['kke', 'org', '1.0'], ['lgbtq+', 'misc', '1.0'], ['rizospastis', 'org', '1.0']]"
32," Because the reality is that the KKE supports any proposal that ensures equal, free cohabitation and not one form of marriage or another as an ""economic relationship"".  	Those who are really interested in finding a way out of such issues would adopt the proposals of the KKE, so that a number of issues of cohabitation, such as inheritance, information on medical issues, etc. ά. , by simple notarial acts. "," Γιατί η πραγματικότητα είναι ότι το ΚΚΕ υποστηρίζει κάθε πρόταση που εξασφαλίζει την ισότιμη, ελεύθερη συμβίωση και όχι τη μια ή την άλλη μορφή γάμου ως «οικονομική σχέση»  	Όσους ενδιαφέρει, λοιπόν, πραγματικά επιτέλους να βρουν διέξοδο τέτοια ζητήματα, θα υιοθετούσαν τις προτάσεις του ΚΚΕ, ώστε να ρυθμίζονται μια σειρά από θέματα της συμβίωσης, όπως τα κληρονομικά, η ενημέρωση σε σχέση με ιατρικά ζητήματα κ ά , με απλές συμβολαιογραφικές πράξεις",reference to other parties,,kke's proposals,0.4,0.2,0.0,0.0,0.2,0.1,0.0,0.0,"[['kke', 'org', '1.0']]"
33," They would adopt our proposals for housing benefit, for real facilities for every young person who decides to live in their own home, whether they are married, cohabiting or not. 	But also on the issue of children, the KKE argues that there can be a legal safeguarding of parents' obligations, in combination of course with the need for expanded, free and upgraded state social services for their protection, and therefore for the social support of motherhood/paternity.  	Within such a framework, every person will be free to choose a partner, free of any economic and social constraints, regardless of sexual orientation. "," Θα υιοθετούσαν τις προτάσεις μας για επίδομα στέγασης, για πραγματικές διευκολύνσεις σε κάθε νέο άνθρωπο που αποφασίζει να μείνει στο δικό του σπίτι, ανεξάρτητα αν είναι σε γάμο, συμβίωση ή όχι 	Αλλά και για το ζήτημα των παιδιών το ΚΚΕ υποστηρίζει ότι μπορεί να υπάρξει νομική κατοχύρωση των υποχρεώσεων των γονιών, σε συνδυασμό βέβαια με την ανάγκη για διευρυμένες, δωρεάν κι αναβαθμισμένες κρατικές κοινωνικές υπηρεσίες για την προστασία τους, επομένως και για την κοινωνική στήριξη της μητρότητας/πατρότητας  	Μέσα σε ένα τέτοιο πλαίσιο θα μπορεί να είναι ελεύθερος κάθε άνθρωπος να επιλέγει σύντροφο, απαλλαγμένος από κάθε οικονομικό και κοινωνικό καταναγκασμό, ανεξάρτητα από τον σεξουαλικό προσανατολισμό",welfare state,,housing and social services,0.0,0.2,0.0,0.1,0.0,0.2,0.0,0.0,"[['housing benefit', 'entity', '0.75', 'young person', 'entity', '0.8', 'married', 'entity', '0.6', 'cohabiting', 'entity', '0.6', 'kke', 'organization', '0.8', 'parents', 'entity', '0.75', 'state social services', 'entity', '0.75', 'motherhood', 'entity', '0.6', 'paternity', 'entity', '0.6', 'sexual orientation', 'entity', '0.75']]"
34," This is what is truly progressive and radical today.  That's why their criticism of the KKE probably smells more like mothballs. Comrades, Let us not underestimate the following: Because they find it difficult to have a public debate, the forces of SYRIZA are sneakily and underground sowing the following inimitable: ""The KKE - they say - as it seems, will be strengthened in the elections anyway, so cast your vote for SYRIZA to come out on top, in case Mitsotakis leaves."".  But we won't allow them to have their way. "," Αυτό είναι το πραγματικά προοδευτικό και ριζοσπαστικό σήμερα  Γι’ αυτό η κριτική τους προς το ΚΚΕ μάλλον περισσότερο μυρίζει μόνο ναφθαλίνη Συντρόφισσες και σύντροφοι,		Να μην υποτιμήσουμε και το εξής: Επειδή δυσκολεύονται τη δημόσια αντιπαράθεση οι δυνάμεις του ΣΥΡΙΖΑ σπέρνουν ύπουλα και υπόγεια το εξής αμίμητο: “Το ΚΚΕ -λένε- όπως φαίνεται, έτσι κι αλλιώς θα ενισχυθεί στις εκλογές, οπότε την ψήφο ρίξε την στον ΣΥΡΙΖΑ για να βγει πρώτος, μπας και φύγει και ο Μητσοτάκης”  Όμως δεν θα τους επιτρέψουμε να τους γίνει το χατήρι",reference to other parties,elections,political election strategy,0.0,0.35,0.6,0.2,0.3,0.1,0.0,0.0,"[['kke', 'organization', '0.9'], ['syriza', 'organization', '0.9'], ['mitsotakis', 'person', '0.5']]"
35," 		Those workers who are well-meaning and want the strengthening of the KKE should see to it that this strengthening is carried out, in particular through their vote and their rallying.  We say one thing to everyone: No vote is wasted on the parties of capital that are responsible for the suffocating situation of the people.  Every vote for the KKE is a gain for the next day. "," 		Όσοι εργαζόμενοι βλέπουν καλοπροαίρετα και θέλουν την ενίσχυση του ΚΚΕ να φροντίσουν οι ίδιοι, αυτή η ενίσχυση να πραγματοποιηθεί, συγκεκριμένα με την ψήφο και την συστράτευση τους  Ένα λέμε σε όλους: Καμιά ψήφος χαμένη στα κόμματα του κεφαλαίου που ευθύνονται για την ασφυκτική για το λαό κατάσταση  Κάθε ψήφος στο ΚΚΕ είναι κέρδος για την επόμενη μέρα",reference to other parties,elections,elections/politics,1.0,0.1,0.0,0.0,0.0,0.4,0.2,0.0,"[['kke', 'org', '0.9']]"
36," Comrades, I wasn't going to say anything in the speech, but I would like to say a word about Varoufakis and Mera25, since he asked us to criticise his positions.  This is exactly what we do.  Because with its very positions it falsifies any notion of radicalism.  This is exactly what it does when, through various neologisms and especially by making debt the main or only cause of crises and people's problems, it seeks to oil the capitalist mode of production itself, a symptom of which is the high state and private debts.  However, the full frontal attack of capitalism is unified and is manifested in the indebted countries, such as Greece, and in the countries with lower debts, such as Germany, or others, where people are mobilizing en masse everywhere.  This is exactly what it does when it cultivates illusions about a supposedly democratic and pro-people ""transformation of the EU"". "," Συντρόφισσες και σύντροφοι, Δεν θα ασχολιόμουν καθόλου στην ομιλία, αλλά να πω και μια κουβέντα για τον Βαρουφάκη και το Μέρα25 μιας και μας ζήτησε να κάνουμε κριτική στις θέσεις του  Αυτό ακριβώς κάνουμε  Γιατί με τις ίδιες τις θέσεις του πλαστογραφεί κάθε έννοια ριζοσπαστισμού  Αυτό ακριβώς κάνει, όταν μέσα από διάφορους νεολογισμούς και κυρίως με την αναγόρευση του χρέους σε κύρια ή και μοναδική αιτία των κρίσεων, των λαϊκών προβλημάτων, επιδιώκει να βγάλει λάδι τον ίδιο τον καπιταλιστικό τρόπο παραγωγής, σύμπτωμα του οποίου είναι και τα υψηλά κρατικά και ιδιωτικά χρέη  Όμως, η ολομέτωπη επίθεση του καπιταλισμού είναι ενιαία και εκδηλώνεται και στις υπερχρεωμένες χώρες, όπως η Ελλάδα και στις χώρες με χαμηλότερα χρέη, όπως η Γερμανία, ή άλλες, όπου μάλιστα οι λαοί κινητοποιούνται μαζικά παντού  Αυτό ακριβώς κάνει όταν καλλιεργεί αυταπάτες, για έναν δήθεν δημοκρατικό και φιλολαϊκό «μετασχηματισμό της ΕΕ»",economy,public debt,varoufakis and mera25,-0.8,0.9,0.4,0.23,0.5,0.3,0.0,0.2,"[['varoufakis', 'person', '0.86'], ['mera25', 'organization', '0.79'], ['greece', 'location', '0.93'], ['germany', 'location', '0.92'], ['eu', 'organization', '0.78']]"
37," By 2025 they have set a target to achieve this, hence the 25 in their party name.  They even tabled a whole law proposal for the pro-popular use of the Recovery Fund, this new EU Supermemorandum, at a time when the people have to take to the streets to fight it, because the preconditions it has are very hard for our people.  Not to mention how unpopular some of these proposals of MPA25 are.  Take, for example, their plan for red loans, which is the most bank-centric proposal of all those that exist.  Since it requires us to pay both as borrowers and as taxpayers to bail out the bankers. "," Μέχρι το 2025 έχει βάλει στόχο να το πετύχει αυτό, εξ’ ου και το 25 στο όνομα του κόμματός τους  Κατέθεσαν μάλιστα και ολόκληρη πρόταση νόμου για τη φιλολαϊκή αξιοποίηση του Ταμείου Ανάκαμψης, αυτού του νέου Υπερμνημόνιου της ΕΕ, την ώρα που ο λαός πρέπει να βγει στον δρόμο να το αντιπαλέψει, γιατί τα προαπαιτούμενα που έχει είναι πολύ σκληρά για τον λαό μας  Για να μην μιλήσουμε για το πόσο αντιλαϊκές είναι κάποιες από αυτές τις προτάσεις του ΜΕΡΑ25  Πάρτε, για παράδειγμα, το σχέδιό τους για τα κόκκινα δάνεια που είναι η πιο τραπεζοκεντρική πρόταση από όλες όσες υπάρχουν  Αφού προβλέπει να πληρώνουμε και ως δανειολήπτες και ως φορολογούμενοι για να σωθούν οι τραπεζίτες",economy,,eu politics,-0.6,0.5,0.0,0.3,0.3,0.2,0.0,0.1,"[['2025', 'date', '1.0'], ['25', 'number', '1.0'], ['recovery fund', 'organization', '1.0'], ['eu', 'organization', '1.0'], ['supermemorandum', 'organization', '1.0'], ['mpa25', 'organization', '1.0']]"
38,"They are very anxious to take the oil out of capitalism and the EU, which is why they say that socialism is about a ""distant future"", which is also the familiar pattern of all those who are hostile to socialism.  This is what we hear from SYRIZA and PASOK and others, supposedly progressives, whom Mr Varoufakis begged for 1.5 years, as he said, to sit down and talk about forming a government and they ignored him. But, we are sure, all those who invest in adventurism, in the half-truth that eventually becomes a big lie, will get their answer from the people and the youth. Comrades, Lately, several media, both friendly to the New Democracy and to SYRIZA, have been saying and repeating about the possibility of strengthening far-right, fascist groups, to the point that one wonders whether it is a warning or a pursuit of. 	They even have the audacity to classify them as anti-systemic forces, when it has been proven both historically and in the very recent past that they are the best watchdogs of the system, who do not hesitate to commit the most heinous crimes in order to serve it. 	There is greater proof of the links of these groups with parts of the state apparatus than the attempt of the convicted Nazi Kasidiaris to put a former deputy prosecutor of the Supreme Court in front of him in order for his party to win the elections, according to the relevant reports. ","Είναι μεγάλο το άγχος τους να βγάλουν λάδι τον καπιταλισμό και την ΕΕ, γι’ αυτό και λένε ότι ο σοσιαλισμός αφορά ένα “μακρινό μέλλον”, που είναι άλλωστε και το γνωστό μοτίβο όλων όσοι εχθρεύονται τον σοσιαλισμό  Αυτά ακούμε και από τον ΣΥΡΙΖΑ και το ΠΑΣΟΚ κι από άλλους, δήθεν προοδευτικούς, τους οποίους παρακαλούσε επί 1,5 χρόνο ο κύριος Βαρουφάκης, όπως ο ίδιος είπε, να κάτσουν να συζητήσουν για να κάνουν κυβέρνηση και αυτοί τον αγνόησαν Όμως, είμαστε σίγουροι, θα πάρουν την απάντηση από τον λαό και τη νεολαία, όλοι όσοι επενδύουν στον τυχοδιωκτισμό, στη μισή αλήθεια που γίνεται τελικά ένα μεγάλο ψέμα Συντρόφισσες και σύντροφοι, 		Τελευταία, αρκετά ΜΜΕ, τόσο φιλικά προς τη ΝΔ όσο και προς τον ΣΥΡΙΖΑ, λένε και ξαναλένε για το ενδεχόμενο ενίσχυσης ακροδεξιών, φασιστικών ομάδων, φτάνοντας σε σημείο που αναρωτιέται κανείς αν τελικά πρόκειται για προειδοποίηση ή για επιδίωξη 	Έχουν μάλιστα το θράσος να τους κατατάσσουν και στις αντισυστημικές δυνάμεις, όταν έχει αποδειχθεί τόσο ιστορικά όσο και στο πολύ πρόσφατο παρελθόν, ότι πρόκειται για τα καλύτερα μαντρόσκυλα του συστήματος, που δε διστάζουν να διαπράξουν τα πιο αποτρόπαια εγκλήματα προκειμένου να το υπηρετήσουν 	Υπάρχει μεγαλύτερη απόδειξη για τις σχέσεις αυτών των ομάδων με τμήματα του κρατικού μηχανισμού, από την προσπάθεια του καταδικασμένου ναζί Κασιδιάρη να βάλει “μπροστινό” του έναν πρώην αντιεισαγγελέα του Αρείου Πάγου για να καταφέρει το κόμμα του να κατέβει στις εκλογές, όπως αναφέρουν τα σχετικά δημοσιεύματα",far right,,far-right groups,-0.8,0.9,0.75,0.6,0.6,0.7,0.2,0.1,"[['capitalism', 'organization', '0.6'], ['eu', 'organization', '0.5'], ['socialism', 'ideology', '0.8'], ['syriza', 'organization', '0.9'], ['pasok', 'organization', '0.7'], ['mr varoufakis', 'person', '0.9'], ['new democracy', 'organization', '0.8'], ['fascist groups', 'organization', '0.7'], ['nazi kasidiaris', 'person', '0.7'], ['supreme court', 'organization', '0.6']]"
