id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
46, They are voting for those who were born.  From 2003 to 2006.  And it's over. , Είναι ψηφίζουν αυτοί που γεννήθηκαν  Από το 2003 έως το 2006  Και είναι πάνω,other,other,elections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['2003', 'date', '1.0'], ['2006', 'date', '1.0']]",[]
47, From 400. 000 voters nationwide.  They are students of.  B and gamma high school students are students.  The first and second year in the.  Universities in their faculties.  And in.  Aen the great. , Από 400 000 πανελλαδικά ψηφοφόροι  Είναι μαθητές της  Β και γαμα λυκείου των Επαλ είναι φοιτητές  Του πρώτου και δεύτερου έτους στα  Πανεπιστήμια στις σχολές τους  Και στις  Αεν η μεγάλη,other,other,voters,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,"[['400', 'number', '1.0'], ['voters', 'person', '0.5'], ['b', 'organization', '1.0'], ['gamma', 'organization', '0.9'], ['high school', 'organization', '1.0'], ['first', 'ordinal', '0.8'], ['second', 'ordinal', '0.8'], ['year', 'date', '0.5'], ['universities', 'organization', '1.0'], ['aen', 'organization', '0.7']]","[['b', 'organization', '0.5', ''], ['gamma', 'organization', '0.5', ''], ['universities', 'organization', '0.5', ''], ['aen', 'location', '0.5']]"
48, Majority also.  Of students in public.  And you've been privately caught. , Πλειοψηφία επίσης  Των σπουδαστών σε δημόσια  Και ιδιωτικά ιεκ σ'έπιασε,other,other,education,-0.5,0.5,0.0,0.8,1.0,0.0,0.0,0.4,[],[]
49," Oaed, a large proportion of young workers concentrated mainly in the food service, tourism, working as.  Delivere in trade in.  Communications also.  As well as a large section that is outside education.  It's out of the. "," Οαεδ, ένα μεγάλο τμήμα νέων εργαζομένων που συγκεντρώνονται κυρίως στον επισιτισμό, στον τουρισμό, δουλεύουν ως  Ντελίβερι στο εμπόριο στις  Επικοινωνίες επίσης  Καθώς και ένα μεγάλο τμήμα που είναι έξω από την εκπαίδευση  Είναι έξω από την",employment,employment,young workers,0.0,0.0,0.0,0.2,0.0,0.5,0.0,0.0,"[['oaed', 'person', '0.95']]",[]
50," Training at work.  And wandering.  In the labour market, a large share of young people also.  Who are now serving their military service.  Also a large proportion of young people who are in the periphery of the district and sectoral organisations that are.  Also students.  In older years in.  Years of degree or at.  Postgraduates in universities or job seekers.  Many of them.  They do not have formed and crystallized views yet, they are puzzled, they are looking for the system, it tries to integrate them, to direct them or to decommission them or to.  Retain.  From touching. "," Κατάρτιση στη δουλειά  Και περιπλανώμενοι  Στην αγορά εργασίας, μεγάλο κομμάτι νέων επίσης  Που υπηρετούν τώρα τη στρατιωτική τους θητεία  Επίσης ένα μεγάλο τμήμα νέων που βρίσκονται στον περίγυρο των συνοικιακών και κλαδικών οργανώσεων που είναι  Επίσης φοιτητές  Σε μεγάλα έτη στο  Ετούς πτυχίου ή σε  Μεταπτυχιακά σε πανεπιστήμια ή αναζητούν εργασία  Πολλοί από όλους αυτούς  Δεν έχουν διαμορφωμένες και αποκρυσταλλωμένες ακόμα απόψεις, προβληματίζονται, ψάχνουν το σύστημα, προσπαθεί να τους ενσωματώσει, να τους κατευθύνει ή να παροπλιστούν ή να τους  Συγκρατήσει  Από το να ακουμπήσουν",employment,youth,workplace training,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,"[['training', 'none', 'none'], ['labour market', 'none', 'none'], ['young people', 'person', 'high'], ['military service', 'none', 'none'], ['periphery', 'none', 'none'], ['district', 'none', 'none'], ['sectoral organisations', 'none', 'none'], ['students', 'none', 'none'], ['degree', 'none', 'none'], ['postgraduates', 'none', 'none'], ['universities', 'none', 'none'], ['job seekers', 'none', 'none']]","[['young people', 'group of people', '0.8'], ['military service', 'organization', '0.6'], ['district', 'location', '0.5'], ['sectoral organisations', 'organization', '0.6'], ['students', 'group of people', '0.8'], ['degree', 'date', '0.4'], ['postgraduates', 'group of people', '0.5'], ['universities', 'organization', '0.6'], ['job seekers', 'group of people', '0.6.']]"
51," Fixed at Mr and.  But they can be radicalised, they can be won in the struggle for the overthrow.  The worker, the employee, the poor professional, the farmer even.  And if you did not take part or have not taken part. "," Σταθερά στο κ και  Όμως μπορούν να ριζοσπαστικοποιηθούν, μπορούν να κερδηθούν στον αγώνα για την ανατροπή  Ο εργάτης ή εργάτρια, ο υπάλληλος ο φτωχός επαγγελματίας, ο αγρότης ακόμα  Και αν δεν πήρε μέρος ή δεν έχουν πάρει μέρος",political parties,working class,radicalization,0.0,0.5,0.1,0.35,0.7,0.7,0.0,0.2,"[['mr', '', ''], ['worker', 'person', '0.7'], ['employee', 'person', '0.7'], ['farmer', 'person', '0.7']]","[['mr', 'person', '0.8'], ['worker', 'group of people', '0.8'], ['employee', 'group of people', '0.7'], ['farmer', 'group of people', '0.6']]"
52," Many of them in strikes and mobilisations can and should.  To vote according to.  The class, the political.  Their instinct.  All of Europe has.  Try. "," Πολλοί από αυτούς σε απεργίες και κινητοποιήσεις μπορούν και πρέπει  Να ψηφίσουν με κριτήριο  Το ταξικό, το πολιτικό  Τους ένστικτο  Όλη η Ευρώπη έχει  Δοκιμάσει",democracy,other,labor activism,0.0,0.5,0.0,0.2,0.5,0.7,0.0,0.0,"[['europe', 'location', '0.7'], ['europe', 'organization', '0.3']]","[['europe', 'location', '1.0']]"
53, Plus the liberal.  And the social democratic parties has prepared the cooperation of liberal right-wing and social democratic parties.  Co-operative governments with mutant leftists.  And. , Πλέον και τα φιλελεύθερα  Και τα σοσιαλδημοκρατικά κόμματα έχει ετοιμάσει τη συνεργασία φιλελεύθερων δεξιών και σοσιαλδημοκρατικών κομμάτων  Κυβερνήσεις συνεργασίας με μεταλλαγμένα αριστερά  Και,other,other,political parties,0.0,0.8,0.5,0.6,0.8,0.7,0.0,0.1,[],"[['liberal', 'organization', '0.5'], ['social democratic parties', 'group of people', '1.0'], ['right-wing', 'political party', '0.5'], ['leftists', 'group of people', '0.5']]"
54," Communist parties we have known.  Centre-left governments in France.  In Italy elsewhere to take an active part earlier in the war.  For the dissolution of Yugoslavia, participating in the. "," Κομμουνιστικά κόμματα έχουμε γνωρίσει  Κεντροαριστερές κυβερνήσεις στη Γαλλία  Στην Ιταλία αλλού να παίρνουν ενεργό μέρος παλιότερα στον πόλεμο  Για τη διάλυση της Γιουγκοσλαβίας, συμμετέχοντας στον",other,other,political parties,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,"[['communist', 'organization', '0.85'], ['france', 'location', '0.95'], ['italy', 'location', '0.95'], ['yugoslavia', 'location', '0.9']]","[['france', 'location', '0.5'], ['italy', 'location', '0.5'], ['yugoslavia', 'location', '0.5']]"
55," War.  There, as in.  Continuity in other wars.  In Syria, in.  Afghanistan to Iraq elsewhere.  As we've seen them recently these policies.  Forces.  To applaud here in. "," Πόλεμο  Εκεί, όπως και στη  Συνέχεια σε άλλους πολέμους  Στη Συρία, στο  Αφγανιστάν στο Ιράκ αλλού  Όπως τους είδαμε τελευταία αυτές τις πολιτικές  Δυνάμεις  Να χειροκροτούν εδώ στην",national security,other,war,0.0,0.5,0.0,0.6,0.5,0.5,0.0,0.2,"[['war', 'undefined', '1.0'], ['syria', 'location', '1.0'], ['afghanistan', 'location', '1.0'], ['iraq', 'location', '1.0'], ['forces', 'organization', '1.0']]","[['syria', 'location', '0.9'], ['afghanistan', 'location', '0.9'], ['iraq', 'location', '0.9']]"
56," Greece, but also elsewhere.  In Europe, all together, right-wing, centre-left, so-called left-wing, New Democracy, SYRIZA, PASOK, Jellensky with the Nazis of Azov in the Greek parliament for a year.  Just like yesterday. "," Ελλάδα, αλλά και αλλού  Στην Ευρώπη όλοι μαζί παρέα δεξιοί, κεντροαριστεροί, δήθεν Αριστεροί, νέα Δημοκρατία, ΣΥΡΙΖΑ, ΠΑΣΟΚ, τον ζελένσκι με τους Ναζί του Αζόφ μέσα στο ελληνικό κοινοβούλιο ένα χρόνο  Ακριβώς σαν χτες",political parties,far-right,greek politics,-0.5,0.8,0.5,0.35,0.8,0.6,0.3,0.2,"[['greece', 'location', '1.0'], ['europe', 'location', '1.0'], ['right-wing', 'misc', '1.0'], ['centre-left', 'misc', '1.0'], ['left-wing', 'misc', '1.0'], ['new democracy', 'organization', '1.0'], ['syriza', 'organization', '1.0'], ['pasok', 'organization', '1.0'], ['jellensky', 'person', '1.0'], ['azov', 'organization', '1.0']]","[['greece', 'country', '100%;'], ['new democracy', 'political party', '75%;'], ['syriza', 'political party', '75%;'], ['pasok', 'political party', '75%;'], ['azov', 'organization', '50%;'], ['greek parliament', 'organization', '50%;'], ['europe', 'location', '25%.']]"
57," After the Maastricht Treaty, which was voted for by all parties with the only.  Except for the Communist, Greece gradually began the seizure of popular.  Conquests across Europe found the opportunity.  Then as.  We remember to pass a treaty without the required popular resistance. "," Μετά τη Συνθήκη του Μάαστριχτ που την ψήφισαν όλα τα κόμματα με μοναδική  Εξαίρεση το Κομμουνιστικό, Ελλάδας άρχισε σταδιακά η αρπαγή λαϊκών  Κατακτήσεων σε όλη την Ευρώπη βρήκαν την ευκαιρία  Τότε όπως  Θυμόμαστε να περάσουν μια Συνθήκη χωρίς την απαιτούμενη λαϊκή αντίσταση",democracy,other,maastricht treaty,-0.2,0.4,0.0,0.4,0.7,0.5,0.0,0.0,"[['maastricht treaty', 'org', '0.9'], ['communist', 'norp', '0.7'], ['greece', 'gpe', '0.8'], ['europe', 'loc', '0.6']]","[['maastricht treaty', 'organization', '0.8'], ['communist', 'political party', '0.5'], ['greece', 'country', '1.0'], ['europe', 'location', '1.0']]"
58, As the Labour.  Movement had.  Found to a degree. , Καθώς τότε το Εργατικό  Κίνημα είχε  Βρεθεί ως ένα βαθμό,other,other,labour movement,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,"[['labour', 'org', '0.85']]","[['labour movement', 'organization', '1.0']]"
59, Largely in.  Retreat.  While.  Capitalist restoration was progressing.  In the former.  Socialist countries in this territory.  They also surfaced. , Σε μεγάλο βαθμό σε  Υποχώρηση  Ενώ  Προχωρούσε η καπιταλιστική παλινόρθωση  Στις πρώην  Σοσιαλιστικές χώρες σε αυτό το έδαφος  Βγήκαν και στην επιφάνεια,other,other,socialism (or socialist countries),0.0,0.1,0.0,0.2,0.2,0.4,0.0,0.0,[],"[['capitalist restoration', 'organization', '0.9'], ['socialist countries', 'group of people', '0.6'], ['territory', 'location', '0.5']]"
60," The various parties, nostalgic for Hitler, fascism.  Under the pretext of the existing immigration problem that.  Created and the European.  Union and the. "," Τα διάφορα κόμματα, νοσταλγοί του Χίτλερ, του φασισμού  Με πρόσχημα το υπαρκτό μεταναστευτικό πρόβλημα που  Δημιούργησε και η Ευρωπαϊκή  Ένωση και η",other,neo-nazism,far-right politics,-0.8,1.0,1.0,0.85,0.8,0.95,0.0,0.8,"[['hitler', 'person', '0.90'], ['fascism', 'person', '0.80'], ['european union', 'organization', '0.85']]","[['hitler', 'person', '0.8'], ['fascism', 'political party', '0.6'], ['european union', 'organization', '0.8']]"
61," Greece and other countries and Greece.  We say as a country that.  Support the imperialist war.  In Asia, in other.  Areas of Africa and other.  And the robbery of. "," Ελλάδα και άλλες χώρες και η Ελλάδα  Λέμε ως χώρα που  Στήριξε τον ιμπεριαλιστικό πόλεμο  Στην Ασία, σε άλλες  Περιοχές της Αφρικής και λοιπά  Και την ληστεία των",other,other,imperialism,0.0,0.0,0.0,0.8,1.0,0.8,0.0,0.5,"[['greece', 'location', '0.8'], ['asia', 'location', '0.6'], ['africa', 'location', '0.6']]","[['greece', 'country', '1.0'], ['asia', 'location', '1.0'], ['africa', 'location', '1.0']]"
62," Peoples, the European Union.  She has played her part.  In the emergence of such parties, as today it is an official ideology.  Her unhistorical identification. "," Λαών, η Ευρωπαϊκή Ένωση  Έχει παίξει το δικό της ρόλο  Στην εμφάνιση τέτοιων κομμάτων, καθώς σήμερα αποτελεί επίσημη ιδεολογία  Της η ανιστόρητη ταύτιση",political parties,populism,european nationalism,0.0,1.0,,0.6,0.5,0.8,0.0,0.3,"[['peoples', 'org', '0.6'], ['european union', 'org', '0.8']]","[['peoples', 'group of people', '0.90'], ['european union', 'organization', '0.95']]"
63," Fascism communism last several mass media.  Update so friendly.  Towards the new democracy.  As for the.  Syriza say and say again about the possibility of aid.  far-right fascist groups, to the point where one wonders if, after all.  Indeed, it is a warning or even a pursuit.  They even have the audacity. "," Φασισμού κομμουνισμού τελευταία αρκετά μέσα μαζικής  Ενημέρωσης τόσο φιλικά  Προς τη νέα δημοκρατία  Όσο και προς τον  Συριζα λένε και ξαναλένε για το ενδεχόμενο ενίσχυσης  Ακροδεξιών φασιστικών Ομάδων, φτάνοντας σε σημείο που αναρωτιέται κανείς αν τελικά  Πράγματι, πρόκειται για προειδοποίηση ή και για επιδίωξη  Έχουν μάλιστα το θράσος",political parties,far-right,politics,0.0,0.7,0.5,0.6,0.8,0.4,0.0,0.4,"[['syriza', 'org', '0.2']]","[['syriza', 'organization', '0.8'], ['far-right fascist groups', 'group of people', '0.7'], ['new democracy', 'political party', '0.6']]"
64, Classify them also in the so-called antisystemic forces.  When it has been proven both historically and in the very recent past that it is.  For the best real watchdogs of the system who do not hesitate to commit the most heinous and atrocious crimes in order to serve this system.  There is more.  Proof of relationships. , Να τους κατατάσσουν και στις ονομαζόμενες αντισυστημικές δυνάμεις  Όταν έχει αποδειχθεί τόσο ιστορικά όσο και στο πολύ πρόσφατο παρελθόν ότι πρόκειται  Για τα καλύτερα πραγματικά μαντρόσκυλα του συστήματος που δεν διστάζουν να διαπράξουν τα πιο αποτρόπαια τάπα στυγερά εγκλήματα προκειμένου να το υπηρετήσουν αυτό το σύστημα  Υπάρχει μεγαλύτερη  Απόδειξη για τις σχέσεις,other,other,antisystemic forces,-0.5,0.8,0.8,0.9,0.8,0.8,0.0,0.6,[],[]
65, of these groups with parts of the state apparatus.  From the effort of.  Convicted Nazi criminal cassidier to put a former deputy prosecutor in front of him.  The Supreme Court.  to get this Nazi to run for office.  Elections such as.  We've all learned and it's been published and it's been made public. ," Αυτών των ομάδων με τμήματα του κρατικού μηχανισμού  Από την προσπάθεια του  Καταδικασμένου εγκληματία Ναζί κασιδιάρη να βάλει μπροστινό του έναν πρώην αντεισαγγελέα  Του Αρείου  Πάγου για να καταφέρει αυτό το ναζιστικό, να κατέβει στις  Εκλογές όπως  Έχουμε όλοι μάθει και έχει δημοσιευτεί και έχει δημοσιοποιηθεί",elections,far-right,nazism or neo-nazism,-0.5,0.8,0.0,0.7,0.8,0.5,0.0,0.0,"[['supreme court', 'organization', '0.89'], ['nazi', 'person', '0.87'], ['cassidier', 'person', '0.7'], ['deputy prosecutor', 'person', '0.63']]","[['supreme court', 'organization', '1.0'], ['nazi', 'group of people', '0.9'], ['cassidier', 'person', '0.7'], ['former deputy prosecutor', 'person', '0.6'], ['state apparatus', 'organization', '0.6'], ['elections', 'date', '0.5']]"
66, And the intention.  And the actions they do.  But they do exploit. , Και η πρόθεση  Και η ενέργειες που κάνουν  Αξιοποιούν όμως,other,other,exploitation,-0.5,0.5,0.0,0.6,0.5,0.5,0.0,0.2,[],[]
67," And other far-right groups, like here in the.  Northern Greece.  The party of Velopoulos.  Who is mainly active in Northern Greece, who, after being a prominent member of Karatzaferi's LAOS. "," Και άλλα ακροδεξιά σχήματα, όπως είναι εδώ στη  Βόρεια Ελλάδα  Το κόμμα του Βελόπουλου  Ο οποίος κυρίως στη Βόρεια Ελλάδα δραστηριοποιείται, ο οποίος αφού διέπρεψε ο στέλεχος του ΛΑΟΣ του Καρατζαφέρη",political parties,far-right,far-right groups,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,"[['northern greece', 'location', '1.0'], ['velopoulos', 'person', '0.9'], ['karatzaferi', 'person', '0.7'], ['laos', 'organization', '0.8']]","[['northern greece', 'location', '1.0'], ['velopoulos', 'person', '0.9'], ['karatzaferi', 'person', '0.8'], ['laos', 'political party', '0.6']]"
68," He then supported the.  Governance then the co-government.  Pasok New Democracy, PLAOS as a member.  The PLAOS and as. "," Στήριξε στη συνέχεια την  Διακυβέρνηση τότε τη συγκυβέρνηση  Πασοκ Νέας Δημοκρατίας, ΛΑΟΣ ως μέλος  Του ΛΑΟΣ και ως",political parties,coalition,politics,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,"[['pasok', 'org', '0.75'], ['new democracy', 'org', '0.75'], ['plaos', 'org', '1.0']]","[['pasok', 'organization', '0.6'], ['new democracy', 'political party', '0.6'], ['plaos', 'political party', '1.0']]"
69, Member of Parliament and then as.  A member of the New Democracy.  Support. , Βουλευτής και μετά ως  Στέλεχος της Νέας Δημοκρατίας  Στήριξε,political parties,other,politics,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['member of parliament', 'person', '0.95'], ['new democracy', 'organization', '0.85']]","[['member of parliament', 'person', '0.8'], ['new democracy', 'political party', '0.8']]"
70, The government of New Democracy PASOK agreeing throughout.  The privatisation liberalisation path.  For example of the railways today blames this crime on the embankments only on some individual. , Την κυβέρνηση Νέας Δημοκρατίας ΠΑΣΟΚ συμφωνώντας σε όλη  Την πορεία απελευθέρωσης ιδιωτικοποίησης  Παραδείγματος χάρη των σιδηροδρόμων σήμερα ρίχνει τις ευθύνες για το έγκλημα αυτό στα τέμπη μόνο σε κάποιους μεμονωμένους,privatization,hospital privatization,privatisation,0.0,0.4,0.0,0.3,0.4,0.2,0.0,0.0,"[['new democracy', 'org', '0.87'], ['pasok', 'org', '0.9']]","[['new democracy', 'organization', '0.9'], ['pasok', 'political party', '0.8']]"
71," He says some incompetent politicians and various state officials.  Mechanism, covering up the great responsibilities.  The governments and their parties to date.  Leading the mud against the mobilisations.  Calls for an intensification of repression against the enemy people, as it considers them.  By.  Populisms and his various words.  Air obscure the truth. "," Κάποιους ανίκανους λέει πολιτικούς και διάφορα κάποια στελέχη του κρατικού  Μηχανισμού, συγκαλύπτοντας τις μεγάλες ευθύνες  Των μέχρι σήμερα κυβερνήσεων και των κομμάτων τους  Πρωτοστατεί στη λάσπη απέναντι στις κινητοποιήσεις  Καλεί σε ένταση της καταστολής απέναντι στον εχθρό λαό, όπως τον θεωρεί  Με  Λαϊκισμούς και διάφορα λόγια του  Αέρα συσκοτίζουν την αλήθεια",political parties,corruption,corruption,-0.8,0.85,0.9,0.8,0.8,0.9,0.9,0.8,"[['politicians', 'person', '0.75'], ['state officials', 'person', '0.6'], ['mechanism', 'organization', '0.4'], ['governments', 'organization', '0.65'], ['parties', 'organization', '0.2'], ['mud', 'concept', '0.4'], ['mobilisations', 'concept', '0.4'], ['enemy people', 'concept', '0.5'], ['populisms', 'organization', '0.3']]","[['politicians', 'person', '0.8'], ['state officials', 'group of people', '0.7'], ['governments', 'organization', '0.7'], ['parties', 'organization', '0.6'], ['mobilisations', 'group of people', '0.6'], ['enemy people', 'group of people', '0.6'], ['populisms', 'organization', '0.5'], ['by', 'location', '0.4']]"
72, The reality of all these.  They are not afraid of the capitalist system.  Because he couldn't or wouldn't of course. , Την πραγματικότητα όλοι αυτοί  Δεν φοβίζουν το καπιταλιστικό σύστημα  Γιατί θα μπορούσε ούτε θα μπορούσε βέβαια,other,other,capitalism,0.0,0.5,0.0,0.2,0.5,0.5,0.0,0.2,[],[]
73," Scare them off since.  These same people.  After all, they create them, they promote them, they promote them, what they really fear is the.  The tangible is now a prospect.  The possibility that the anger, the indignation, the discontent of the people and the youth may be transformed in mass terms.  In a conscious attitude.  Total questioning of the policy.  And their choices.  To become.  The rage that is. "," Να τους φοβίσουν αυτοί αφού  Οι ίδιοι αυτοί  Άλλωστε τους δημιουργούν τους προμοτάρουν, τους προωθούν αυτό που πραγματικά φοβούνται είναι η  Προοπτική το χειροπιαστό πια  Ενδεχόμενο ο θυμός, η αγανάκτηση, η δυσαρέσκεια του λαού και της νεολαίας να μετουσιωθεί με μαζικούς όρους  Σε συνειδητή στάση  Συνολικής αμφισβήτησης της πολιτικής  Και των επιλογών τους  Να γίνει  Η οργή δηλαδή",political parties,populism,fear,-0.6,0.902,0.8,0.4,0.9,0.8,0.5,0.2,[],"[['people', 'group of people', '1.0'], ['youth', 'group of people', '0.8']]"
74," Turning power to.  Also expressed in the elections.  With hundreds of thousands of young people.  Anti-systemic militant votes, Mr. Mr.  Ε.  Gal we appeal to all those whose interests are incompatible with the interests of the monopolies to try, to rediscover hope by doing a lot of.  The KKE is strong at the polls.  For the Medina the Communist, Greece is strong itself. "," Δύναμη ανατροπής να  Εκφραστεί και στις εκλογές  Με εκατοντάδες χιλιάδες νεανικές  Αντισυστημικές αγωνιστικές ψήφους, το κ κ  Ε  Gal απευθυνόμαστε σε όλους όσους τα συμφέροντά τους είναι ασυμβίβαστα με τα συμφέροντα των μονοπωλίων να δοκιμάσουν, να ξαναβρούν την ελπίδα κάνοντας πολύ  Δυνατό το ΚΚΕ στις κάλπες  Για τη μεδίνα το Κομμουνιστικό, Ελλάδας δυνατός είναι ο ίδιος",elections,election spending,elections,0.0,0.8,0.2,0.2,0.2,0.4,0.2,0.0,[],"[['mr. ε. gal', 'person', '0.9'], ['kke', 'organization', '0.8'], ['communist', 'political party', '0.7'], ['greece', 'country', '0.5']]"
75," The people the KKE.  Alone before the clouds even appear on the horizon.  He was watching, he warned.  Remember what.  We have said about the.  Course of its own.  European Union what we have said about imperialist war, about the sovereign rights.  In the Aegean Sea. "," Ο λαός το ΚΚΕ  Μόνο του πριν ακόμα φανούν τα σύννεφα στον ορίζοντα  Έβλεπε, προειδοποίησε  Θυμηθείτε τι  Έχουμε πει για την  Πορεία της ίδιας της  Ευρωπαϊκής Ένωσης τι έχουμε πει για τον ιμπεριαλιστικό πόλεμο, για τα κυριαρχικά δικαιώματα  Στο Αιγαίο",national security,other,kke,0.0,0.2,0.0,0.1,0.2,0.2,0.0,0.0,"[['kke', 'organization', '0.90'], ['european union', 'organization', '0.75'], ['aegean sea', 'location', '0.60']]","[['kke', 'organization', '0.8'], ['aegean sea', 'location', '0.8'], ['european union', 'organization', '0.7']]"
76," For privatisations, for the liberalisation of the market, for the.  Changes in labour relations, the abolition of tenure for civil servants.  For Community subsidies, for the various Community funds.  Packages with.  But it turned out to be mainly or.  Only the.  Plutocracy has been warned for years.  15 years that. "," Για τις ιδιωτικοποιήσεις, για την απελευθέρωση της αγοράς, τις  Αλλαγές των εργασιακών σχέσεων, την άρση της μονιμότητας των δημοσίων υπαλλήλων  Για τις κοινοτικές επιδοτήσεις, για τα διάφορα κοινοτικά  Πακέτα με  Αποδειχτεί όμως κυρίως ή  Μόνο την  Πλουτοκρατία προειδοποιούσαμε εδώ και  15 χρόνια ότι",privatization,hospital privatization,privatisation,0.0,0.8,0.0,0.6,0.5,0.8,0.0,0.0,"[['privatisations', 'entity', '1.0'], ['liberalisation', 'entity', '1.0'], ['market', 'entity', '1.0'], ['labour relations', 'entity', '1.0'], ['tenure', 'entity', '1.0'], ['civil servants', 'entity', '1.0'], ['community subsidies', 'entity', '1.0'], ['community funds', 'entity', '1.0'], ['packages', 'entity', '1.0'], ['plutocracy', 'entity', '1.0']]","[['privatisations', 'organization', '0.5'], ['liberalisation', 'organization', '0.5'], ['community subsidies', 'organization', '0.5'], ['community funds', 'organization', '0.5'], ['plutocracy', 'group of people', '0.5'], ['15 years', 'date', '0.5']]"
77," In the PASOK programmes.  And the New Democracy was referring to reactionary changes that were coming.  These were written into the memoranda, these then taking the place of the.  PASOK. "," Στα προγράμματα του ΠΑΣΟΚ  Και της Νέας Δημοκρατίας αναφέρονταν αντιδραστικές αλλαγές που κατοπινά  Αυτές ήταν γραμμένες στα μνημόνια, αυτά στη συνέχεια παίρνοντας τη θέση  Του ΠΑΣΟΚ",other,troika,political parties,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,"[['pasok', 'org', '0.92'], ['new democracy', 'org', '0.97']]","[['pasok', 'organization', '1.0'], ['new democracy', 'political party', '1.0']]"
78," SYRIZA joined in and all together they keep the memorandum measures after the end of the memoranda and they take many more anti-labour and anti-people measures, while they are preparing for new ones after the elections.  Them.  They have no stop must.  Somebody put the brakes on them. "," Ενστερνίστηκε και ο ΣΥΡΙΖΑ και όλοι μαζί κρατάνε τα μνημονιακά μέτρα μετά το τέλος των μνημονίων και παίρνουν και άλλα τόσα αντεργατικά αντιλαϊκά μέτρα, ενώ ετοιμάζονται και για καινούργια μετά τις εκλογές όλοι  Τους  Δεν έχουν σταματημό πρέπει  Να τους βάλει κάποιος επιτέλους φρένου",other,austerity,syriza,-0.8,0.9,0.8,0.6,0.8,0.6,0.8,0.1,"[['syriza', 'org', '0.99']]","[['syriza', 'organization', '1.0']]"
79," Gal become impression.  The position of SYRIZA, expressed by a leading member of parliament, was provoked.  Last former minister that would make a new agreement of.  Prespes for the Aegean this time.  Confirming and thus confirming the.  SYRIZA's commitment to various Euro-Atlantic arrangements in the context of. ", Gal γίνει εντύπωση  Προκάλεσε η θέση του ΣΥΡΙΖΑ που την εξέφρασε κορυφαίος βουλευτής του  Τελευταία πρώην υπουργός ότι θα κάνει μια νέα συμφωνία των  Πρεσπών για το Αιγαίο αυτή τη φορά  Επιβεβαιώνοντας και έτσι την  Προσήλωση του ΣΥΡΙΖΑ σε διάφορες ευρωατλαντικές διευθετήσεις στα πλαίσια,other,other,syriza's position,0.0,0.0,0.0,0.1,0.7,0.1,0.0,0.0,"[['gal', 'person', '0.5'], ['syriza', 'organization', '1.0'], ['aegean', 'location', '0.8'], ['euro-atlantic', 'misc', '0.7']]","[['syriza', 'political party', '1.0'], ['member of parliament', 'group of people', '1.0'], ['former minister', 'person', '1.0'], ['prespes', 'location', '1.0'], ['aegean', 'location', '1.0'], ['syriza', 'organization', '1.0'], ['euro-atlantic', 'organization', '1.0']]"
80," Broader plans for the.  Area all around here that.  But they carry too many risks, we believe. "," Ευρύτερων σχεδιασμών για την  Περιοχή ολάκερη εδώ που  Εγκυμονούν όμως πάρα πολλούς κινδύνους, πιστεύουμε",other,other,area development,-0.5,0.5,0.0,0.1,0.0,0.0,0.0,0.0,[],[]
81," For the peoples.  While reproducing the.  Syriza, the appeal to the court of.  The Hague, imitating here the new democracy.  Every day the working people, the unemployed.  The pensioner listens. "," Για τους λαούς  Ενώ αναπαρήγαγε ο  Συριζα, τα περί προσφυγής στο δικαστήριο της  Χάγης, μιμούμενος εδώ τη νέα δημοκρατία  Κάθε μέρα ο εργαζόμενος λαός, ο άνεργος  Ο συνταξιούχος ακούει",employment,working class,syriza,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,"[['syriza', 'org', '0.8'], ['the hague', 'loc', '0.6'], ['new democracy', 'org', '0.6']]","[['syriza', 'organization', '1.0'], ['the hague', 'location', '1.0'], ['new democracy', 'political party', '1.0']]"
82, From the establishment parties.  That this election.  They are critical.  For stability.  For the. , Από τα κόμματα του κατεστημένου  Ότι αυτές οι εκλογές  Είναι κρίσιμες  Για τη σταθερότητα  Για την,elections,other,elections,0.0,0.0,0.0,0.2,0.5,0.1,0.0,0.0,[],"[['establishment parties', 'group of people', '0.8'], ['election', 'date', '0.5'], ['stability', 'concept', '0.9']]"
83, Security of the people of the country.  From the new democracy to be voted to govern again alone or in partnership to continue the same unpopular.  Policy that does not.  He said he had time to. , Ασφάλεια του λαού της χώρας  Από τη νέα δημοκρατία για να υπερψηφιστεί αυτή να ξανακυβερνήσει μόνη ή σε συνεργασία για να συνεχίσει την ίδια αντιλαϊκή  Πολιτική που δεν  Πρόλαβε λέει να,democracy,other,national security,-0.4,0.0,0.0,0.2,0.5,0.5,0.0,0.0,[],"[['security', 'organization', '0.8'], ['country', 'country', '0.7'], ['democracy', 'political party', '0.5']]"
